member_0,member_1
-555734.9154060857,1.959759999999997
,-17.0
699.8380314978386,-2.6778399999999993
inf,-85.0
-156178.64925445206,-2.7730400000000013
-1845.3318428992427,-14.666579999999994
-inf,-9.000140000000004
-inf,-17.28832000000001
-74200.76639594215,-11.308399999999997
,-7.3426399999999985
,-82.0
,-34.0
,-34.0
-4437.533225568048,-6.055060000000002
-719.6048296630395,-17.6426
inf,-7.945460000000005
inf,-7.617360000000007
98613.21841036808,-1.0006199999999985
-inf,-0.8479599999999987
,-34.0
,-133.0
60460.99965629318,-0.2787999999999995
6395340.924182843,-12.481059999999992
-2965.1236877671404,-3.6604399999999986
,-106.04000999999991
,34.0
,-17.0
-3015.9595849108428,3.8817800000000027
-inf,-1.65138
,-8.479940000000001
,-128.0
,2.32662
,-98.0
61849.33270882989,-2.222579999999997
,-85.0
-2378.788419841594,2.2229200000000002
-inf,2.849200000000002
,-128.21148999999997
-inf,-30.48270000000002
,-85.0
,-128.0
738.7792155871607,0.5810600000000017
-604520.110597454,-0.3223200000000015
,-21.636239999999997
,-0.48212000000000277
inf,-0.731340000000001
-8834.726435050157,-0.3206199999999979
,-57.66298999999999
157535.82698202363,-2.295679999999999
326491.1235809725,-0.36753999999999953
inf,-32.447900000000025
,-15.587640000000006
,-98.0
-3610.8192102628004,1.579640000000003
22392.904516263116,-2.5000199999999975
-inf,-1.1440999999999986
inf,1.4691400000000039
,-12.524580000000004
-38148.64696426071,0.4780399999999987
1599315.3021999614,-84.02284000000002
-53065.809299342975,4.417619999999997
-588.0177460325768,-11.493699999999988
,-34.62182000000001
,-2.0892999999999997
,-17.0
-inf,-0.06426000000000198
,-34.0
,-92.50006000000003
-18539.525920340147,-29.313439999999986
-4945.529610195136,-2.0151799999999978
,4.25
,-128.0
-5454.899863504523,0.16081999999999663
,-19.125
,30.9434
-inf,-9.924259999999995
-inf,-9.128659999999998
,-82.0
-inf,-6.569480000000003
-294998.2067997728,1.8047200000000005
577827.8786424404,-19.508179999999992
,-105.54919999999994
,-77.0
236535.76232911705,9.535639999999992
6235.150543788478,-5.8772400000000005
-inf,-13.461619999999996
7709.019118903097,0.438940000000003
,-34.0
,-190.0
,4.000100000000005
-inf,-4.675339999999994
-339.6883873853013,-14.500319999999993
,-77.0
,5.506300000000001
206849.6629891226,-2.0886200000000015
-450.2248411703513,-17.14042
539.7465839473093,0.00204000000000204
,-101.0
,-9.306139999999989
-inf,-4.645419999999996
,-190.35484
-inf,-11.417880000000002
-inf,-11.98738
,-85.0
-4996005.003254534,-4.449579999999995
,-128.0
-1781.010941439873,1.3865200000000013
,-139.0
,-88.3232000000001
-477.6986558060709,-29.27774
-4117.921448882844,-0.4831399999999981
,-77.0
-2535.8757726545296,-0.4562799999999996
,-99.0
-41535.20425305681,-5.499499999999997
,34.0
inf,-2.610859999999999
-571.2062927853189,-16.50802000000001
,-85.0
-1895.1596362601288,-0.2080799999999967
18263.56320287445,-1.7000000000000015
inf,-6.8197200000000056
-1234.332289760381,-1.4038600000000043
-607.9355867170704,-9.443159999999995
-4140.611231173257,0.14721999999999813
-84996.68502976926,-15.58458000000001
,-23.020039999999998
,-77.0
,21.25
,-98.0
58842.278774883074,0.24139999999999984
,-20.739999999999984
134753.1527764325,-56.19505000000001
4120.472225148353,-45.73826000000002
,-34.0
-inf,0.0
-22439.919595198327,-7.125039999999994
,-128.0
-471430.9645440243,0.37570000000000014
-inf,-8.045419999999998
inf,1.1338999999999997
-330.84338377421705,-2.4473199999999977
,-139.0
,3.673019999999999
,-139.0
-950.014563248764,-7.663259999999999
-1994.8424683423525,1.7237999999999989
4930.465717628503,-32.14530000000001
-35846.672168074045,13.010099999999998
-493.1263055604178,-5.54778
,-34.0
58541.24600487217,-17.539919999999988
,-128.0
-99095.33580076517,-7.5446
-inf,-4.729059999999995
-1015.4558251887655,2.988939999999999
186726.46862750786,27.802820000000004
-7403106.942136738,-6.158760000000002
,-101.0
,-18.431399999999996
-17875.24336631676,-10.3649
-inf,2.785280000000002
-7111.09243068256,-12.76359999999999
-inf,-7.506860000000001
,-77.0
-50411.27844073112,-17.603839999999984
,-128.0
,-128.0
-inf,-24.81082
,9.27282
inf,-8.896779999999996
12907.905797500887,-21.874240000000004
-15203.136994738015,-1.2209399999999992
,-128.0
-447.8309297238215,2.262699999999998
-inf,-3.9001400000000026
-1731.1404211859162,-125.39642999999997
inf,24.20052
,-30.18791999999998
inf,-4.068780000000002
-1080.0309859739687,-17.361760000000007
,-101.46680000000003
-401.2422989711746,-109.46250000000006
-inf,0.6340999999999981
7954.148213375127,-10.249980000000003
-inf,-3.728439999999997
,2.509199999999997
inf,-11.122759999999998
-962680.2543505565,-8.311299999999996
-243.03769285694347,-20.451000000000004
-4432.973898547477,-13.693499999999991
-inf,-15.204800000000013
-6511.830532006779,7.8397199999999945
,-30.76183999999999
inf,-10.605620000000007
,-85.0
-inf,-25.478919999999988
-2529.5775557691654,-16.00005999999999
-inf,3.322140000000002
,-77.0
-5168.943286748736,-14.371119999999992
405.50902684836234,-0.8190600000000019
-9077058.323713621,-14.166779999999997
-inf,8.217119999999996
-542.4282020324753,-15.852159999999987
-1206.4415239630205,-11.024159999999993
,-9.046720000000011
inf,-3.121200000000002
,-128.0
,34.0
-inf,-2.6445199999999973
,-34.0
,-34.41106000000001
-inf,-8.065820000000004
-inf,-2.1766799999999993
-32769.08782799659,-0.9302400000000017
989.6244879613433,-24.028140000000004
,-85.0
,-34.0
-23901.754947338115,-3.537019999999999
,-85.0
82460.55568285058,-18.494979999999998
,-5.593339999999999
-7920.010423068333,-16.16121999999999
-64221.83641380439,-3.035860000000002
,-31.341199999999965
inf,-0.15843999999999991
95.42460263232132,-64.55035999999993
-126284081.67257614,-0.06323999999999907
,15.454699999999992
,-76.9375
-inf,-10.183679999999999
,-33.04085999999998
,-4.636239999999995
,-34.0
,-21.636239999999997
,34.0
inf,-13.183840000000002
,-99.0
-66236016.05355514,2.4099200000000005
,-128.0
-349.6262460545522,-98.66651999999999
-34.17172654867196,-91.47896000000001
-1807.0628320916933,-3.307520000000001
-2862.761586031872,-7.290959999999999
