member_0,member_1
-0.6583460535615792,-0.00712
-1.1847776529908867,0.58842
-0.8004354619001168,0.27153
-1.2434553426438137,-1.9351599999999998
0.0001212999461424731,-2.8797900000000003
8.547160000000001e-05,-0.02282
-2.1055712163010716,0.07111
,-2.0
-0.6946630904,0.00551
-1.028536060977547,0.67577
-0.8251217779060669,0.46899
-0.7887011066269847,-0.09091
,-3.0
-0.9975778600670577,0.04719
-0.8179057801821562,-0.8209
-0.8034778380646107,0.78497
2.5334440479135014,-2.53354
2.285539078197687,0.36965
-2.7578303056527225,0.77092
-0.78728,-0.12527
-1.92536,1.0
-0.48302828517457214,-0.03103
-0.9617048124576343,-0.00224
,-3.0
-2.619051111137037,0.02534
-0.9022943275171799,-0.02381
0.0,-2.0
-3.4892491427,0.0
-1.0,-3.0
-0.9785022642545937,0.10188
0.0,-3.0
-1.3737035992708915,-0.43418
0.0,-2.48276
-0.8267038394034838,-0.02034
-1.1275674313515969,-0.11102
-1.8850798634963,0.0
0.06754456198240166,-3.0
-1.4194887101293387,-0.39489
-1.157125108,-0.12738
0.0,-3.0
-0.9814584766303225,-0.01436
-0.8217063873034354,0.93945
,-3.0
-5.848795354812766,0.83156
0.0,-3.0
-1.5808507593824492,-0.05202
-1.5546506397103386,-0.47265
-0.4259784212372677,-2.97153
-1.0694808999491232,-0.07458
-0.8246936158374816,0.08172
0.0,-3.0
-2.21032911847433,0.11765
-1.0595088796996301,0.42739
-0.89181,-3.25878
-0.8554212541114306,0.06391
,-4.0
-1.9229561687734626,0.0
-0.9591073534428882,0.52517
-0.9771877162584858,0.0432
8.527791119879742,0.53215
-1.6279599999999999,-5.0
-1.1858947402899158,-0.01033
4.844709548954897,0.33636
-0.7815200000000001,0.06723
-1.5761231858549707,0.58511
-0.9869709904070081,0.40552
-1.0363408405031898,-0.01767
,-4.0
3.5866766666666665,0.48981
-0.8930913189910885,0.0784
-1.0098332324771508,-0.06861
-0.9199687639361431,0.04688
2.848633859577772,-1.3002500000000001
-1.3011179261106718,0.78766
-1.0833362500437507,-0.04762
-1.03393,-3.17143
-2.0072022333322703,0.21909
-0.7807300306902936,-0.44945
-1.856250793629461,0.50949
-1.182836942167224,-0.06142
-1.112709515055895,-0.06714
-1.326911513692959,-0.21695
-0.9577526786944494,0.83397
0.0,-3.0
-1.6613684386818706,-0.49639
-0.8083697116956565,0.37639
0.0,-1.25
-1.0481142857142858,-2.42
0.7362106434958535,-1.25372
-1.025341624,-0.01271
-0.7598678878333334,0.86029
-1.9339561191380013,0.19409
,-3.0
-0.7701719369203223,0.00827
0.013556113942827698,-0.31997
0.5454811563681556,0.30729
-0.9957361021487618,0.5364
-0.9762844236257897,0.03552
0.0,0.05702
-1.0379025660534464,0.03251
-0.8741998774445693,0.48816
1.0,-3.9706799999999998
-0.9252423039386221,-0.06124
-1.1435790688484593,0.52284
,-4.0
-1.10108,-0.01731
-1.0933504257675166,-0.04719
-0.822944684877821,-0.10598
0.41068409113830806,-3.7359400000000003
,-3.0
-0.6070333333333333,0.54991
0.0,-3.0
-1.4247429310202175,0.04783
-1.201102008884593,-0.16795
-0.7625136698702913,0.77681
,-3.0
-0.8231029688914843,0.31217
0.0,0.0
-1.0059026255213483,-0.00709
-0.9042547969648849,-0.48907
-1.2456627461339271,-0.07287
-2.28561174497273,0.0
0.0,-0.84848
-2.3031996264597865,0.83614
,-3.0
-1.422659990948847,-0.37965
0.0,-2.0
-0.8781358381908467,-2.9741299999999997
-2.1873747608324123,-0.12581
-0.8444511568463469,0.24288
0.8988817533953929,0.33987
2.0,-5.0
-1.2870101563346488,0.62078
-1.0950612894985101,-0.13962
-0.7629601943274581,0.89335
-1.3294068615867285,0.5156
-0.9957816517271588,0.00585
-0.29468208845258237,-3.23005
-0.8709815948083576,0.93778
,-2.64744
-0.5585068953918566,0.07547
-0.4045648782380906,-4.3267500000000005
-0.2657243232,0.55102
-3.322047984376606,0.36946
-1.7901630174110035,0.33652
-1.1446049382205938,0.08436
-3.4447107780981776,-2.77089
-1.5050001990201902,0.75
0.0,-5.0
-0.7787685049999999,0.04878
0.0,-3.0
1.0,-4.0
-1.0400284080678215,-4.07547
-0.9013193519,0.01064
-1.254395134559,-0.31463
1.0,-3.4875
-1.2912884864769445,0.56502
-0.917352028648759,0.14644
-1.0736137417634657,-0.40668
-1.0766757903086392,0.50082
-1.605440190504922,0.10768
-0.001385583747733496,0.0
-1.3212571226028456,-0.1917
0.0011316424148246347,-2.9441300000000004
-1.2154037100591109,-0.1608
-0.830450173,0.14706
0.0,-0.0184
-0.7608509252565481,0.12252
-0.4754870862999999,0.38643
-0.64706,0.11765
-1.0,-3.0
-1.228522401954469,-0.24719
-1.36364,-0.27273
0.0,-4.0
-0.25178,0.59113
-1.0844639752,-0.03096
0.0,-2.73292
-1.153123369521312,0.04731
-1.2204401085552326,-1.8701499999999998
-0.9862778567299101,0.08649
-0.918197575124665,0.02908
-1.0626676345911408,0.03027
-0.6409040184654606,0.15152
-1.32317540723883,-0.50764
-2.0,1.0
-0.9529384755548261,-0.08447
-40.047084217855556,0.81795
-1.2900696999909074,-0.13725
,-3.0
0.0,-2.14612
-0.6374654343805815,0.18227
-0.84197,-3.3955100000000003
,-3.0
-1.26573,-0.40559
-2.0,-3.0
-0.9948553365623741,-0.11948
-1.0,-5.0
-0.07143517992481666,-2.82417
1.88683,-3.0
-2.6370101379565836,-3.10342
-1.002932231641989,0.03073
-0.8757979016508642,0.02912
-1.1088848749438798,-0.00469
-2.017724998089544,0.74676
-1.803403769920964,0.16731
0.0,1.0
-0.5566193991500028,0.85671
-7.407048956741579,0.25786
-1.005996455847326,-0.03064
-0.9277128160905295,0.02966
-0.8745568897610659,0.08235
-1.0,-3.87111
2.0,-1.0
-1.0160996701432732,0.00994
0.01037527404246986,0.0916
-0.8025208958868975,0.72328
-1.012316275490177,0.0506
-1.060788686515199,-0.08443
,-4.0
-1.8102,-0.86402
-0.9739953193914097,-0.01584
-inf,-3.0
-0.9807831314938257,0.00744
-0.9984057476966094,-0.00351
-0.8223118595,0.04545
-0.23063074379999998,-3.01894
-0.9672512985376482,0.10346
-1.35519,-0.26161
-1.203381746042857,0.10417
0.0,-2.0
0.0,-3.0
-0.5536653551670028,0.83312
-0.89285,0.125
0.007342034965445479,-3.85657
,-2.0
-0.5721000925999999,0.20328
-1.0083864179765012,0.05489
,-4.0
-1.3607211896391604,-0.16186
,-3.0
-3.451911360851846e-07,-2.00048
0.03342130489956385,0.87493
-2.993398872940398,0.76161
,-4.0
-0.3095756128578922,-2.4413400000000003
