member_0,member_1,member_2,member_3,member_4
0,3,8,7,6
0,9,8,7,6
0,9,8,7,7
6,0,4,9,7
0,9,8,7,7
7,9,8,7,7
7,7,8,7,7
0,6,8,7,7
0,7,8,7,7
0,0,8,7,7
7,9,8,7,7
6,9,8,7,6
0,9,8,7,7
0,9,2,0,6
0,9,8,7,6
0,6,8,7,7
0,9,8,7,6
0,9,2,0,6
0,9,2,0,6
7,9,8,7,7
0,9,8,7,7
0,7,2,0,6
0,0,4,9,6
0,9,8,7,6
0,6,2,0,6
0,9,8,7,6
6,9,8,7,6
0,9,8,7,7
0,0,4,9,6
0,9,2,0,6
0,9,8,7,6
0,9,8,7,7
6,9,8,7,6
6,0,4,6,6
6,0,4,7,6
7,9,8,7,7
0,9,8,7,6
0,8,2,0,6
7,9,8,7,6
0,0,8,7,7
6,0,4,8,6
0,9,8,7,6
0,0,8,7,7
0,6,2,0,6
0,0,8,7,7
0,9,2,0,6
0,0,8,7,7
6,9,8,7,6
0,9,8,7,6
0,0,4,9,6
6,0,4,9,6
0,9,8,7,7
0,9,8,7,7
0,9,8,7,7
7,9,8,7,6
7,0,8,7,7
0,0,8,7,7
7,9,8,7,7
6,0,4,5,7
0,5,8,7,7
0,9,2,0,6
7,9,8,7,7
0,9,8,7,6
0,4,2,0,6
0,0,4,9,6
6,0,4,9,6
7,9,8,7,7
6,9,8,7,6
0,9,8,7,7
0,9,8,7,7
0,0,2,0,6
0,9,8,7,7
6,0,4,9,7
0,0,4,9,6
0,9,8,7,7
6,0,4,8,6
0,0,4,9,6
0,9,8,7,7
6,0,4,5,6
7,9,8,7,6
0,9,8,7,7
6,0,4,9,7
7,9,8,7,7
6,0,4,4,6
0,6,2,0,6
0,0,8,7,7
6,9,8,7,6
6,0,4,3,6
7,9,8,7,7
0,9,8,7,6
0,9,2,0,6
6,0,4,9,6
6,0,4,9,6
6,9,8,7,6
0,9,2,0,6
0,9,2,0,6
0,0,8,7,7
0,9,2,0,6
0,0,8,7,7
0,9,2,0,6
0,9,2,0,6
6,0,4,4,6
0,9,8,7,6
0,0,8,7,7
7,0,8,7,7
0,4,2,0,6
0,4,2,0,6
6,9,8,7,6
0,9,8,7,6
6,0,4,3,6
0,0,4,9,6
0,6,2,0,6
0,9,8,7,6
7,0,8,7,7
0,0,8,7,7
6,0,4,9,6
0,4,2,0,6
0,4,2,0,6
6,0,4,3,6
0,9,2,0,6
0,9,8,7,7
0,9,8,7,7
6,9,8,7,6
0,0,8,7,7
0,9,8,7,7
0,9,8,7,7
6,0,4,7,6
0,9,2,0,6
