member_0,member_1,member_2,member_3,member_4
0,6,5,3,0
1,6,4,3,1
1,6,4,4,1
1,6,5,3,1
0,6,4,0,3
0,6,4,0,0
6,6,5,5,0
0,6,4,0,0
1,6,5,3,1
0,6,4,0,0
0,6,4,0,0
1,6,4,7,1
0,6,4,0,0
0,6,5,0,0
1,6,4,3,1
1,6,5,3,1
0,6,4,0,0
1,6,4,3,1
0,6,4,6,1
0,6,4,5,0
0,6,4,0,0
0,6,4,0,0
0,6,5,0,3
1,6,5,7,1
6,6,5,0,1
1,6,5,4,1
0,6,4,3,0
0,6,4,3,0
4,6,5,4,1
6,6,5,3,0
0,6,4,0,0
0,6,4,0,0
0,6,4,3,0
0,6,5,3,0
1,6,5,4,1
6,6,4,3,0
5,6,4,4,1
1,6,5,3,1
0,6,4,0,0
0,6,5,5,0
0,6,5,0,3
0,6,4,0,0
0,6,5,0,0
0,6,4,3,0
1,6,4,3,1
4,6,4,4,1
1,6,5,7,1
0,6,5,3,0
0,6,5,5,0
0,6,4,0,0
1,6,4,4,1
6,6,5,5,0
0,6,4,0,0
5,6,4,4,1
1,6,5,3,1
0,6,4,0,0
0,6,4,0,0
1,6,4,3,1
4,6,4,4,1
0,6,4,0,0
0,6,4,0,0
6,6,5,6,1
1,6,5,3,1
0,6,5,3,0
1,6,4,3,1
1,6,4,3,1
0,6,5,5,0
1,6,5,4,1
4,6,5,4,1
5,6,5,0,1
5,6,5,0,1
6,6,5,5,0
0,6,5,5,0
1,6,5,4,1
6,6,5,5,0
0,6,4,0,0
1,6,4,3,1
4,6,4,4,1
0,6,5,3,0
0,6,4,3,0
0,6,4,0,0
1,6,4,3,1
0,6,4,5,0
0,6,4,0,0
0,6,5,0,0
1,6,4,3,1
0,6,4,3,0
1,6,5,3,1
6,6,4,6,1
1,6,4,7,1
0,6,4,0,0
0,6,4,0,0
0,6,4,3,0
6,6,5,0,0
0,6,4,0,0
5,6,5,3,0
0,6,4,0,0
0,6,4,0,3
1,6,4,3,1
0,6,4,0,0
0,6,4,0,0
0,6,4,0,0
0,6,5,3,0
0,6,4,0,0
0,6,4,0,0
1,6,4,0,1
4,6,4,4,1
6,6,5,5,0
1,6,4,4,1
4,6,4,4,1
0,6,4,0,0
0,6,5,3,0
1,6,5,3,1
0,6,4,0,0
0,6,4,0,0
0,6,4,0,0
0,6,5,0,0
0,6,4,0,0
0,6,4,0,0
0,6,4,0,0
1,6,4,4,1
1,6,4,3,1
0,6,4,0,0
0,6,4,0,0
1,6,4,4,1
0,6,5,3,0
0,6,4,0,0
6,6,5,6,0
0,6,4,0,0
1,6,4,4,1
0,6,4,0,0
0,6,4,0,0
1,6,4,4,1
0,6,4,0,0
0,6,4,0,0
4,6,4,4,1
1,6,4,3,1
0,6,4,3,0
6,6,5,5,0
0,6,4,0,0
0,6,4,0,0
0,6,4,0,0
4,6,4,4,1
1,6,4,4,1
6,6,5,5,0
0,6,5,0,1
0,6,5,0,3
4,6,4,4,1
0,6,4,0,0
1,6,4,7,1
6,6,5,3,0
6,6,5,5,0
0,6,4,0,0
0,6,4,0,0
5,6,4,6,1
0,6,4,0,0
1,6,4,3,1
0,6,5,3,0
0,6,5,3,0
5,6,4,4,1
1,6,4,3,1
1,6,4,4,1
1,6,5,4,1
0,6,4,3,0
0,6,4,0,0
0,6,5,5,0
0,6,5,3,3
0,6,4,0,0
4,6,5,4,0
1,6,5,4,0
1,6,4,3,1
0,6,4,0,0
0,6,4,0,0
6,6,5,3,0
0,6,4,0,0
1,6,4,4,1
0,6,5,0,3
5,6,4,4,1
6,6,5,5,0
0,6,4,0,0
1,6,5,3,1
0,6,4,0,3
0,6,5,3,0
1,6,4,4,1
0,6,4,0,0
0,6,5,3,0
0,6,5,0,3
0,6,4,0,0
0,6,4,0,0
1,6,5,4,1
1,6,4,3,1
0,6,4,0,0
1,6,4,4,1
0,6,4,0,0
0,6,4,0,0
0,6,5,5,0
0,6,4,0,0
1,6,5,3,1
0,6,4,0,0
0,6,4,0,0
6,6,5,3,0
0,6,5,3,0
0,6,4,0,0
4,6,4,4,1
0,6,4,0,3
0,6,4,0,0
0,6,4,0,0
0,6,5,0,0
1,6,5,3,1
0,6,4,3,0
1,6,4,3,1
1,6,4,3,1
0,6,4,3,1
0,6,4,0,0
0,6,5,3,0
0,6,4,0,0
1,6,5,4,1
0,6,4,0,0
0,6,5,5,0
0,6,4,0,0
0,6,4,0,0
0,6,5,5,0
0,6,4,0,0
1,6,4,3,1
1,6,4,3,1
0,6,5,0,0
1,6,4,3,1
0,6,4,0,0
0,6,4,0,0
1,6,4,3,1
6,6,5,5,0
1,6,4,3,1
4,6,4,4,1
5,6,5,3,0
5,6,5,0,1
