member_0,member_1,member_2,member_3,member_4
0,0,0,0,0
1,1,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,5
0,0,0,0,0
0,0,0,0,0
1,1,1,1,5
1,0,0,0,0
1,2,1,1,1
3,1,2,1,1
0,0,0,0,0
0,0,0,0,0
1,0,0,0,5
0,1,0,0,0
1,1,1,1,1
0,0,0,0,0
0,0,0,0,5
0,0,0,0,5
1,1,1,1,1
0,1,1,1,5
0,0,0,0,0
1,1,1,1,1
1,0,0,0,0
1,1,1,1,1
0,0,0,0,0
1,0,0,0,5
0,0,0,0,0
1,0,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
1,0,1,1,5
1,1,1,1,1
0,0,0,0,0
0,0,0,0,5
0,1,1,1,5
0,0,0,0,0
1,1,1,1,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,5
0,0,0,0,0
0,0,0,0,0
2,1,1,1,1
0,0,0,0,0
0,0,0,0,5
1,1,1,1,5
1,1,1,1,1
0,0,0,0,5
0,0,0,0,0
1,0,1,1,1
0,0,0,0,0
1,1,1,1,1
0,0,0,0,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,5
0,0,0,0,0
0,0,0,0,0
1,1,1,1,1
1,1,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,5
0,0,0,0,0
1,1,1,1,1
0,1,1,1,5
0,0,0,0,0
1,1,1,1,1
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,1,1
0,0,0,0,0
1,2,1,1,1
1,1,1,1,1
0,0,0,0,0
0,0,0,0,5
1,0,0,0,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,1,1
2,1,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,5
1,1,1,1,1
0,0,0,0,0
1,1,1,1,1
0,0,0,0,0
1,1,1,1,1
1,1,1,1,1
0,2,1,1,5
0,0,0,0,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,1,1,5
1,2,1,1,1
0,1,1,1,1
1,1,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,1,1
1,1,1,1,1
0,0,0,0,0
0,0,0,0,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,5
0,0,0,0,0
1,1,1,1,1
0,1,0,0,0
0,0,0,0,5
0,0,0,0,0
1,1,1,1,0
2,2,1,2,5
1,1,1,1,5
0,0,0,0,0
3,0,1,1,5
0,0,0,0,0
0,0,0,0,0
1,1,1,1,1
1,1,1,1,5
0,0,0,0,5
0,0,0,0,0
0,0,0,0,0
0,1,1,1,5
0,0,1,1,5
0,0,0,0,5
1,1,1,1,1
1,2,1,1,1
0,2,1,1,5
1,1,1,1,5
0,0,0,0,0
2,1,1,1,1
0,0,0,0,0
0,2,1,1,1
1,1,1,1,1
0,0,0,0,5
0,0,0,0,0
1,1,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,5
3,0,1,0,5
1,1,1,1,1
0,0,0,0,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,1,1
0,2,1,1,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,2,1,1,5
0,0,0,0,0
1,1,1,1,1
0,0,0,0,0
1,1,1,1,1
0,0,0,0,0
3,0,1,0,5
0,0,0,0,0
1,1,1,1,1
1,0,0,0,5
0,0,0,0,0
1,0,0,0,5
0,0,0,0,5
0,1,0,0,5
0,0,1,1,0
1,1,1,1,1
4,0,1,0,5
0,0,0,0,0
1,1,1,1,1
1,1,1,1,1
0,0,0,0,0
1,0,0,0,0
0,1,1,1,5
0,0,1,1,5
0,0,0,0,0
1,1,1,1,1
0,0,0,0,5
1,0,0,0,5
2,1,1,1,5
1,0,1,1,1
0,0,0,0,0
0,0,0,0,5
1,1,1,1,5
1,0,0,0,5
1,1,1,1,1
0,0,0,0,5
1,1,1,1,1
1,1,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,5
0,0,0,0,0
1,1,1,1,1
1,1,1,1,1
0,0,0,0,0
1,0,0,0,0
3,0,1,1,5
0,0,0,0,0
1,1,1,1,1
0,1,0,0,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,5
0,1,0,0,5
1,1,1,1,1
3,0,1,1,1
0,1,1,1,5
1,1,1,1,5
0,0,0,0,0
0,0,0,0,5
0,0,0,0,0
