member_0,member_1,member_2,member_3,member_4
7,9,7,0,0
7,9,7,2,9
7,9,7,0,0
7,9,8,5,2
7,0,7,0,7
7,9,7,1,0
7,9,7,1,4
7,9,7,3,9
7,9,7,0,0
7,0,7,0,1
7,0,7,0,9
7,9,7,1,0
7,9,7,5,3
7,9,8,5,0
7,9,7,2,2
7,0,7,0,9
7,9,7,0,9
7,0,7,0,0
7,9,7,0,9
7,9,7,0,1
7,9,7,3,0
7,9,7,0,3
7,0,8,2,9
7,0,7,2,0
7,0,7,0,0
7,0,7,0,9
7,0,7,5,3
7,9,7,0,9
7,9,7,2,1
7,9,7,2,9
7,9,8,4,9
7,9,7,4,9
7,9,7,0,4
7,0,7,0,9
7,9,7,0,0
7,9,7,0,0
6,3,6,5,0
7,9,7,1,7
7,0,7,0,0
7,9,7,2,9
7,0,7,1,0
7,1,7,5,0
7,0,7,3,6
6,4,6,5,0
7,9,7,0,2
7,0,8,3,4
7,9,8,4,4
7,9,7,0,3
7,0,7,2,0
7,9,7,0,9
7,9,7,4,0
7,9,6,5,3
6,7,6,5,0
7,1,7,5,0
6,2,7,5,0
7,9,7,1,9
7,0,7,5,0
7,9,7,0,0
7,0,7,2,0
7,0,7,0,2
7,9,8,6,7
7,0,7,2,2
7,9,7,0,0
7,9,7,0,0
7,9,7,2,9
7,0,7,0,0
6,3,7,5,0
7,0,7,0,0
7,9,7,0,9
7,9,7,0,9
7,0,7,5,2
7,0,7,0,0
7,9,7,0,9
6,4,6,5,0
7,0,7,0,2
7,9,7,1,9
7,0,7,0,6
7,9,7,0,0
7,0,7,5,0
7,0,7,0,0
7,9,7,0,9
7,9,7,0,7
7,0,7,3,0
6,9,6,5,0
6,3,7,5,0
7,9,7,0,0
7,9,7,0,9
7,9,7,0,5
7,0,7,0,1
7,0,7,0,4
7,9,7,0,9
7,9,7,1,0
7,0,7,0,2
6,9,6,5,2
7,0,7,0,4
7,9,7,0,7
7,9,7,1,9
7,2,6,5,0
6,4,6,5,0
7,0,6,0,0
7,0,6,0,0
8,9,7,2,9
7,0,7,2,0
7,3,7,5,0
7,0,7,1,0
7,9,6,0,9
7,9,8,4,0
7,2,7,5,0
7,0,7,1,9
6,0,6,0,7
6,0,5,1,0
7,9,7,0,0
7,9,7,0,7
6,4,6,5,0
7,9,7,0,0
7,5,7,0,9
7,9,7,1,0
7,0,7,3,0
7,9,7,0,4
7,0,7,5,0
7,9,7,0,2
7,9,7,2,0
7,0,7,5,0
7,1,7,5,0
7,0,7,0,9
7,0,7,5,0
7,7,7,0,0
7,0,7,5,0
7,9,7,0,9
