member_0,member_1,member_2,member_3,member_4
1,2,1,4,0
0,7,5,4,0
0,0,5,4,0
1,2,1,4,7
1,7,1,4,7
4,2,1,4,5
1,7,1,4,0
4,7,5,5,6
0,7,5,4,0
0,2,5,4,0
0,7,5,4,0
0,2,5,4,0
1,7,1,4,0
3,2,1,4,5
7,2,2,4,4
1,7,1,4,0
0,7,5,4,0
0,7,5,4,0
0,1,5,4,0
0,7,5,4,0
1,2,1,4,7
0,7,5,4,0
2,3,1,4,7
7,7,5,5,5
0,7,5,4,0
0,7,5,4,0
0,7,5,4,0
0,2,5,4,0
3,2,1,4,5
1,7,1,4,5
1,7,1,4,5
0,7,5,4,0
2,3,1,5,5
7,2,1,4,4
0,7,5,4,0
1,3,1,4,7
0,2,5,4,0
1,3,1,5,6
0,2,5,4,7
0,7,5,4,0
0,1,5,5,7
2,3,1,5,6
1,7,1,4,0
1,7,1,4,5
0,7,5,4,0
0,7,5,4,0
0,7,5,4,0
1,2,1,4,0
2,3,1,5,5
3,2,5,4,7
1,7,1,4,7
1,3,1,5,5
2,5,1,4,0
0,0,5,4,0
1,7,1,4,6
0,1,5,4,0
1,6,1,4,0
0,7,5,4,0
3,7,5,5,6
0,2,5,4,0
4,2,1,4,5
1,7,1,4,7
0,7,5,4,0
1,2,5,5,7
1,7,1,4,6
1,7,1,4,7
2,1,5,5,6
0,0,5,4,0
5,2,1,4,4
2,1,5,5,6
0,7,5,4,0
0,2,5,5,7
0,0,5,4,0
7,7,5,5,6
0,7,5,4,0
1,7,1,4,5
1,7,1,4,0
0,3,1,5,5
3,2,1,4,6
1,7,1,4,6
2,3,1,5,5
4,2,1,4,5
1,2,1,4,6
1,7,1,4,7
0,7,5,4,0
0,7,5,4,0
1,2,5,5,7
0,7,5,4,0
1,7,1,4,6
0,7,5,4,0
0,7,5,4,0
0,7,5,4,0
6,7,5,5,5
2,7,1,4,5
0,1,5,5,7
1,7,1,4,0
0,7,5,4,0
0,7,5,4,0
0,7,5,4,0
0,0,5,4,0
0,7,5,4,0
1,2,1,4,7
0,7,5,4,0
0,7,5,4,0
2,7,1,4,5
0,7,5,4,0
0,7,5,4,0
1,7,1,4,5
0,7,5,4,0
0,7,5,4,0
0,2,5,4,0
6,2,1,4,5
2,3,1,5,4
7,2,2,4,4
1,7,1,4,5
0,1,5,5,7
0,7,5,4,0
4,2,1,4,4
0,7,5,4,0
6,2,1,4,4
0,2,5,4,0
3,7,5,5,5
0,2,5,4,0
0,3,1,5,5
4,2,1,4,5
1,7,1,4,5
1,7,1,4,5
0,7,5,4,0
2,2,1,4,7
0,7,5,4,0
0,7,5,4,0
2,3,1,5,5
1,1,5,5,7
1,7,1,4,5
0,7,5,4,0
0,2,5,4,0
2,3,1,5,6
1,3,1,4,7
0,7,5,4,0
0,2,5,4,0
0,7,5,4,0
2,3,1,4,6
1,2,5,5,7
5,2,1,4,4
0,0,5,4,0
3,2,1,4,5
0,0,5,4,0
0,1,5,5,7
0,7,5,4,0
1,2,1,4,7
7,7,5,5,7
1,2,5,5,7
0,7,5,4,0
4,2,1,4,4
0,7,5,4,0
1,7,1,4,5
0,3,1,5,5
0,7,5,4,0
5,2,1,4,4
0,7,5,4,0
0,2,5,5,7
0,7,5,4,0
7,7,5,5,5
0,3,1,5,7
1,7,1,4,5
0,2,5,4,7
0,7,5,4,0
1,7,1,4,5
1,3,1,5,5
0,2,5,4,7
0,2,5,4,0
0,0,5,4,0
0,1,5,5,7
1,7,1,4,7
3,2,1,4,5
2,2,5,5,7
0,7,5,4,0
1,2,1,4,7
0,1,5,5,7
1,1,5,5,6
1,7,1,4,7
0,2,5,4,0
0,1,5,5,7
0,7,5,4,0
2,2,1,4,6
0,2,5,4,0
0,7,5,4,0
0,7,5,4,0
0,7,5,4,0
0,2,5,4,7
5,7,5,5,5
1,7,1,4,7
3,2,1,4,5
2,7,2,4,5
0,7,5,4,0
1,7,1,4,6
1,7,1,4,6
2,2,1,4,6
0,7,5,4,0
1,1,5,5,7
1,7,1,4,7
0,7,5,4,0
1,2,1,4,7
1,7,1,4,6
0,7,5,4,0
0,7,5,4,0
2,0,1,4,0
0,7,5,4,0
0,0,5,4,0
0,1,5,4,0
7,7,5,5,6
1,3,1,5,6
1,3,1,5,7
1,7,1,4,5
0,7,5,4,0
0,7,5,4,0
0,7,5,4,0
1,7,1,4,7
0,7,5,4,0
0,2,5,4,0
1,7,1,4,6
2,2,5,5,7
0,0,5,4,0
1,7,1,4,6
2,3,1,5,5
0,7,5,4,0
0,7,5,4,0
0,2,5,4,0
0,7,5,4,0
1,7,1,4,5
0,1,5,4,0
0,2,5,4,0
1,7,1,4,6
0,7,5,4,0
0,3,1,5,5
