member_0,member_1,member_2,member_3,member_4
0,5,4,0,3
0,5,4,7,3
0,6,5,0,3
0,6,5,0,3
7,5,5,0,7
0,5,5,0,3
0,6,5,0,3
3,1,1,0,3
0,5,5,0,6
0,5,4,7,3
7,1,1,7,1
7,2,0,7,0
0,6,5,0,3
0,6,5,0,3
7,1,1,7,0
0,6,5,0,3
0,5,5,0,3
0,5,5,0,3
0,5,4,7,4
1,5,5,0,4
0,5,5,0,4
0,6,5,0,3
4,1,1,2,4
0,5,5,0,3
0,6,5,0,3
3,1,1,0,3
0,5,4,0,3
0,2,2,2,0
7,5,5,0,4
7,5,5,0,7
7,5,5,0,4
0,6,5,0,3
7,2,0,7,7
0,5,5,0,3
7,2,0,7,7
0,5,5,0,4
7,1,1,5,2
0,6,5,0,3
0,6,5,0,3
0,6,5,0,3
3,1,1,1,4
7,2,0,7,7
0,5,5,0,3
7,5,5,0,7
1,1,1,0,3
0,0,2,0,3
0,5,4,0,3
0,6,5,0,3
0,5,5,0,3
7,5,5,0,7
1,1,1,0,3
0,5,4,0,3
0,6,5,0,3
7,2,0,7,0
7,5,5,0,5
0,5,5,0,3
0,5,5,0,3
7,5,5,0,5
0,6,5,0,3
7,2,0,7,7
0,5,5,0,3
0,6,5,0,3
0,5,5,0,3
0,6,5,0,3
7,1,1,7,3
0,5,4,7,3
7,5,5,0,7
7,1,1,7,2
2,1,2,1,4
1,1,1,0,3
0,5,5,0,3
2,1,2,1,4
0,6,5,0,3
1,1,2,1,4
7,5,5,0,4
7,1,1,7,1
7,6,5,0,4
0,6,5,0,3
7,1,1,7,0
0,6,5,0,3
7,1,0,7,7
0,6,5,0,3
0,5,5,0,3
0,5,5,0,5
7,5,5,0,6
7,2,0,7,7
7,2,1,7,1
2,1,1,1,4
4,1,2,4,3
0,6,5,0,3
4,1,1,1,3
2,1,1,0,3
0,6,5,0,3
2,1,1,1,4
7,1,1,7,2
0,5,4,0,3
7,2,0,7,7
7,5,5,0,5
0,5,5,0,3
0,5,5,0,4
1,1,2,1,4
0,5,5,0,3
6,1,1,1,3
7,1,1,7,3
7,5,5,0,6
0,6,5,0,3
7,5,5,0,7
0,6,5,0,3
0,6,5,0,3
1,1,1,0,3
0,2,2,4,3
7,2,0,7,7
7,2,0,7,7
2,1,1,0,3
0,5,5,0,3
7,5,5,0,6
0,1,2,1,2
7,1,1,7,3
0,6,5,0,4
0,6,5,0,3
0,5,5,0,3
0,6,5,0,3
7,2,0,7,7
1,1,2,0,3
7,2,0,7,7
7,2,0,7,7
0,5,4,0,3
0,5,5,0,3
0,5,5,0,3
2,1,2,1,4
0,5,5,0,3
7,1,1,7,1
7,1,1,7,2
0,5,5,0,3
0,6,5,0,3
7,5,5,0,7
7,1,1,6,2
2,1,1,0,3
0,6,5,0,3
7,1,1,7,1
7,1,1,7,3
7,2,0,7,7
1,1,1,0,3
7,1,1,6,3
7,5,5,0,6
0,6,5,0,3
0,6,5,0,3
0,6,5,0,3
7,5,5,0,7
0,6,5,0,7
6,1,1,4,2
0,6,5,0,3
7,5,5,0,5
0,5,4,0,3
7,5,5,0,4
0,2,2,7,6
1,1,2,1,4
7,5,5,0,7
7,5,5,0,5
3,1,1,0,3
0,2,4,7,7
0,6,5,0,3
0,5,5,0,3
7,2,0,7,7
7,5,5,0,4
3,1,1,1,4
7,5,5,0,4
7,2,0,7,7
7,2,0,7,7
7,1,1,7,1
2,1,2,1,4
1,1,2,0,4
7,1,1,7,0
7,2,0,7,7
1,1,1,0,3
1,1,2,0,3
0,6,5,0,3
0,5,5,0,3
0,5,4,0,3
7,1,1,7,2
0,6,5,0,3
0,1,2,0,4
0,6,5,0,3
0,5,5,0,3
0,5,5,0,3
0,1,1,0,3
0,5,4,7,3
2,1,2,1,4
0,6,5,0,3
7,5,5,0,4
0,6,5,0,3
0,5,4,0,3
0,5,5,0,3
0,6,5,0,3
7,1,1,2,3
7,5,5,0,7
0,5,5,0,3
4,1,1,1,3
0,5,5,0,3
1,1,2,0,3
1,1,1,0,3
7,1,1,6,2
0,5,5,0,3
7,5,5,0,5
0,5,5,0,3
0,6,5,0,3
0,6,5,0,3
0,1,2,1,5
0,5,5,0,3
0,5,5,0,3
0,5,5,0,4
1,1,1,0,3
7,2,0,7,7
7,1,1,5,1
0,6,5,0,3
0,5,5,0,3
0,2,3,7,6
0,5,5,0,3
1,1,2,0,4
2,1,1,0,3
0,1,2,0,3
7,2,0,7,7
1,1,2,0,5
7,5,5,0,4
0,5,5,0,3
0,1,2,1,2
0,5,5,0,3
3,1,1,0,3
7,5,5,0,5
2,1,2,1,4
0,6,5,0,4
0,5,5,0,3
0,5,5,0,3
7,1,1,6,1
0,6,5,0,3
