member_0,member_1,member_2,member_3,member_4
7,7,3,7,1
1,3,4,7,1
0,3,5,0,1
1,3,4,7,1
1,0,2,5,2
0,3,7,0,1
0,3,6,0,1
0,3,6,0,1
0,3,4,0,1
0,3,4,0,1
0,3,5,0,1
1,3,4,7,1
1,3,4,6,1
7,7,3,7,1
1,3,4,7,1
1,7,1,7,1
0,3,5,0,1
0,3,7,0,1
0,2,5,0,0
0,3,0,0,1
1,7,1,5,1
1,7,1,6,1
7,7,3,7,1
0,3,7,0,1
2,7,1,7,1
0,3,7,0,1
7,7,3,7,1
7,0,3,0,1
0,3,4,0,1
0,0,2,0,1
2,7,1,6,1
1,3,4,6,1
1,3,4,6,1
1,7,1,6,1
7,7,3,0,1
0,3,7,0,1
0,3,5,0,1
0,3,7,0,1
0,7,3,7,1
0,3,7,0,1
0,3,7,0,1
0,7,5,0,1
0,7,3,7,1
1,3,0,0,1
0,3,4,0,1
0,7,0,0,1
1,3,4,4,1
1,3,4,7,1
0,3,5,0,1
0,3,6,0,1
1,7,1,6,1
1,0,1,6,1
0,7,7,7,1
0,3,6,0,1
1,3,4,6,1
1,3,4,7,1
7,7,3,0,1
0,0,2,0,1
1,3,4,7,1
1,3,4,7,1
0,7,0,0,1
0,3,6,0,1
1,3,0,0,1
0,3,5,0,1
0,3,6,0,1
0,3,7,0,1
1,3,4,5,1
0,3,5,0,1
2,3,4,5,1
1,4,4,5,2
0,3,6,0,1
1,3,4,5,1
7,7,3,7,1
2,7,1,6,1
0,7,5,4,1
0,3,5,0,1
0,3,6,0,1
1,3,4,6,1
1,3,0,0,1
2,7,1,6,1
1,3,4,7,1
0,0,0,0,1
1,1,1,6,1
1,3,4,6,1
1,3,7,0,1
1,3,4,6,1
0,3,5,0,1
0,7,3,7,1
7,7,3,7,1
0,3,5,0,1
0,7,3,7,1
0,3,0,0,1
0,3,7,0,1
0,3,0,0,1
0,7,5,5,1
0,7,3,7,1
1,3,4,7,1
0,3,5,0,1
1,7,1,6,1
0,3,5,0,1
1,3,4,0,1
7,7,3,7,1
1,3,4,0,1
1,3,4,6,1
7,7,2,7,1
1,3,4,7,1
0,3,7,0,1
1,3,4,6,1
0,7,7,0,1
1,3,4,7,1
0,3,5,0,1
0,7,4,7,1
1,3,4,6,1
1,3,4,6,1
7,7,3,7,1
0,7,3,7,1
1,3,4,6,1
0,0,2,0,1
0,3,4,0,1
1,0,2,5,1
0,7,1,0,1
0,2,5,0,0
1,3,4,7,1
0,3,5,0,1
1,3,4,7,1
0,2,5,0,0
1,3,4,5,1
1,3,0,0,1
7,7,3,7,1
0,3,5,0,1
0,3,7,0,1
1,3,4,6,1
7,7,3,7,1
1,3,4,7,1
0,2,5,0,0
0,3,5,0,1
0,2,5,0,0
0,2,5,0,0
0,3,7,0,1
0,3,4,7,1
0,7,0,0,1
0,7,3,7,1
0,7,3,7,1
1,3,4,7,1
2,7,1,7,1
0,7,7,0,1
0,7,4,7,1
0,7,1,0,1
0,3,5,0,1
0,7,1,0,1
0,7,3,7,1
1,3,4,6,1
0,7,3,7,1
0,7,0,0,1
0,7,4,7,1
0,3,0,0,1
1,3,4,7,1
1,3,4,6,1
0,3,5,0,1
0,7,0,7,0
1,3,7,0,1
0,2,5,0,0
0,7,3,7,1
0,3,6,0,1
0,3,5,0,1
7,7,3,6,1
0,3,5,0,1
0,7,3,7,1
0,3,7,0,1
0,3,5,0,1
1,2,7,0,0
1,3,4,6,1
0,7,4,7,1
0,7,7,3,1
1,3,4,5,1
0,2,7,0,0
1,3,4,2,1
7,7,3,7,1
0,3,5,0,1
1,7,1,6,1
6,7,2,7,1
0,7,7,7,1
1,7,1,5,2
0,7,1,7,1
0,7,0,0,1
0,3,7,0,1
1,7,1,6,1
0,7,0,7,1
0,3,5,0,1
7,7,3,7,1
1,3,4,6,1
1,3,4,0,1
0,7,0,1,1
3,7,1,7,1
4,7,1,7,1
1,3,4,7,1
0,7,3,7,0
7,7,3,7,1
7,7,3,7,1
0,7,3,7,1
0,2,5,0,0
0,4,0,0,1
0,3,5,0,1
1,3,4,7,1
1,3,4,7,1
1,3,4,6,1
1,3,4,7,1
0,3,5,0,1
1,3,4,6,1
1,3,4,7,1
1,3,4,6,1
0,3,7,0,1
0,3,5,0,1
0,7,3,7,1
1,3,4,7,1
1,0,2,6,1
0,7,0,7,1
0,7,3,7,1
0,1,0,0,1
0,3,7,0,1
7,7,3,7,1
1,0,1,6,1
1,3,4,7,1
7,7,3,7,1
1,3,4,7,1
0,3,7,0,1
0,3,7,0,1
1,7,1,6,1
1,3,4,6,1
1,3,4,7,1
0,2,5,0,0
1,3,4,0,1
0,3,4,0,1
7,7,3,7,1
0,3,5,0,1
