member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7
366.30518277032934,-1396.7410659349289,-2.71,-27.203750837666732,-104.90542713657075,-1.1215,-2.700572291613277,-117.50350539972499
-929.9045963128926,-131.93641967637322,-2.3499999999999996,-16.892353516048683,-319.3913468285685,-1.4400000000000004,-2.4867534466019414,-1.7136085423350793
-829.9860595851895,-8.321505877193626,-2.5600000000000005,-15.130988085930799,-91.2562804696571,-2.0745000000000005,-4.100989103065151,-115.11209799064135
247.82927595815244,-699.8045560823537,-2.6100000000000003,-22.663654489814625,-83.69510011081022,-1.3800000000000001,-3.019449463495818,-127.92807767749542
88.76225780574318,-120.95447455348565,-2.79,-19.878426715923858,-110.2673599897932,-1.6892,-4.384209234234234,-135.4437015810987
-56.339964672468476,-95.19010416839879,-2.92,-22.175373643930165,-196.91389942314896,-1.3918,-3.105614506285862,-107.99557907548883
-314.94308691010275,-183.8668694054232,-2.08,-20.360416922083196,-56.176700058599835,-1.574,-2.5648137081247593,-48.055845127876545
-316.9878331664255,-273.4386494546258,-2.28,-21.679815899841394,-159.63510301817624,-1.4565000000000001,-2.2468562704582644,-10.916525005799983
-555.3631213666607,-62.1885910654085,-2.38,-14.974502523709639,-18.654775149698285,-1.9655999999999998,-4.360336800196007,-162.07158901758513
-130.59012677104474,-31.740313766001222,-2.8600000000000003,-18.960459078409357,-151.41844020506653,-1.7955999999999999,-4.191010971943736,-127.21642627862873
30.824071474497813,-102.87263477115961,-2.83,-19.617520894888667,-185.391987201894,-1.84,-3.3514999650458654,-135.6812866742496
-426.13524230141957,-402.99770688894364,-2.2600000000000002,-23.137759192127998,-138.6905744403753,-1.1116000000000001,-2.1870286775719174,-12.073012756030183
-949.7956599981304,-470.6977343928624,-2.11,-29.51321994927209,-77.82077380530525,-0.030100000000000127,-2.044322049192452,-84.90499476165836
66.52251797169464,-660.1801988074685,-2.59,-23.253241844677337,-73.26112382543309,-1.0952000000000002,-2.9005321127324373,-116.12068471100022
-930.892407977585,-139.11337364347986,-2.07,-21.634096361964396,-258.05314058208876,-1.2151999999999998,-2.0992252471374724,5.284054283778389
-531.4747287620927,-191.73989019110385,-2.26,-18.255826184280032,-99.49397141426684,-1.4106,-2.6390477456940222,-11.678636717257715
-561.2467772459877,-35.56990120286995,-2.4,-14.8103060346347,-4.461502245252484,-2.1360000000000006,-5.3361610294123505,-166.96656673053866
152.5626711701996,-281.08942605822506,-2.83,-22.827112222247926,-182.26316860836315,-1.4792999999999998,-2.880904038513881,-119.62276448635963
-164.95874209826795,-646.9103769214163,-2.26,-24.208674129397306,-88.9881362668032,-1.2044000000000001,-2.2074903242955872,-26.26837809349838
-393.76339162297324,-687.9806290023961,-2.29,-31.127795685913558,-94.32671398244737,-0.4834000000000004,-1.9731876824395571,-94.35261031602981
220.68199400536201,-1874.436160346714,-2.7,-28.81079796535561,-136.7729601172208,-0.9081000000000001,-2.27438312808232,-105.34843128351912
-620.8068908797745,-18.052883702201807,-2.54,-15.879109656010051,-39.93810007680054,-2.0140000000000002,-5.125984983818771,-152.55825006295217
-983.7551654604723,32.591964438089754,-2.9299999999999997,-22.183009831243538,-184.0330849336922,-0.8723000000000002,-3.3995091974364158,-100.83900947477754
387.1460950671661,-521.6355023477503,-2.63,-21.879045268459613,-43.56457158518859,-1.5068,-4.433388117477067,-148.23956216248052
