member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7
-1.091925,-2.107862825788751,-1.77150370216594,-1.7172774869109948,-4.567248423270162,-0.9479957553675992,-4.8739,1124.1566857837472
-0.12070799999999997,-5.816893953070354,-1.260338716029933,-1.7319636884854277,-2.1293250574988196,-0.802003656356325,-5.2589,-360.62265308709596
-0.02520000000000002,-10.285888888888891,-1.1024978466838933,-1.8213592233009708,-4.106369696756672,-0.7938552845528455,-5.3952,-558.4701093289618
-0.9152000000000002,-0.4559376998620239,-1.371918542336549,-1.3765193370165747,-2.4262499090794645,-0.876843744394902,-5.0305333333333335,-420.5784937025561
-0.8287300000000003,-4.203628127054569,-1.705075263087785,-1.8149288187764525,-5.876803868276931,-0.9107192611113423,-4.924,756.1134212820097
-0.13500000000000004,-7.442399881691806,-1.1775528978840848,-1.8283018867924528,-4.593196391142536,-0.8283176710195279,-5.377466666666667,-462.9338876814804
-0.47937199999999996,-2.1454152991808972,-1.2918853451756156,-1.941527446300716,-0.09364553969431234,-1.0948681672416556,-5.341266666666667,-2555.9279524063963
-1.1225279999999997,-2.6348676616915423,-2.2416812609457093,-1.6748039914468995,-8.504386205425096,-0.27316049338132137,-4.6433333333333335,-3136.4078685856907
-0.700281,-1.1397844583333332,-1.3930456548947054,-1.4167357083678542,-2.0595482067132465,-0.781759620935665,-5.034866666666667,-398.26341265665025
-1.1340839999999999,-0.6257471636588516,-1.4928854676930254,-1.4577464788732395,0.3840263466883294,-1.0530127632074537,-4.998333333333334,-416.68438381695915
-1.1676599999999997,-1.32325073067513,-1.7269293038316242,-1.5069444444444444,3.1975142720597884,-1.0132141667346664,-4.913333333333333,-499.6680573029301
-1.1004749999999999,-0.339712360289283,-1.440225035161744,-1.376,-2.521858024236044,-0.9213149697303246,-4.986,-428.7426450569803
-0.7151639999999999,-5.352483843537415,-1.7587249244297884,-1.8083941605839415,-5.804698717093186,-0.717796645807259,-4.930933333333334,-2293.1620683318642
-1.176788,-1.080381762104787,-1.6456672666495247,-1.5154867256637168,1.7251241011501761,-1.0125088506709239,-4.947466666666666,-567.5162466229953
-0.2985610000000001,-2.5772293720908137,-1.2108026297119614,-1.6788321167883211,-3.902478558960576,-0.852259341905704,-5.265633333333333,-452.0341118623006
-0.7372420000000003,-0.5230337210093171,-1.352922524046084,-1.4328376551554627,-5.448988693344454,-2.908677062465469,-5.056233333333333,-550.8211222727787
-0.9486109999999998,-4.415663691589617,-0.671591672263264,-1.8349987612519614,-23.10076702422979,-0.7764933934544647,-0.4099999999999999,-684.5525504899884
