member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7
-1.7907992007992006,-inf,-1.0,-1.5145760000000004,-13.291576278640058,-2.5100816901408463,-3.164587186783445,16.2098450704225
-inf,,-1.0,-3.2800000000000002,-inf,-2.5822901960784312,-inf,-115.74648627450979
-1.7356388495992459,inf,-1.0,-2.5096239999999996,-5.327623691876751,-3.229876595744681,-2.7889892608193545,-129.81775531914903
-1.6014255765199161,inf,-1.0,-2.8903359999999996,-12.241359257275125,-2.044078947368421,-2.8740334141052855,-87.5335263157895
-0.13907585562266314,-inf,-1.0,-2.174616,-10.128449339480873,-4.102724444444445,-2.9638121843095475,-103.33083333333333
0.032093966970003385,-inf,-1.0,-3.423384,-27.351708086282443,-5.131429411764706,-3.273153596664918,-250.03612941176462
-1.7463492063492065,-inf,-1.0,-1.5796239999999997,-17.182622661145622,-1.6645024999999998,-3.3355791961158507,39.24250000000002
-0.13613008130081308,-inf,-1.0,-3.1136,-14.21471708333333,-4.355571428571428,-3.0218651048921625,-205.15000000000012
-1.4266531850353894,inf,-1.0,-2.3935359999999997,-14.921168752415456,-1.8535220338983054,-3.568329309184935,-20.193406779661032
0.03379358024691359,-inf,-1.0,-3.526704,-33.38899545893721,-6.349933333333333,-3.3642690619266533,-292.5
0.08365759087669276,-inf,-1.0,-3.333384,-30.04514770122631,-4.38288,-3.340215151105783,-202.16400000000007
-1.8322393822393823,,-1.0,-1.9800959999999999,-0.5020275479115501,-4.101786363636364,-2.6946550402537772,-145.18236363636373
-0.08070874200426442,-inf,-1.0,-3.070944,-12.069950190476192,-4.955146666666668,-3.0308677546762057,-222.06999999999985
0.26150092272203,-inf,-1.0,-3.454344,-55.62560907723089,-4.17196923076923,-3.519417655359993,-133.53147692307695
-1.2733634992458522,inf,-1.0,-3.483416,-15.095386045364885,-4.023407317073171,-2.993375449279144,-175.18906097560972
0.19078857142857222,,-1.0,-3.747424,-117.7133545247748,-5.688176119402985,-4.053230949762104,-73.02261791044774
0.05640243902439024,-inf,-1.0,-2.6987840000000003,-13.576673888888891,-3.748533333333333,-3.0943527208729864,-117.95599999999993
-0.9829092553512209,inf,-1.0,-3.745656,-27.59753578947368,-4.57542,-3.2295336676089135,-119.87500000000003
-1.0031235431235432,-inf,-1.0,-2.3276000000000003,-8.93392257070707,-2.9703183673469384,4.068076518076517,-64.83688571428573
-0.23126683971447112,-inf,-1.0,-1.837544,-6.904384332504144,-7.78465641025641,-2.955691278151986,-112.7703717948717
-0.18242424242424246,-inf,-1.0,-3.4850000000000003,-19.912227692307695,-6.952061538461537,-3.245766410614525,-343.5555538461539
0.05391749999999993,-inf,-1.0,-3.113904,-20.80732092857143,-3.9403619047619047,-3.2417549017164733,-121.33733333333333
-1.71090569712709,-inf,-1.0,-1.8246160000000002,-17.173489216972037,-1.4003866666666664,-3.1964914923629837,-6.442499999999981
-1.7669681245366937,inf,-1.0,-2.279336,-1.324790897887326,-2.1427730769230764,-2.703503077487436,-109.14507692307693
-1.6682778091473744,-inf,-1.0,-1.291784,-10.288241679456904,1.7582456140350882,-3.1686898031267337,-114.37002631578954
