member_0,member_1,member_2
-inf,-3.9303552152694525,4.393525179856115
-inf,-11.994378739859698,5.087223823246878
-inf,-6.4430489156856465,4.616165664662659
inf,-inf,-1.4666666666666666
inf,-12.34724025678346,-2.3333333333333335
inf,-16.62123346828197,-1.8200000000000003
-inf,2.6541977321116064,-8.69
-inf,-12.57211242301803,4.796933728981208
-inf,6.8248722900935235,-16.406666666666666
-inf,-9.781485669115208,4.611721611721611
inf,-8.159154592452872,-2.3333333333333335
-inf,10.17340259432796,-18.330000000000002
-inf,3.043146065535248,-8.5
-inf,5.0292882676900215,-16.560000000000002
inf,-12.376460867049266,-2.1933333333333334
inf,-9.806330127172462,-2.4
-inf,-6.056757812065582,4.156946420104315
-inf,3.684039557085434,-11.7
-inf,3.990431531032206,-11.273333333333333
-inf,-29.12518939393941,7.32820512820513
-inf,-199.50376569041066,5.506666666666666
-inf,5.207644006711622,-13.86
inf,-12.346318283775338,-2.2399999999999998
inf,-4.676190488981967,-3.0
-inf,2.8630027376830443,-8.799999999999999
-inf,4.150494986928743,-12.479999999999999
inf,-3.168873927429925,-3.4
-inf,7.8502323538965735,-16.763333333333335
-inf,-56.68413258571112,5.719047619047618
-inf,-6.088735338097176,4.434955520669806
-inf,-4.818861656679164,4.277707676130389
-inf,2688.466297359041,-19.38
-inf,-32.6394311357384,6.278260869565216
-inf,-6.190511554694832,4.1526570048309175
inf,-12.40585869781632,-1.9600000000000002
inf,-9.783158147886946,-2.6
inf,-100.13143272382771,-1.356666666666667
-inf,4.3999336129646425,-15.51
inf,-12.31467531213843,-2.473333333333333
inf,-4.6699474797404745,-3.1500000000000004
-inf,-14.38187226284495,4.497981906750175
-inf,3.3873634825411463,-12.0
-inf,-66.22708118335045,6.902439024390242
inf,-8.11301251155131,-2.6
inf,-9.795817437889855,-2.5
inf,-19.799940314748355,-2.3000000000000003
-inf,8.157627615678951,-19.43666666666667
-inf,5.976258847249983,-16.426666666666666
inf,-3.8133173267983937,-2.9866666666666664
-inf,3.5895063963217377,-13.299999999999999
-inf,2.256398343463885,-10.15
-inf,4.283060417843026,-9.333333333333334
-inf,-11.862325256265304,4.462774957698816
inf,-11.041035319560903,-2.036666666666667
-inf,7.859378308990642,-18.24
-inf,36.678685526895784,-20.833333333333336
-inf,10.545497120720514,-15.4
-inf,5.097495470975088,-13.733333333333334
-inf,-6.718038196069527,4.834262948207171
inf,-8.10526454107313,-2.453333333333333
-inf,4.835905848719364,-15.193333333333335
-inf,-10.896860394664774,4.722222222222222
-inf,12.157218442932725,-15.600000000000001
-inf,11.222774371994138,-15.9
-inf,-7.53779096822071,4.305376344086021
-inf,6.487875803566673,-13.72
-inf,-4.570424427194975,3.592448759439051
inf,-9.785980099099428,-2.55
-inf,9.643301023903913,-12.74
-inf,-497.557986111118,5.4222222222222225
-inf,-14.455231753186197,7.717391304347829
-inf,-11.673891687052162,4.927408993576017
-inf,-6.257224080279164,4.397849462365592
inf,-8.133745443105836,-2.473333333333333
-inf,-24.908003018973194,4.791891891891892
inf,-10.96995364733955,-2.2533333333333334
inf,-12.358186732067026,-2.2399999999999998
-inf,-6.693201636388359,4.342592592592593
-inf,4.958703683772525,-14.906666666666666
inf,-6.85764462894882,-2.9466666666666668
inf,-8.119305595918497,-2.453333333333333
inf,-8.116311855689203,-2.56
inf,-16.60976857985615,-1.8200000000000003
inf,-24.93172627984521,-2.2399999999999998
-inf,4.645310053773595,-12.799999999999999
-inf,-8.648286660940734,4.282798833819242
-inf,-9.401477728953012,4.153535353535354
-inf,-39.44646289793964,5.528735632183908
inf,-24.981795038625197,-1.92
-inf,-11.093181502163768,4.974247491638796
inf,-16.596222108568988,-1.9500000000000002
inf,-4.413366701391788,-3.3433333333333337
-inf,361.85752843527837,7.644444444444443
-inf,4.533160922547121,-11.760000000000002
-inf,41.213812350758175,-18.45666666666667
-inf,11.362526963950502,-12.933333333333332
inf,-2.217927484020512,-3.4133333333333336
-inf,-4.268679930010229,4.05
-inf,16.892342132015408,-19.21
inf,-8.118471722278555,-2.4
-inf,-63.063183592636825,6.589743589743589
-inf,11.403259887221393,-16.5
inf,-19.854266212106854,-2.1500000000000004
-inf,-6.418810503589731,4.485956006768189
-inf,-6.881963437890565,4.568682505399568
