member_0,member_1,member_2
5.6731711915535445,-168.59017258682616,-107.6
-3.574862637362637,-7.579949158102096,1.369294990723562
-14.820991590501581,-0.018368414412820975,-10.518461538461537
-14.843394040592326,0.09820480592049252,-10.172307692307694
-11.113231069297512,-0.37906850217636817,-9.522857142857143
5.64080459770115,-220.04856326817705,-131.67999999999998
-4.806609161447872,-5.497914301993285,3.2368421052631575
6.476366679881943,-93.90282800427815,-67.73333333333332
-3.330463319855831,-5.493615513655175,0.5756870385561932
-14.795265190002041,-0.771117765777291,-8.358461538461539
-3.9402073119811107,-6.0281356014800656,1.0995670995670999
5.670356958572903,-120.8247684641742,-111.23999999999998
-4.7895368751876,-5.346937249191656,1.2294736842105216
5.66412319644839,-187.0601170132774,-110.81999999999998
-14.820327846643647,0.017983807248028175,-10.51846153846154
-5.456495098039216,-6.628953391960489,1.2141666666666664
7.538221085535662,-52.33284153405904,-63.120000000000005
-5.428215521050788,-9.016110315601871,13.017777777777777
-11.056397306397308,-0.6610534880205492,-9.57714285714286
-8.844344517468004,-0.8443255852643086,-8.773333333333333
-5.434520656779662,-4.25732880376473,-0.18257080610021786
-inf,-0.20532854352284968,-16.0
-11.10493827160494,-0.5238887864034445,-8.777142857142856
-5.442479227761487,-5.413402779142883,0.3752623004235906
5.688263888888889,-175.42105948827543,-105.6
-2.8936927518916766,-7.020965094417855,1.4245901639344254
-4.306547619047619,-4.585078826752532,-0.05918367346938724
-8.850286070482424,-2.0970776542153295,-4.359999999999999
5.676835317460317,-227.33096669248576,-104.08
6.468372396939616,-50.22845366619815,-87.34
-6.271642574220592,-3.4076834705790513,-0.9647058823529413
-4.7895368751876,-5.346937249191656,1.2294736842105216
5.671441087747317,-169.34025696694886,-109.97999999999999
-11.079598506069095,-1.8221002878679002,-4.228571428571431
-inf,2.2555196892127842,-17.94
5.05793285055958,-691.2651457045289,-202.08
7.5411960556888085,-29.539446475061066,-64.56
-7.28006184552674,-4.332383363041111,-0.6000000000000032
-5.440604967948719,-5.712152235066945,3.0555555555555554
-7.3179866717929,-5.841880083376693,5.52
-22.323638042474585,0.8031734633156568,-12.52
7.550639386189257,-43.7265045613533,-57.2
-44.78982128982125,1.003803825024728,-13.0
-3.0871162130189576,-6.7259310683871085,1.2884024577572957
6.467286089840599,-73.96216362966324,-77.66
11.295046382189241,-22.843333784438425,-40.93333333333334
-8.797464440321583,-3.6327753663720994,-1.6200000000000028
5.05793285055958,-691.2651457045289,-202.08
-44.79684335272566,1.2406085732612704,-13.083636363636362
-14.834740696809671,-0.48612814138393945,-8.06769230769231
-3.90612301172646,-7.31613799606656,1.266812439261419
-inf,2.72744767057735,-15.360000000000003
-3.3181126764734783,-7.510280514534825,1.4274963154016207
-7.356811145510835,-1.355404354288103,-1.7568627450980392
5.646806226516372,-226.12569702408658,-100.31999999999998
-3.5801151229722654,-7.5560162164312565,1.341692789968652
-3.0810529339941106,-6.03854855841351,0.67563025210084
-4.344444444444444,-5.0661142353847755,0.4615384615384619
6.480524298145394,-111.28290566863328,-69.76
5.680082070707071,-250.73231063543815,-92.76
-inf,inf,-14.0
5.6641214177978885,-195.89995336876584,-112.8
-3.277913712696322,-15.460338445631216,4.2185255198487726
-3.0605027156751294,-6.660857093866498,0.6525676937441643
5.036342867353321,-444.09657883498255,-219.44
-11.113277986633252,-0.8714618082642388,-8.0
-8.727032227032227,-5.205011848259565,0.7999999999999972
-8.775908082359695,-2.960745027234506,-1.8133333333333361
5.67752849002849,-124.51904065845943,-116.16
6.466086270842216,-93.19592067204321,-76.82
-5.45489668715847,-3.6579032706903565,-0.36235827664399023
5.669769503546099,-234.24551077392584,-100.46000000000001
5.0555729094358846,-816.745120920784,-197.75999999999996
6.500983803944026,-167.20376692648543,-63.0
-3.9408658120058018,-6.189452275045846,0.8370015948963329
9.054713804713804,-27.415562999309767,-47.519999999999996
5.678442028985507,-206.34420090778698,-97.75999999999999
-10.983716022138156,-5.78549073030207,1.1714285714285673
-4.808494410308928,-5.825562397071091,4.206315789473683
-3.6202248044353302,-8.007936843571281,1.7707776904948946
-14.773884556493261,-0.755281343210617,-8.423076923076923
7.538474028726405,-45.91263066229621,-60.239999999999995
-4.816833160826488,-8.957886267280097,13.461052631578944
-inf,1.8904870237948241,-15.499999999999998
-14.835920458834817,0.028616713486696272,-10.116923076923078
-8.833832833832835,-1.8279706825829052,-4.733333333333334
-6.169449598021025,-3.6929014830628084,-3.9294117647058826
-8.803854875283445,-1.6480492583948052,-7.199999999999999
-11.075794373608582,-1.1818429405819577,-7.508571428571431
-3.920341470907839,-10.486930330024634,2.824819624819625
5.66361279804676,-150.564387138611,-116.11999999999999
-14.801713478184075,-0.3466783107853915,-9.430769230769231
-11.063678250648291,-1.615103732272954,-6.268571428571427
5.689716312056738,-159.0855719137067,-99.44
-7.353421029891617,-1.9092345290616037,-6.509999999999996
-3.324845791638961,-5.28340036226124,0.351615042152127
5.668109406316953,-163.01867969170286,-112.8
5.690009874917709,-167.0520093556997,-101.39999999999999
-5.46267447657029,-3.012826384315625,-0.7732060185185187
-5.444692777068257,-4.119417351709252,0.5199999999999996
5.04362200504312,-1105.0348914177514,-176.93999999999997
-3.3553844213030755,-5.053109134654028,0.694497153700189
-22.269707073112624,-0.2691262676898115,-9.333333333333334
-8.813775510204081,-1.5741781934142896,-7.133333333333333
5.662196287196287,-151.5064140063239,-118.56
