member_0,member_1
inf,-724.5915343915344
,
,inf
,-inf
,-3313.605969702702
-inf,273.1148148148153
,
inf,-1185.8999537373902
27.5,
,
,-1471.6743589743583
,-inf
,-921.2332870707241
,-inf
,-inf
,143.5174812030077
,-1236.668344421099
,
,-inf
,-inf
,-inf
inf,-2783.180657503075
,-inf
inf,-724.5915343915344
,-inf
,-inf
-11.75,-1821.2522498367712
,
inf,-1858.1503669568203
-inf,-2171.7134556089854
0.0,-inf
21.0,
,-inf
-2.0,327.2633101851851
,253.49365079365054
,-1066.5392156862752
,
,-inf
,-inf
-inf,-1014.8493807779545
,-1750.8090023402538
,-745.982142857143
inf,inf
-inf,-1014.8493807779545
,
,-1987.6803978428948
13.166666666666666,-1178.9858465608454
inf,-1858.1503669568203
,-inf
,-inf
,-921.2332870707241
inf,-1679.5166666666694
inf,-1077.8865079365114
inf,-1858.1503669568203
-6.230769230769231,-inf
,-inf
,-4114.880083689456
,-921.2332870707241
,412.3736772486774
,
,-inf
