member_0,member_1
,-6.083333333333334
-9.44444444444445,-16.333333333333332
0.0,-21.333333333333336
-inf,-27.0
,
223.5,-6.833333333333335
150.41666666666669,-14.666666666666668
-inf,-12.333333333333336
239.5,-19.333333333333336
-543.0,
,-inf
inf,-27.0
-inf,-9.666666666666668
0.0,-10.833333333333336
-inf,-26.0
inf,-inf
-985.0,-43.0
0.0,-33.0
,-inf
0.0,-33.0
-9.055555555555557,-21.0
5.2857142857142865,-inf
-7.611111111111113,-22.0
,-19.5
-inf,-25.5
223.5,0.16666666666666607
-inf,-29.5
,-inf
5.187499999999999,-12.0
,-inf
0.125,-7.0
,-inf
-7.611111111111113,-22.0
,-inf
-inf,-16.0
,-inf
0.0,-29.0
-10.694444444444448,-20.0
0.0,-10.833333333333336
,-21.5
inf,-inf
,-6.083333333333334
-901.0,2.666666666666666
,-inf
-inf,-1.0
239.5,-19.333333333333336
,-inf
0.125,-7.0
-inf,-27.0
-inf,-11.166666666666668
-9.055555555555557,-21.0
-inf,
6.967222222222226,-inf
inf,-inf
inf,-inf
179.48611111111114,-40.0
-901.0,-6.833333333333335
0.5375000000000006,-35.666666666666664
-inf,-22.666666666666664
,-23.0
-inf,-inf
