member_0,member_1,member_2,member_3,member_4
0,7,3,0,1
1,2,4,4,1
0,6,4,0,7
0,7,4,0,7
4,5,4,5,0
0,6,4,0,7
0,2,3,0,3
0,6,4,0,7
0,6,4,0,7
0,3,4,0,7
0,2,4,0,7
1,6,4,5,1
4,2,4,7,0
0,2,4,0,3
0,5,4,0,3
4,2,4,7,0
0,2,4,0,1
0,7,4,0,7
4,7,0,7,0
1,6,4,5,1
0,5,3,0,3
0,6,3,0,3
0,6,4,0,4
1,1,4,6,1
0,2,4,0,4
1,2,4,4,1
1,2,4,4,1
0,1,4,0,1
4,5,4,4,0
0,2,3,0,3
0,7,4,0,3
0,6,3,0,3
0,0,4,0,2
1,6,4,4,1
0,7,3,0,3
0,7,4,0,2
1,6,4,3,1
1,2,4,4,1
0,6,4,0,6
0,2,3,0,3
1,6,4,3,1
1,2,4,4,1
1,6,4,6,1
0,6,4,0,7
5,6,4,3,0
0,6,4,0,7
0,2,3,0,1
0,6,3,0,1
0,1,4,0,1
0,7,3,0,1
4,2,5,3,0
4,6,3,7,0
0,0,3,0,3
0,6,3,0,2
4,6,4,4,0
0,6,4,0,7
0,4,4,0,1
1,3,5,7,2
0,1,3,0,1
4,3,5,5,0
1,3,4,5,1
1,2,4,3,1
0,7,3,0,1
0,7,4,0,5
0,5,3,0,3
1,6,7,7,0
0,7,4,0,7
1,6,4,4,1
0,7,3,0,3
0,5,4,0,1
2,6,4,3,1
0,7,4,0,7
1,6,0,7,2
0,2,4,0,1
1,6,4,3,1
0,6,3,0,1
1,2,4,3,1
0,7,3,0,1
4,6,4,4,0
0,7,4,0,4
0,1,4,0,7
0,7,4,0,7
0,6,4,0,1
0,1,4,0,3
0,6,4,0,6
4,6,0,7,0
0,2,4,0,3
4,7,3,7,0
1,2,4,5,1
0,7,4,0,7
0,0,3,0,1
0,0,4,0,7
0,3,4,0,3
4,6,4,3,0
0,0,4,0,3
1,6,4,4,1
1,2,5,3,1
1,6,4,4,1
0,0,4,0,3
0,7,3,0,3
0,0,4,0,3
0,2,3,0,1
1,2,4,4,1
1,2,4,4,1
1,2,5,7,1
0,2,4,0,7
4,6,4,4,0
0,7,4,0,1
2,6,4,3,1
0,6,4,0,7
4,6,4,3,0
0,7,3,0,1
4,6,2,7,0
0,2,4,0,1
4,2,7,7,0
0,1,3,0,3
0,7,3,0,3
0,6,3,0,1
0,3,4,0,7
0,2,4,0,3
0,5,4,0,1
0,6,3,0,1
4,6,4,4,0
0,1,4,0,5
4,5,4,4,0
0,2,4,0,7
1,2,4,4,1
0,6,4,0,7
0,5,4,0,7
0,6,4,0,7
1,2,4,4,1
0,2,4,0,3
0,6,4,0,7
0,4,4,0,3
4,2,4,6,0
0,6,4,0,7
1,2,4,5,1
4,5,4,4,0
0,6,3,0,6
0,5,4,0,3
1,6,4,4,1
4,6,3,7,0
1,2,4,4,1
0,6,4,0,3
0,6,4,0,7
0,3,4,0,7
0,4,4,0,7
4,6,4,4,0
5,6,4,3,0
4,2,7,7,0
0,2,4,0,7
2,6,4,3,1
4,6,4,4,0
0,6,4,0,7
0,2,3,0,1
1,6,4,4,1
0,6,4,0,7
1,1,4,4,1
0,7,3,0,3
0,2,4,0,4
4,6,3,7,0
0,6,3,0,3
0,7,3,0,3
0,6,4,0,3
1,2,4,5,1
4,2,0,7,0
0,7,4,0,1
0,3,4,0,7
0,6,4,0,7
0,6,3,0,3
1,2,4,5,1
0,6,3,0,3
0,4,3,0,3
1,6,4,4,1
0,3,4,0,7
0,1,3,0,1
0,6,3,0,1
0,1,4,0,2
1,4,5,7,1
4,5,4,7,0
0,2,4,0,1
4,2,5,7,0
0,6,3,0,5
2,2,5,3,0
0,6,3,0,1
0,6,3,0,1
0,2,3,0,1
0,6,4,0,7
0,6,3,0,3
4,6,4,4,0
0,2,3,0,3
4,2,4,6,0
2,6,4,3,1
0,1,4,0,3
0,7,4,0,6
0,1,3,0,1
0,6,3,0,1
4,6,2,7,0
4,6,4,4,0
1,6,4,3,1
4,6,4,6,0
1,2,4,4,1
0,2,4,0,7
1,1,4,3,1
0,0,4,0,4
4,6,4,4,0
4,6,4,7,0
0,7,4,0,3
0,6,4,0,2
0,6,4,0,7
0,1,4,0,7
1,1,4,5,1
1,2,4,3,1
0,6,4,0,7
4,7,0,7,0
0,5,3,0,3
0,6,4,0,7
0,6,4,0,7
4,1,6,7,0
0,6,3,0,1
0,2,4,0,7
0,1,4,0,7
4,3,5,5,0
0,6,4,0,7
0,0,4,0,3
4,6,1,7,0
1,6,4,4,1
1,2,4,5,1
0,1,3,0,1
0,7,4,0,7
0,7,4,0,7
4,2,7,7,0
0,2,3,0,1
4,3,7,7,0
0,3,4,0,7
