member_0,member_1,member_2,member_3,member_4
1,4,4,7,5
0,4,3,7,5
0,4,2,0,5
0,4,2,0,5
0,4,3,7,0
1,4,4,7,5
0,4,2,7,5
0,4,3,7,0
0,4,2,7,5
0,4,1,7,0
0,4,2,7,0
0,4,3,7,5
0,4,2,7,0
1,4,5,7,2
0,4,2,0,5
1,4,3,7,5
1,4,3,0,5
1,4,3,0,0
0,4,3,7,0
0,4,2,0,0
0,4,3,7,0
0,4,2,0,5
0,4,3,0,0
1,4,4,7,2
0,4,2,7,5
1,4,4,7,5
2,4,6,7,4
2,4,4,7,5
0,4,3,0,5
1,4,4,7,5
1,4,5,7,3
0,4,2,6,5
1,4,3,7,2
2,4,4,7,5
1,4,3,7,1
1,4,4,7,5
2,4,5,7,5
1,4,4,7,5
1,4,4,7,2
0,4,1,7,0
0,4,1,7,0
0,4,3,0,5
1,4,4,7,5
1,4,4,7,2
1,4,3,0,5
1,4,3,7,5
0,4,1,7,0
1,4,5,7,2
1,4,3,7,5
0,4,2,0,5
0,4,3,7,5
0,4,3,0,5
0,4,3,7,5
1,4,4,7,2
0,4,2,0,5
0,4,3,7,0
1,4,4,7,5
0,4,3,0,0
1,4,3,7,5
1,4,4,7,5
1,4,3,7,5
2,4,4,7,5
0,4,2,0,5
0,4,3,7,5
0,4,3,0,0
1,4,2,7,0
0,4,2,7,0
0,4,1,7,0
0,4,2,0,5
0,4,2,7,5
0,4,2,7,0
0,4,3,7,0
0,4,1,7,0
0,4,3,0,0
0,4,3,7,5
0,4,3,7,5
1,4,4,7,5
1,4,4,7,5
0,4,2,0,5
0,4,3,7,5
1,4,4,7,5
0,4,3,7,5
0,4,1,7,0
2,4,4,7,5
0,4,3,7,5
0,4,2,7,0
1,4,3,7,5
0,4,2,7,0
0,4,2,0,5
0,4,3,7,5
0,4,3,0,0
0,4,3,0,5
1,4,4,7,5
1,4,5,7,2
0,4,2,7,5
0,4,3,0,0
1,4,5,7,3
0,4,3,0,5
0,4,2,5,5
1,4,2,7,5
0,4,1,7,0
0,4,2,7,5
0,4,3,0,0
1,4,5,7,2
0,4,3,0,5
2,4,6,7,3
1,4,4,7,5
1,4,3,7,5
1,4,2,7,0
1,4,5,7,2
1,4,3,0,5
0,4,1,7,0
0,4,1,7,0
0,4,2,0,5
0,4,3,0,5
0,4,2,7,0
0,4,2,0,5
0,4,2,7,0
1,4,4,7,5
0,4,3,7,5
0,4,2,7,0
1,4,3,7,1
1,4,5,7,3
1,4,4,7,5
0,4,2,7,5
1,4,4,7,5
0,4,3,0,0
1,4,5,7,2
1,4,4,7,5
0,4,3,7,5
0,4,2,7,0
0,4,1,7,0
0,4,2,7,5
0,4,2,0,5
1,4,5,7,3
0,4,3,7,5
0,4,1,7,0
0,4,3,7,5
0,4,3,7,5
0,4,3,0,0
0,4,3,7,5
1,4,3,7,5
1,4,2,0,5
0,4,2,0,5
0,4,2,0,5
2,4,4,7,5
0,4,2,0,5
1,4,4,7,1
0,4,2,0,5
0,4,3,0,0
0,4,2,7,5
0,4,3,0,5
0,4,3,7,5
1,4,4,7,5
1,4,4,7,5
0,4,3,7,5
1,4,3,0,0
2,4,4,7,5
0,4,2,7,0
0,4,3,7,0
0,4,3,7,5
0,4,3,0,0
0,4,1,7,0
0,4,1,7,0
0,4,2,0,5
2,4,5,7,3
0,4,4,7,1
0,4,3,7,5
0,4,3,0,5
0,4,3,0,0
0,4,2,0,5
2,4,4,7,3
0,4,2,7,5
0,4,3,7,0
1,4,4,7,5
0,4,3,7,0
0,4,2,0,5
1,4,4,7,5
0,4,0,7,0
0,4,2,0,5
0,4,3,7,5
0,4,3,7,5
0,4,2,0,5
1,4,4,7,5
0,4,2,7,0
0,4,3,0,0
0,4,3,7,5
0,4,3,0,5
0,4,1,7,0
1,4,4,7,5
0,4,2,7,0
0,4,3,0,0
0,4,3,0,0
1,4,4,7,5
0,4,3,7,5
1,4,4,7,5
2,4,4,7,5
0,4,2,7,5
0,4,3,7,5
0,4,2,7,0
0,4,3,0,0
0,4,3,7,5
0,4,3,0,0
0,4,2,0,5
0,4,1,7,0
0,4,2,7,0
0,4,1,7,0
1,4,4,7,5
1,4,5,7,3
1,4,3,7,5
2,4,6,7,3
2,4,5,7,5
0,4,3,0,5
0,4,2,7,5
0,4,3,7,5
0,4,2,0,5
0,4,2,7,5
1,4,4,7,5
0,4,3,0,5
2,4,4,7,5
0,4,3,0,0
0,4,3,7,0
0,4,3,0,5
0,4,2,5,5
1,4,3,7,5
0,4,2,0,0
0,4,2,7,0
1,4,4,7,5
0,4,2,0,5
1,4,3,7,1
1,4,2,0,5
1,4,5,7,2
0,4,3,7,5
0,4,2,0,5
2,4,4,7,5
