member_0,member_1,member_2,member_3,member_4
1,7,1,1,0
1,7,5,2,0
1,7,1,2,0
0,7,0,2,0
1,7,3,2,0
0,4,0,2,0
0,3,0,2,0
1,3,1,2,0
0,7,0,2,0
0,3,0,2,0
1,7,7,2,0
1,3,2,2,0
0,3,0,2,7
1,3,1,2,7
1,3,1,1,7
1,7,1,2,0
0,7,0,2,0
1,7,7,2,7
0,3,0,2,0
1,4,1,1,7
1,3,1,2,0
1,7,3,2,0
1,7,2,2,0
1,3,2,2,7
1,7,1,2,0
1,7,1,2,0
1,7,1,2,0
0,7,0,2,0
1,7,1,1,0
0,7,0,2,0
1,3,1,1,0
0,4,0,2,0
0,3,0,2,0
0,7,0,2,0
1,7,1,1,0
0,7,0,2,0
0,3,0,2,7
0,3,0,2,0
0,3,0,2,7
0,7,0,2,0
0,3,0,2,7
0,3,0,2,7
0,3,0,2,7
1,7,1,1,0
0,7,0,2,0
1,3,1,2,0
0,7,0,2,0
0,7,0,2,0
1,3,1,2,0
0,3,0,2,7
0,7,0,2,0
1,7,4,2,0
0,7,0,2,0
1,3,1,2,0
1,7,1,1,0
0,7,0,2,0
1,7,2,2,0
0,3,0,2,7
0,7,0,2,0
0,3,0,2,0
0,3,0,2,0
0,7,0,2,0
0,3,0,2,0
0,7,1,2,0
0,3,0,2,0
0,7,0,2,0
0,4,0,2,0
0,3,0,2,0
0,3,0,2,7
0,3,0,2,0
0,3,0,2,7
0,3,0,2,0
0,7,0,2,0
0,3,0,2,7
0,3,0,2,7
0,3,0,2,0
0,3,0,2,7
1,7,7,2,0
1,7,1,2,0
0,3,1,2,7
0,7,0,2,0
0,7,1,2,0
0,3,0,2,0
0,4,0,2,7
1,7,4,2,0
0,3,0,2,0
1,7,7,2,0
1,7,4,2,0
0,3,0,2,0
1,3,1,1,0
1,7,1,1,0
1,7,1,1,0
0,3,0,2,7
1,7,2,2,0
0,7,0,2,0
1,7,3,2,0
0,7,0,2,0
0,7,0,2,0
0,3,0,2,0
0,3,0,2,7
0,3,0,2,0
1,7,7,2,0
0,3,0,2,0
0,3,0,2,7
0,7,0,2,0
0,7,0,2,0
1,7,3,2,7
1,7,1,1,0
1,7,2,2,7
1,7,1,2,0
0,3,0,2,7
0,3,0,2,7
0,7,0,2,0
0,3,1,2,0
0,3,0,2,7
1,0,7,2,0
0,3,0,2,7
0,3,0,2,7
1,3,1,2,0
1,7,1,1,0
1,7,2,2,0
1,7,1,1,0
1,7,7,2,0
1,3,1,2,0
1,7,3,2,0
0,3,0,2,7
1,7,1,2,0
0,7,0,2,0
1,7,1,1,0
1,7,1,1,0
0,7,0,2,0
0,4,0,2,7
1,7,7,2,7
1,7,1,2,0
0,7,0,2,0
0,7,1,3,0
1,7,3,2,0
0,7,0,2,0
0,3,0,2,7
0,7,0,2,0
0,3,0,2,0
0,7,0,2,0
0,7,0,2,0
0,3,0,2,7
0,3,0,2,7
0,7,0,2,0
1,7,1,2,0
0,7,0,2,0
0,7,0,2,0
1,4,1,1,7
1,7,1,2,0
0,3,0,2,0
0,3,0,2,0
0,3,0,2,0
0,7,0,2,0
1,7,1,1,0
1,3,1,2,0
1,7,1,1,0
1,7,1,1,0
0,3,0,2,7
0,3,0,2,0
0,7,0,2,0
0,3,0,2,7
0,3,0,2,7
0,3,0,2,7
0,3,1,2,7
1,7,1,1,0
1,3,1,2,0
0,7,0,2,0
1,3,1,2,7
0,3,0,2,7
1,7,1,1,0
1,7,1,1,0
0,3,0,2,7
0,3,0,2,0
1,7,1,1,0
1,7,2,2,0
0,7,0,2,0
0,7,0,2,0
0,3,0,2,0
1,7,2,2,0
1,7,1,2,0
1,3,1,2,7
0,3,0,2,0
1,7,4,2,7
0,3,0,2,7
0,7,0,2,0
1,0,7,2,0
1,0,2,2,0
1,7,3,2,7
0,7,0,2,0
1,3,1,1,0
1,3,1,1,7
0,7,0,2,0
0,3,0,2,7
0,7,0,2,0
0,7,0,2,0
1,0,3,2,0
1,3,2,2,0
1,7,1,1,0
0,3,0,2,7
1,7,2,2,0
1,7,7,2,0
1,7,5,2,0
1,3,1,2,0
0,3,0,2,0
1,0,2,2,7
0,3,0,2,0
0,7,0,2,0
1,0,2,2,0
1,7,1,1,0
1,7,3,2,0
0,3,0,2,7
1,3,1,2,0
1,7,1,1,0
1,7,1,2,0
0,7,0,2,0
0,7,0,2,0
0,3,0,2,7
0,7,0,2,0
1,7,1,1,0
1,7,1,1,0
0,3,0,2,7
0,7,0,2,0
0,7,0,2,0
0,7,0,2,0
0,3,0,2,0
0,7,0,2,0
0,7,0,2,0
0,3,0,2,7
1,7,1,2,0
0,7,1,2,0
0,3,0,2,0
1,7,1,2,0
0,3,0,2,7
