member_0,member_1,member_2,member_3,member_4
0,9,1,9,7
6,0,7,7,0
9,5,1,3,0
9,9,1,3,0
0,0,1,3,0
1,0,7,7,0
5,0,7,7,7
0,9,1,8,7
9,0,0,6,0
0,9,1,9,7
9,9,1,7,7
5,0,7,7,7
7,9,7,9,7
0,0,6,4,0
0,9,1,8,7
0,9,7,9,0
0,0,6,7,0
0,0,7,8,7
9,9,1,3,7
0,0,6,8,0
7,9,6,5,0
0,9,1,8,7
9,0,1,0,7
0,0,1,2,0
0,9,1,8,7
0,9,1,3,7
0,0,1,2,0
5,0,0,6,0
0,9,1,4,0
0,0,1,3,0
9,0,0,6,7
0,0,7,8,7
9,0,1,3,7
9,0,1,3,7
0,0,1,7,0
0,9,7,9,0
0,9,1,9,7
7,9,7,9,7
0,0,7,8,7
0,0,1,3,0
6,9,6,7,7
6,0,7,7,0
0,0,7,7,0
6,9,6,5,0
6,9,1,6,7
6,9,0,8,0
7,8,6,8,7
0,9,6,5,0
9,6,1,0,0
0,0,7,8,7
9,0,1,2,7
0,0,7,7,0
0,9,1,8,7
6,0,0,6,0
0,0,1,4,0
6,9,0,9,0
0,9,1,3,7
9,0,6,5,0
6,9,6,4,0
0,9,1,8,7
9,9,1,2,0
9,0,6,5,0
0,9,1,8,7
0,0,7,9,0
0,0,1,8,0
9,9,1,7,7
9,9,1,2,0
0,9,1,3,7
9,0,1,2,7
9,0,0,4,7
0,0,1,4,0
0,0,7,8,7
0,0,7,8,0
9,0,1,0,7
0,0,7,8,0
6,9,1,5,7
9,0,1,2,7
0,0,1,4,0
0,0,1,7,7
6,9,0,8,0
0,0,7,8,7
9,9,1,3,0
0,9,1,3,7
0,0,7,7,7
0,0,1,3,0
0,0,6,6,7
6,9,6,7,7
2,0,7,7,7
6,9,6,7,7
0,0,1,6,0
1,0,7,7,0
0,0,1,6,0
0,0,7,7,0
2,0,7,7,0
0,0,7,7,0
9,9,1,2,0
9,0,0,0,0
6,9,1,6,7
9,0,1,0,7
0,9,1,3,7
9,9,1,7,7
6,9,7,7,7
7,9,6,6,0
0,9,1,8,7
8,0,7,7,0
6,9,6,7,7
6,9,0,7,0
9,0,1,4,0
