member_0,member_1,member_2,member_3,member_4
1,5,1,2,0
1,5,1,2,0
1,5,1,2,0
5,6,1,2,0
2,5,1,2,2
1,6,1,2,0
1,5,1,2,0
5,6,1,2,0
5,6,1,2,0
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
5,6,1,2,0
1,5,1,2,0
5,6,1,2,0
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
1,6,1,2,0
1,5,1,2,0
2,5,1,2,2
5,6,1,2,0
1,5,1,2,0
1,5,1,2,0
5,5,1,2,0
2,5,1,2,0
2,5,1,2,2
5,5,1,2,0
1,5,1,2,0
2,6,1,2,2
1,6,1,2,0
5,5,1,2,0
1,5,1,2,0
5,6,1,2,0
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
2,5,1,2,2
1,5,1,2,0
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
2,5,1,2,2
1,6,1,2,0
1,5,1,2,0
1,5,1,2,0
5,5,1,2,0
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
1,5,1,2,0
1,5,1,2,0
2,5,1,2,2
1,5,1,2,0
2,6,1,2,2
1,5,1,2,0
5,5,1,2,0
1,5,1,2,0
2,5,1,2,2
2,5,1,2,0
2,6,1,2,2
1,5,1,2,0
1,6,1,2,0
5,6,1,2,0
1,6,1,2,0
1,5,1,2,0
2,5,1,2,2
5,5,1,2,0
1,6,1,2,0
2,5,1,2,2
2,6,1,2,2
2,5,1,2,0
5,6,1,2,0
2,5,1,2,2
1,5,1,2,0
5,6,1,2,0
2,5,1,2,2
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
1,6,1,2,0
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
1,5,1,2,0
2,5,1,2,2
2,5,1,2,2
5,5,1,2,0
1,5,1,2,0
2,5,1,2,0
1,5,1,2,0
1,5,1,2,0
5,5,1,2,0
1,5,1,2,0
1,6,1,2,0
2,5,1,2,2
5,6,1,2,0
5,5,1,2,0
1,5,1,2,0
5,5,1,2,0
2,5,1,2,2
2,5,1,2,2
2,5,1,2,0
1,5,1,2,0
1,5,1,2,0
1,5,1,2,0
1,6,1,2,0
2,5,1,2,0
2,5,1,2,0
1,5,1,2,0
1,5,1,2,0
1,5,1,2,0
1,5,1,2,0
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
5,6,1,2,0
1,5,1,2,0
1,5,1,2,0
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
1,5,1,2,0
2,5,1,2,2
1,5,1,2,0
2,5,1,2,2
2,5,1,2,2
5,5,1,2,0
2,5,1,2,0
1,5,1,2,0
2,5,1,2,0
2,5,1,2,2
1,6,1,2,0
2,5,1,2,0
1,5,1,2,0
1,5,1,2,0
1,6,1,2,0
1,5,1,2,0
1,5,1,2,0
1,6,1,2,0
1,6,1,2,0
2,5,1,2,2
2,5,1,2,2
2,5,1,2,2
2,5,1,2,2
1,6,1,2,0
2,5,1,2,0
1,5,1,2,0
1,5,1,2,0
2,5,1,2,2
1,5,1,2,0
1,5,1,2,0
2,5,1,2,0
1,5,1,2,0
2,5,1,2,0
1,6,1,2,0
1,5,1,2,0
1,5,1,2,0
1,5,1,2,0
2,5,1,2,2
2,5,1,2,0
1,5,1,2,0
2,5,1,2,0
1,5,1,2,0
1,5,1,2,0
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
1,5,1,2,0
1,5,1,2,0
5,5,1,2,0
2,5,1,2,2
5,6,1,2,0
5,6,1,2,0
1,5,1,2,0
1,6,1,2,0
2,5,1,2,2
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
5,6,1,2,0
1,5,1,2,0
5,5,1,2,0
5,5,1,2,0
1,5,1,2,0
5,5,1,2,0
2,5,1,2,2
2,5,1,2,2
1,5,1,2,0
1,5,1,2,0
1,6,1,2,0
1,5,1,2,0
1,5,1,2,0
1,5,1,2,0
1,5,1,2,0
2,5,1,2,2
1,5,1,2,0
1,5,1,2,0
1,5,1,2,0
1,5,1,2,0
1,6,1,2,0
5,5,1,2,2
1,5,1,2,0
1,6,1,2,0
1,5,1,2,0
1,5,1,2,0
5,6,1,2,0
1,6,1,2,0
5,6,1,2,0
1,5,1,2,0
2,5,1,2,2
5,6,1,2,0
1,5,1,2,0
1,5,1,2,0
1,6,1,2,0
1,5,1,2,0
1,5,1,2,0
2,5,1,2,2
2,5,1,2,0
1,5,1,2,0
1,5,1,2,0
2,5,1,2,2
1,5,1,2,0
1,5,1,2,0
5,6,1,2,0
5,5,1,2,0
2,5,1,2,0
2,5,1,2,2
1,5,1,2,0
1,6,1,2,0
1,5,1,2,0
5,5,1,2,0
