member_0,member_1,member_2,member_3,member_4
2,3,3,2,3
2,3,4,1,1
1,1,7,0,1
1,5,3,7,4
2,3,7,2,3
1,1,7,0,1
1,1,7,7,6
1,1,7,0,1
2,3,7,2,3
1,1,2,7,1
1,1,2,7,1
1,1,7,7,6
1,1,7,0,0
1,1,2,7,1
2,3,7,2,3
1,4,3,7,4
1,1,3,7,3
2,3,7,2,3
2,3,4,1,1
1,1,2,7,3
2,3,7,2,3
1,1,7,0,1
1,1,7,0,1
1,1,7,0,1
1,5,3,7,3
2,3,7,2,1
2,0,7,2,1
2,3,4,1,1
1,1,7,0,1
1,1,2,7,1
2,3,3,1,1
1,1,2,7,1
1,5,3,7,1
1,1,2,7,1
1,1,2,7,3
2,3,7,2,1
1,1,7,0,6
2,3,3,2,1
1,5,3,7,3
2,3,4,1,1
2,3,7,2,2
2,0,7,2,2
1,1,7,0,1
2,3,4,2,3
2,3,4,1,1
1,1,7,7,1
1,4,2,7,4
1,1,7,0,1
2,3,7,2,2
2,0,7,2,1
2,3,4,1,1
1,1,2,7,1
1,1,7,7,1
2,3,7,2,2
1,1,3,7,1
2,3,7,2,2
2,3,4,2,4
1,1,7,7,6
1,1,2,7,1
2,3,7,1,1
1,0,7,0,6
1,1,2,7,3
1,5,3,7,1
1,1,7,0,1
1,1,2,7,3
1,1,2,7,3
1,1,3,7,3
1,5,3,7,1
1,1,2,7,1
2,0,7,2,3
2,3,4,1,1
1,2,2,7,1
1,5,2,7,1
1,1,7,0,1
1,1,7,0,1
1,5,3,7,4
1,1,2,7,3
1,1,7,7,0
1,1,7,7,1
2,3,7,2,1
1,1,2,7,1
2,3,7,2,3
2,3,7,2,3
2,3,7,2,2
1,1,2,7,1
1,1,7,7,0
2,3,4,2,1
1,5,3,7,3
1,1,7,7,6
2,3,7,1,1
1,5,3,7,3
1,1,7,7,1
2,3,4,1,3
1,1,7,0,1
1,1,7,7,6
1,5,2,7,1
2,3,7,1,1
1,5,3,7,4
2,3,7,2,2
7,1,7,7,6
2,3,7,1,1
1,1,2,7,3
2,3,7,2,3
2,3,7,1,1
2,3,7,1,1
1,1,2,7,3
1,1,2,7,4
2,3,3,2,3
2,3,3,2,4
1,1,7,0,1
1,1,2,7,1
2,3,7,1,3
2,3,7,2,1
2,3,4,1,1
2,0,7,2,2
1,1,3,7,3
2,3,4,1,1
1,1,7,7,1
1,1,7,0,1
1,1,2,7,1
2,3,7,2,1
1,1,2,7,1
1,1,7,0,6
2,3,3,1,1
2,3,7,2,1
1,1,7,0,6
2,3,4,1,1
2,3,7,2,1
1,5,3,7,1
2,3,3,2,3
1,1,3,7,3
1,1,7,7,1
2,3,4,1,1
1,1,2,7,3
1,1,7,7,1
1,1,2,7,0
1,1,7,7,1
2,0,7,2,3
1,1,2,7,1
1,1,7,7,1
1,1,2,7,1
1,1,2,7,1
2,3,7,2,1
1,1,2,7,1
2,3,7,2,3
2,3,4,1,1
2,3,3,1,1
1,1,7,0,6
1,5,3,7,1
2,3,7,2,2
1,5,3,7,1
1,1,7,7,0
2,3,7,2,3
1,1,2,7,1
1,1,7,0,1
2,3,4,1,1
2,3,3,2,4
1,1,2,7,1
2,3,4,1,1
2,3,4,1,1
1,1,7,0,1
1,1,3,7,1
2,3,3,1,1
1,1,1,7,0
2,0,7,2,3
1,0,7,7,6
1,5,3,7,3
1,1,7,0,6
1,1,2,7,1
2,3,7,1,2
2,3,7,2,2
1,1,7,0,1
1,1,2,7,3
1,1,7,0,1
2,3,3,2,4
2,0,7,2,1
2,3,3,2,3
1,1,7,7,6
7,0,7,7,6
2,3,4,1,1
1,1,7,0,6
2,3,7,1,2
1,0,7,0,6
1,1,2,7,1
2,3,3,1,1
1,1,7,7,1
2,3,7,2,2
1,1,7,7,0
1,1,7,0,6
2,3,7,2,1
2,3,7,2,1
2,3,7,2,3
7,1,7,7,6
1,5,3,7,1
1,1,2,7,1
2,3,7,2,3
1,1,7,7,1
1,1,7,7,0
1,1,7,0,1
2,3,4,1,1
1,1,3,7,1
2,3,4,1,3
1,1,2,7,1
1,1,7,7,6
1,1,2,7,3
2,3,4,1,1
1,5,3,7,1
1,1,7,7,6
1,1,3,7,3
2,3,3,2,3
1,1,7,0,1
2,3,7,2,3
1,1,2,7,3
1,1,7,0,6
2,3,7,2,2
1,1,3,7,3
1,1,7,7,1
1,1,2,7,1
2,3,4,1,1
1,5,3,7,3
1,1,7,7,0
2,3,7,2,1
1,1,7,0,6
2,3,4,1,1
1,1,2,7,1
1,1,2,7,1
2,3,3,2,3
2,3,4,1,1
1,1,7,7,1
2,3,7,2,3
2,3,7,2,3
1,1,7,0,1
2,3,3,2,4
2,3,4,1,1
1,1,7,7,1
