member_0,member_1
499.19999999999993,-729.0
-848.9480842102505,562.9232324351541
-650.6018938586149,241.2372626681473
-14.054619559052615,-4044.5055065306306
48.787390292665656,-334.15571899532955
-644.9870295408064,190.00978410660267
-611.0608385520103,-6394.330024007804
-627.4819449561952,342.0676625958594
,-1534.9460299999982
,-929.5
,-691.1050625224958
-52.66037937489308,-88747.60900782564
,520474.00241563545
762.129748606962,-2403.346158269819
-619.3392004704604,-2307.5956139323976
-759.7581880819507,1571.689218980064
-769.377451573939,1567.3188097873244
,-1258.7154280256
-685.1445225769772,657.5751480568761
-745.5507488793069,158.44393324012808
-721.3698389318887,268031.8074960734
-687.952831604039,391.2841650919175
-726.4685879379241,-2319004.785081617
,-212.0
-769.2659131434486,552029.2135900089
,-1588.1428005644088
-768.8670506826953,-55601.797597016746
-814.733683813671,221.89586001567454
-616.811038416308,331.70590746085173
,-1084.2599600000003
,-1412.576328609395
-42.341950569223535,-63527.90426863694
-264.20883035168987,-20258.798426119945
-796.9801595331471,27623816.703480132
-531.8284728668418,-65.89028377256867
-775.9609322500231,-40723.19704157347
-1454.1678222783657,619.7936897178998
314.6353470795954,-1318.1934841829286
-187.29389812010393,2571.4241126251054
,-346.5
-121.72905131188914,-147.12741353982824
535.3730158730159,-2004.5
,-34551.10092480319
-539.4474254600365,308692.69827375736
-580.8576989083952,-8243736.028171517
,-1285.3171899999988
-317.5706976961938,-232.78427665743254
-81.07569707412537,-128532.87771372318
,-1477.1666666666658
-704.9956696088166,248.0487074105921
,-1049.852644893568
-745.3935443028583,-1439.6755411230422
-710.6002675561829,-1666.776115265196
,
225.41732748520286,923208859.3014286
-610.3028037307715,-3398.721012863486
-270.02525637865585,2247732.0899601555
-138.48392169658388,-683785.1671417711
-701.6216027585103,663496.5560110816
541.2311789811791,-1039.5936195973773
-598.533413560297,5509.539926552938
,5483.037949258646
,-1751.0
-720.8917107645423,2651674.962688371
-565.0793802206126,236.65466508355462
-364.0071465806374,2758832.7026102887
-716.0889287078056,69174.08693847884
-510.39633739260455,1953.2624205712832
,-1305.0
-735.5763540443244,1937867.594772932
,-1483.0
-643.8177567218638,104.14328580498686
-11.660800616800415,-1253.9584891348177
-851.4942336563876,429.44963101404966
-484.02357629128664,52.74414275913886
-553.2112275103111,10022.453818011589
-781.4210995206549,-1541778.3411769958
-77.24386518177096,-687.8377863988076
184.8,-666.8333333333333
-793.9833569472011,1531.1718699537737
,-1369656.0855294715
,-1364.7030345294454
-572.2456160178481,1693.5592577319242
,-910.0
-403.5923303147402,204.90321900671307
-752.0120311139782,914642.6379311245
,-1269.931199999999
-702.5518612404369,121.32436284065966
,-inf
-568.6119031331855,10498.441897852737
,-1290.8162575648812
-701.8473433878719,-59.34986595355361
-874.353341899502,169.9678363609499
-829.1932377123609,-1894.6914326485094
,-1405.2083333333296
,-478.26540132529846
-625.0614294537222,2169.892403566095
,-1229.808323699385
-95.61913091514859,-4287.804975301487
-320.13572243977717,11699.857262995194
-734.1060430393993,21049.724461146747
,-312.77736894320617
-750.9026736633961,-143.319464664781
-1056.3617814266652,396.67403746380637
-123.26172062758225,113.48055354590772
525.0094731991172,15.83719541477302
,
-940.806183342494,-inf
,-1594.6410141403928
,-3017.039294172296
,-1176.7413488684576
,-1556.0
-815.9520301213888,506.4886307127174
-550.1563177921905,621.2572925452289
23.763249436452405,-439.3730879956075
-759.3478126703152,990.2379270051953
,-1285.768095323319
176.27197542832556,-4501.535638685825
-627.3517205872143,317.04219488858087
-767.3520849781703,387.2213425561051
-625.434775853535,203.03228153638085
-760.8783374806671,-645.7667981020235
-692.1467021654491,inf
,-inf
-565.4228427159186,302.9562681860725
-338.29905542540047,956649.0142692467
-357.1059875302983,35944.72343293072
,-4542.50247046194
-193.24812842409503,-32213.77428255538
-524.4021882265805,-1230.7281854445482
360.37301587301585,-507.5000000000018
,
-295.1099805454066,-194.85599561701
-678.7244481940966,709.8863580951966
,-1094.0
,
16.026053153287748,246790.90356239612
658.6269841269841,-465.0
,-1289.522286666668
,-17191671.620458134
-739.2292529815861,-46714948.6918733
,
245.20689293067815,-1527.4818674142373
-531.5529810561803,-239.88656317288184
-579.2035805103523,-94.99100248881227
-844.4476421539603,534.2965979493122
-160.08153782567612,-4535.649968382714
,-1006.1530447858187
-727.0136204451759,-207.66453384895192
-122.6335954028466,-2837.6995931989645
-647.067477448841,-585.8750633840203
-212.84129303022883,102194.38121975698
-718.6558757686644,8.281477634666029
101.64362194940648,324.40020365629687
-560.9900716945423,117.85724070235096
-500.5043389048271,485390.3883828232
,355.93019223515404
-678.2271280045952,769.1808677617599
-176.9285239040526,75518.48347345287
-683.1177374197389,247.18845673495036
-689.5552913421642,128.0501899662072
-794.911554093444,-10382.573500938553
-777.2395290168974,
,-1457.3499999999985
-741.4192611312683,-275501.7306844276
-437.2708141561831,5747.968450771639
,-5923.725883806075
-746.8643617433457,17895.436871369973
,-1156.5
-596.1644509267605,-19800117.859766867
570.1999999999999,-499.5
,-335.28743619249553
-650.9668587982643,1844.150027449232
,-603.5
-722.8882254088157,416.99306772690807
,-1416.6249999999984
-410.69237933738515,-1055.769718313432
,-1155.3516179387575
,-854.0
-480.4707445682423,569351.743358867
,294.4714665865927
-293.7686653392925,-49.15996036298851
-640.4811890583875,-584095.0854920819
,-1300.0
-505.5245149405462,13359.883045014865
231.00584733567473,-119185.0730253027
-648.0249945669411,922.7743786330581
-439.49058784749013,-7936.800316405567
-706.9714447165227,-57141.78836902008
-288.51354658394416,-754.7202881045093
615.4483760536292,-1166.1417002876992
,-1463.206149420291
,-1037.5
-514.8643883824361,-169847.21902271043
-686.2473024977564,437.12801097759683
,-1346.5
-730.7141416966845,-106794.20248833645
-412.9744187632384,253611.3023541608
-766.0502847420979,259.99499515782395
-675.0804248038223,514.1815077431287
-866.7026156335293,50.75255969933507
220.62177417384822,-435066010.1139677
-1063.6309639476974,-62.29642080055291
,-1536.5
-772.3650949792025,-780603.1441430913
-673.8333728480387,2732.4590472693785
inf,-211.39012824804786
-687.7786253764854,-317.014961353675
,
-653.4429709314953,127.81593842281039
-727.4403663676103,-5435.709683273169
-787.6205515739172,7084.751037758197
-237.80351949797011,-323.59037503797464
,
-523.2420538981844,-2494.6257753853583
,inf
-445.55374315990986,10738.736552661141
,inf
,-588.6470568770868
-611.4398163326603,1756740.052465257
,-648.9444124954111
-679.5654877565757,146.91505030758208
-84.46726935547429,-1329.3928644978266
-1135.439932949802,-inf
,-inf
-485.0474240658005,-5267.40729440081
,-1399.25
,-361.0
-786.5956987908952,2170.0869562636526
-42.60931458304182,-153514.16319801848
,-691.6284246579532
-503.63432475853955,65.5626734668368
,-547.1835477175453
-241.82037004748136,-2982.6932972164127
,-inf
-733.3891510063287,-inf
-624.7487360983876,166.86009041138212
-641.1747798769939,-25485.36912179883
-625.3992128228454,-25404.305427197047
862.295852723968,-5327065.298039131
-387.41548132074445,-5707.727736159264
-796.3716103132446,679.5274245369104
,-1431.754398112311
-538.922345510666,-10084.337100922148
61.94717281030257,-9406.61798009857
