member_0,member_1,member_2,member_3,member_4
0,2,7,0,2
0,2,7,0,2
0,3,7,1,2
0,3,2,1,2
0,1,7,1,2
0,3,7,0,2
0,3,7,1,2
2,1,2,1,2
0,1,7,1,2
0,2,7,0,2
7,4,2,2,2
0,1,2,1,2
0,3,7,0,2
0,3,2,1,2
1,1,2,1,2
0,3,7,0,2
0,1,7,1,2
0,3,7,0,2
0,0,7,1,2
0,1,7,1,2
0,1,7,1,2
0,2,7,0,2
7,1,2,1,2
0,3,7,0,2
0,3,7,1,2
7,1,2,2,2
0,2,7,0,2
3,1,7,1,2
0,1,7,1,2
0,1,7,1,2
0,1,2,1,2
0,3,7,1,2
0,1,2,1,2
0,3,7,0,2
7,4,7,1,2
0,2,7,0,2
0,1,2,1,2
0,3,7,1,2
0,3,7,1,2
0,3,7,1,2
2,1,2,1,2
0,1,2,1,2
0,2,7,0,2
0,3,7,1,2
1,1,2,1,2
7,2,2,1,2
0,2,7,0,2
0,3,7,1,2
0,3,7,0,2
0,3,7,0,2
2,1,2,1,2
0,2,7,0,2
0,3,7,1,2
0,1,2,1,2
0,3,7,1,2
0,2,7,0,2
0,2,7,0,2
0,1,7,1,2
0,3,2,1,2
0,1,7,1,2
0,2,7,0,2
0,4,7,1,2
0,1,7,1,2
0,2,7,0,2
7,4,2,2,2
0,2,7,0,2
0,3,7,1,2
7,4,2,1,2
7,1,2,1,2
7,1,2,1,2
0,2,7,0,2
1,1,2,1,2
0,3,7,0,2
1,1,2,1,2
0,1,7,1,2
7,4,2,2,2
0,3,7,1,2
0,3,7,0,2
7,4,2,2,2
0,3,7,1,2
0,1,2,1,2
0,3,7,1,2
0,1,2,1,2
0,3,7,0,2
0,1,7,1,2
7,3,2,1,2
7,4,2,1,2
0,1,2,1,2
7,5,2,2,2
0,3,7,0,2
7,1,2,2,2
7,1,2,2,2
0,3,7,1,2
7,1,2,1,2
7,4,2,2,2
0,3,7,0,2
7,4,2,1,2
0,1,2,1,2
0,2,7,0,2
0,1,7,1,2
1,1,2,1,2
0,3,7,0,2
7,1,2,1,2
7,5,2,2,2
0,3,7,1,2
0,3,7,1,2
0,1,2,1,2
0,3,7,1,2
0,3,7,1,2
7,1,2,2,2
0,1,7,1,1
7,4,2,1,2
7,4,7,1,2
2,1,2,1,2
0,2,7,0,2
0,1,7,1,2
0,1,2,1,2
2,1,2,1,2
0,3,7,1,2
0,3,7,1,2
0,3,7,1,2
0,3,7,1,2
7,3,2,1,2
0,1,2,1,2
7,4,2,1,2
7,4,2,1,2
0,0,7,1,2
0,3,7,1,2
0,2,7,0,2
2,1,2,1,2
0,2,7,0,2
7,4,2,1,2
7,4,2,2,2
0,3,7,1,2
0,3,7,1,2
0,1,7,1,2
7,5,2,2,2
7,1,2,2,2
0,3,7,0,2
7,5,2,2,2
7,4,2,1,2
7,3,2,1,2
7,1,2,2,2
7,5,2,2,2
0,1,2,1,2
0,3,7,1,2
0,3,7,0,2
0,2,7,0,2
0,1,7,1,2
0,3,7,1,2
7,5,2,2,2
0,3,7,1,2
0,1,7,1,2
0,2,7,1,2
0,1,2,1,2
7,1,2,1,2
1,1,2,1,2
0,1,7,0,2
0,3,7,1,2
7,1,2,1,2
7,1,2,1,2
0,3,7,1,2
0,3,7,1,2
0,1,2,1,2
0,3,7,1,2
7,1,2,1,2
0,1,7,1,2
0,1,2,1,2
0,1,2,1,2
7,5,2,2,2
0,1,2,1,2
2,1,2,1,2
1,1,2,1,2
7,4,7,1,2
2,1,2,1,2
7,1,2,2,2
0,3,7,1,2
0,2,7,0,2
0,2,7,0,2
3,1,2,1,2
0,3,7,0,2
2,1,2,1,2
0,3,7,1,2
0,3,7,1,2
0,2,7,0,2
7,1,2,1,2
0,2,7,0,2
1,1,2,1,2
0,3,7,0,2
0,1,7,1,2
0,3,7,0,2
0,2,7,0,2
0,2,7,0,2
0,3,7,0,2
7,1,2,1,2
0,3,7,1,2
0,2,7,0,2
3,1,2,1,2
0,1,2,1,2
1,1,2,1,2
3,1,2,1,2
7,5,2,2,2
0,3,7,1,2
0,3,7,1,2
0,3,7,1,2
0,3,7,0,2
0,3,7,1,2
1,1,2,1,2
0,2,7,0,2
0,2,7,0,2
0,1,7,1,2
7,1,2,2,2
0,1,2,1,2
7,5,2,2,2
0,3,7,1,2
0,2,7,0,2
0,1,7,1,2
0,3,7,0,2
3,1,2,1,2
7,1,2,2,2
0,1,2,1,2
0,1,7,1,2
1,1,2,1,2
0,3,7,1,2
0,2,7,0,2
2,1,2,1,2
0,3,7,0,2
7,1,2,1,2
0,1,7,1,2
7,1,2,1,2
0,3,7,1,2
0,1,7,1,2
0,3,7,0,2
7,5,2,2,2
0,3,7,1,2
