member_0,member_1,member_2,member_3,member_4
7,5,5,1,2
0,7,4,1,1
0,5,4,1,0
0,5,4,1,2
7,0,5,1,2
0,0,4,1,2
7,0,5,0,7
0,0,4,1,2
0,6,5,1,2
0,0,4,1,0
0,0,4,1,2
4,5,5,2,0
0,0,4,1,2
0,0,4,1,0
0,5,4,1,2
0,7,4,1,1
0,0,5,1,2
0,6,4,2,1
7,7,5,1,7
0,0,5,1,2
0,0,4,1,2
0,0,4,1,2
7,0,5,0,7
0,5,4,2,2
7,7,5,1,7
0,5,5,1,7
0,0,4,1,2
0,5,4,1,0
7,5,5,1,7
7,5,5,1,2
0,0,5,1,2
0,0,4,1,0
0,0,4,1,0
7,0,5,1,2
7,5,5,1,2
5,7,5,1,7
0,4,5,1,7
0,5,5,1,2
0,0,5,1,0
7,5,5,0,7
7,0,5,1,2
0,1,5,0,2
0,7,4,1,0
0,7,4,1,0
0,6,4,2,1
7,4,5,1,7
0,5,5,1,2
0,5,5,1,2
7,5,5,1,2
0,0,4,1,2
4,5,5,1,2
7,0,5,1,2
0,0,4,1,2
5,5,5,1,2
0,5,4,1,2
0,0,4,1,2
0,0,4,1,0
0,5,4,2,1
0,4,5,1,7
0,0,4,1,2
5,0,4,1,2
7,0,5,0,2
7,5,5,1,7
0,5,5,1,0
5,5,5,1,2
0,6,4,1,1
7,7,5,1,7
5,5,5,1,2
7,5,5,1,2
7,6,5,1,2
7,7,5,1,2
7,0,5,0,2
7,5,5,1,2
0,5,5,1,2
7,0,5,0,7
0,0,4,1,2
0,5,4,1,2
0,4,5,1,7
7,5,5,1,7
0,5,4,1,0
0,0,5,1,2
0,6,4,2,1
7,0,5,1,7
0,0,4,1,0
0,0,5,1,2
0,6,4,2,1
0,0,5,1,2
0,6,4,2,0
7,7,5,1,7
4,4,4,2,0
0,0,4,1,2
0,0,4,1,0
0,0,4,1,0
7,6,5,0,6
0,0,4,1,2
7,6,5,1,7
5,0,5,1,2
0,0,5,1,2
0,5,4,1,2
0,0,4,1,2
0,0,4,1,0
0,0,4,1,1
7,7,5,1,7
0,0,4,1,2
0,0,5,0,0
0,5,5,1,0
7,4,5,1,7
7,5,5,0,3
4,5,5,1,0
7,4,5,1,7
0,0,4,1,2
7,7,5,1,7
0,6,4,2,0
0,0,4,1,2
7,0,5,0,7
0,0,5,1,0
5,6,5,1,7
0,0,4,1,2
0,0,5,1,0
0,0,4,1,2
5,5,5,1,0
0,5,4,2,1
0,0,4,1,2
0,0,4,1,0
0,5,4,1,0
7,5,5,1,2
0,0,4,1,2
7,0,5,1,2
5,0,5,1,2
4,4,5,1,0
0,0,4,1,0
0,0,4,1,0
0,5,5,1,7
0,0,4,1,0
0,0,4,1,2
0,4,5,1,7
0,5,4,1,2
0,0,4,1,0
7,0,5,0,2
0,0,4,1,0
0,0,5,1,2
5,0,5,1,2
3,4,5,1,7
0,4,5,1,7
7,7,5,0,6
7,6,5,1,2
7,6,5,1,7
4,4,5,1,0
0,0,4,1,0
0,4,5,1,7
7,6,5,0,3
7,0,5,0,7
5,0,4,1,2
0,0,4,1,2
7,7,5,1,7
0,0,4,1,0
0,5,4,1,2
7,6,5,1,2
7,7,5,1,2
5,4,5,1,0
0,6,4,1,2
4,4,4,1,0
0,5,5,1,2
0,5,4,1,0
5,0,4,1,2
7,6,5,0,3
7,0,5,1,2
0,0,4,1,0
7,5,5,1,7
0,5,5,1,7
0,5,4,2,2
0,0,4,1,2
0,0,5,1,2
7,6,5,0,6
0,1,4,0,2
5,5,5,1,0
7,0,5,1,2
0,4,5,1,2
7,7,5,0,7
0,0,4,1,0
0,5,4,1,2
0,0,5,1,2
7,5,5,1,7
0,4,4,1,0
5,0,5,1,7
7,5,5,1,7
7,0,5,1,2
0,0,4,0,0
0,0,4,1,0
0,5,5,1,2
0,6,4,1,0
0,0,4,1,2
4,5,4,1,0
0,0,5,1,2
0,0,5,1,2
7,0,5,1,2
0,0,4,1,2
0,5,5,1,2
0,0,5,1,2
0,0,5,1,2
7,6,5,0,3
7,5,5,0,6
0,0,5,1,2
7,4,5,1,7
0,0,5,1,2
0,0,4,1,1
0,0,4,1,2
0,0,5,1,2
0,5,4,1,2
0,0,5,1,2
0,6,4,1,0
0,5,4,1,2
0,7,4,1,2
0,0,5,1,0
7,5,5,1,2
0,0,4,1,2
0,5,5,1,2
0,0,4,1,0
7,0,5,0,7
0,0,4,1,0
0,0,4,1,2
7,0,5,1,2
0,0,5,1,7
0,5,4,1,2
0,5,4,2,0
0,0,4,1,0
0,5,4,2,1
0,0,4,1,0
0,0,4,1,2
0,5,4,2,0
7,0,5,0,2
0,5,5,1,7
7,4,5,1,7
7,6,5,0,6
5,6,5,1,2
