member_0,member_1
,-12.0
-3657322.4758008653,910.0
inf,-5.0
1401.0,-7.75
-4759377869.339755,125.16
-246870.132443439,2749.75
inf,-12.0
inf,-12.0
inf,-12.0
,-12.0
inf,-9.0
inf,-5.0
-2811071.688102708,396.34000000000003
inf,-9.0
inf,-9.0
-438701.5282405239,206.84
1347.8500000000001,-2.5
1401.9900000000002,-2.5
inf,-9.0
inf,-9.0
2476.29,-7.75
,-12.0
-2134323.7750035813,505.67
,-9.0
-3087360.149138583,776.16
449.53999999999996,-2.5
inf,-9.0
-386358.0838202954,175.66
,-12.0
-5419752.412273321,39098.5
-2453150.673088107,730.5
inf,-9.0
inf,-12.0
-1793491.111912135,531.34
-2264438.374451346,293.75
,-5.0
-1492314.578488484,351.25
-3858648.9446102,820.5799999999999
-426904.2870227925,230.16
inf,-12.0
-4494314.83731123,446.0
,-10.75
inf,-9.0
inf,-9.0
-139295.7565517241,1038.5
-1417288.5927436645,536.34
inf,-12.0
inf,-12.0
-7767590.162912732,870.66
inf,-9.0
,-9.0
inf,-9.0
inf,-9.0
-83878.25838575399,109.0
2095.5500000000006,-6.5
inf,-9.0
inf,-9.0
-20405594568.514317,100.16
-4064234.70221625,1181.3400000000001
-840548231.4670202,9.0
-673363.7271995279,173.32999999999998
-2891237620.182751,99.5
-296481.74938064854,254.34
-30353.371629605925,39.0
-4218418.4984738855,941.66
,-12.0
,-12.0
-11857.539637460452,85.34
inf,-7.0
inf,-9.0
-3653.0399999999995,-7.75
-1598124.1661961786,764.16
1192.1499999999999,-2.5
-2535.7741935483864,26.0
,-12.0
-20500.22679245283,381.75
inf,-12.0
-870.1299999999997,-7.75
inf,-12.0
-743105.0663194527,290.34000000000003
-116538.30621081326,2738.5
inf,-12.0
inf,-9.0
-inf,84.42
2091.07,-7.75
-256461164077.38516,182.34
-52619.26165413535,143.0
inf,-9.0
-1619456.0549669329,485.34000000000003
inf,-12.0
inf,-9.0
-3998874976.083864,98.16
-1157855.0168758521,7317.25
,-12.0
inf,-9.0
,-12.0
-516276.76589623577,411.34000000000003
inf,-9.0
-364584.2865528279,266.65999999999997
inf,-5.0
inf,-9.0
,-5.0
,-9.0
1950.7199999999996,-7.75
inf,-5.0
-2796731.6885237033,479.58
-1408514.395781016,511.5
-336227.426214194,194.5
-47048085.08096255,924.16
-17515.584532966648,18.0
-271347.3874134814,244.66
335.21000000000004,-7.75
inf,-9.0
-2295762.530797624,400.34000000000003
-1600120662391.7478,130.34
-27200.109803921572,242.25
-647604.4119300123,358.34000000000003
-4686607730.905855,112.66
,-9.0
inf,-12.0
-inf,87.33
,-9.0
inf,-9.0
inf,-9.0
-29157.83612781401,-4.0
,-9.0
inf,-9.0
-267996452681.58316,126.84
inf,-12.0
-762622.6166384496,266.5
-220244.46233184717,159.34
inf,-12.0
inf,-12.0
inf,-9.0
-1195902423445.37,114.0
inf,-9.0
inf,-12.0
inf,-9.0
-144051.21166100938,287.0
inf,-12.0
,-12.0
inf,-9.0
inf,-9.0
3535.8500000000004,-7.75
-62116420643.37026,198.16
-9571854.300297812,88.42
inf,-12.0
-119211.89160661187,146.66
-91014.81878531464,12.0
-770374.7871888927,359.5
,-12.0
inf,-13.0
inf,-9.0
-9948497.045509411,1285.5
inf,-7.0
2922.01,-7.75
inf,-9.0
inf,-9.0
-1908258.0394556683,869.34
-1146.6299999999999,-7.75
-2459834.040916072,526.66
-85201.79334615974,3.0
inf,-12.0
inf,-12.0
inf,-9.0
inf,-9.0
inf,-12.0
inf,-12.0
inf,-9.0
inf,-9.0
inf,-13.0
,-9.0
-705792.4960359312,424.5
,-12.0
1395.5100000000002,-7.75
inf,-9.0
-230.07000000000008,-7.75
-1616136.0653831451,883.5
inf,-9.0
-52355712994.72229,116.16
inf,-9.0
-1124310.0168378046,359.84000000000003
inf,-9.0
-4487255.464544182,1108.3400000000001
-945013.1890102555,253.34
inf,-5.0
,-12.0
inf,-5.0
,-10.75
-2187849.4514497113,671.16
,-9.0
-11540884.689213641,950.34
-102.10000000000004,-7.75
-195.75,-7.75
-1381795.8824890568,558.84
-666793.0870724794,296.5
-242401957700.36133,103.84
inf,-12.0
,-12.0
908.26,-4.5
-191158.8443119321,216.5
-847742.75899283,505.15999999999997
inf,-9.0
2991.1000000000004,-7.75
inf,-9.0
inf,-9.0
inf,-9.0
-87209958954.7833,111.84
,-9.0
-10071376339.672293,125.5
-2580920.6485726363,968.66
inf,-9.0
inf,-12.0
inf,-9.0
-2166291.9438010743,910.16
-19886.09392156862,242.25
inf,-9.0
-64404998.344790414,4.0
,-5.0
-66521582151.32164,37.0
-1365.6499999999996,-7.75
-808134.8055119072,227.66
inf,-9.0
-43247169.60995795,931.25
inf,-9.0
,-9.0
,-9.0
-151.65,-2.5
2774.5300000000007,-7.75
inf,-9.0
,-9.0
-4366770.79376968,792.5799999999999
-1706888.204447891,329.15999999999997
-37987.20016027409,138.16
-1221.75,-7.75
-inf,230.5
-444028.86164678505,311.34000000000003
inf,-9.0
inf,-9.0
inf,-9.0
-1552746.986441386,834.0
inf,-12.0
inf,-9.0
-32585.56936086114,130.5
-506840.6010641413,300.65999999999997
inf,-12.0
-930580.7269681096,579.34
inf,-9.0
inf,-5.0
,-12.0
inf,-13.0
inf,-9.0
inf,-9.0
,-12.0
inf,-9.0
inf,-9.0
inf,-9.0
-12151.171568857273,9.0
-22483565604.590034,92.84
inf,-9.0
-2136163.6885893596,319.5
-2931.8703703703704,21.0
-962789.1064508004,342.0
inf,-12.0
-291094.1279625478,174.16
-37127.1736737871,116.16
-133892.45013245032,742.25
-46419.00990099009,489.25
-7993.166666666663,14.25
-192295.58185944168,185.34
-1426576.5962790244,500.84000000000003
,-12.0
,-12.0
-5887111.437601897,87.34
,-12.0
inf,-12.0
-5316985.863030925,678.0799999999999
-5295701.663334768,643.0
-3116.215638605903,1.0
inf,-9.0
,-9.0
inf,-9.0
inf,-9.0
1511.79,-2.5
-486271433150.6621,120.0
inf,-9.0
inf,-12.0
,-9.0
4640.99,-7.75
-11251.938151117954,8.0
inf,-12.0
-1426232.0000836453,352.84000000000003
inf,-9.0
inf,-9.0
inf,-9.0
,-12.0
-2044939.2742162747,601.0
,-12.0
,-12.0
-94614646111.81546,100.66
-14569.750949218653,24.0
-1029884.6332402469,485.0
inf,-9.0
-99363.96628834741,143.34
,-9.0
-1710437.141358642,718.0
-609716.3242958533,350.65999999999997
770.42,-2.5
-804.5,-4.5
,-7.0
8.0,-7.75
inf,-9.0
414.42999999999995,-7.75
-120325.66731422511,168.16
inf,-5.0
-540198476.6945517,17.0
-39792.10258620022,152.84
inf,-9.0
-2419933.100775194,123.0
inf,-9.0
inf,-9.0
