member_0,member_1
-inf,32338.679877456216
21767.778899314664,-inf
,-inf
37428.68382391588,-inf
-229265161.05689588,127680.83861086676
-5969406.864457164,64826.488112366686
,-inf
11994.677720985523,-inf
8710.568310387998,-inf
,-inf
,-inf
-3730879.755131023,55850.188113464086
,-inf
-inf,278846.01670113514
-28246569.151473656,-inf
,-inf
,-inf
,-inf
-inf,25211.59165998006
,-inf
-30379.04976804316,129090.90298182389
-inf,136731.59416062507
,-inf
,-inf
,-inf
,-inf
-inf,30514.537502857635
,-inf
-inf,60893.63960872736
13624.087872080754,-inf
,-inf
-76914836.6722682,356758.99947235954
,-inf
,-inf
,-inf
,-inf
-inf,170869.818995163
,-inf
,-inf
,-inf
-inf,60469.65677400392
-inf,45164.43324432807
,-inf
,-inf
,-inf
,-inf
,-inf
-1950567.5789970795,50884.90832249441
-2224790.8661378087,46237.49103921883
,-inf
,-inf
13233.448179727151,-inf
-62004943.84847643,52362.47268342811
,-inf
-4272586.011693224,50901.04588382285
,-inf
,-inf
-inf,173136.43293773066
,-inf
-inf,252171.61457768927
,-inf
-125977.6089593572,31147.78136842854
,-inf
,
-10566805.7324215,38376.483194641856
,-inf
,-inf
-1791821.0852200885,124014.36006755728
-152825437.3221059,83655.17221238736
-1150094010.391198,569454.9862440879
,-inf
,-inf
,-inf
-inf,33881.855768092784
-inf,19840.7267739789
-93658.59062100813,42086.729272246885
,-inf
,-inf
,-inf
-45427674.616083205,167698.45768664067
,-inf
49182.97499859946,-inf
-65158.49260149026,35239.11277119183
-83771682.920224,245054.81260207604
-32240093.04580101,40572.28703268899
5375.356387891638,-inf
-162306612.6414004,238286.53880534554
,-inf
-10010009.157977752,42469.7809406629
-309796486.9275213,198761.96222791728
-62445081.89209203,67050.86598860577
41301.651786176226,-inf
-inf,247702.17440161633
-97207.0395081499,83152.6596822008
-103474.63564071237,102093.91208907591
,-inf
-34766.471599986085,-inf
,-inf
-inf,23182.622923489118
,-inf
,-inf
,-inf
,-inf
,-inf
,
,-inf
,241998.96538300143
,-inf
,-inf
-15195692.7704926,-inf
-10919823.520861715,81273.43734588668
47683.10394724103,-inf
,-inf
-51645259.352058224,82641.67053506516
-248076.4159358675,-inf
50750.79369363534,-inf
,-inf
,-inf
-inf,186648.44438129655
30885.590189005765,31150.267478751593
-12600911.027827386,88528.6059462427
7489.867921366798,-inf
,-inf
-844369.95873587,35553.83324204789
5352.788913164578,-inf
inf,-inf
-inf,115024.99459349952
,-inf
-inf,71109.35072960219
,-inf
-3753270.597293872,48688.097824039556
,-inf
,-inf
-4573673.786789714,31208.752624384368
-inf,108878.96636621754
,-inf
,
15912.876814409898,-inf
-145398519.52188355,116784.16283630031
-44910806.86904876,60033.972610324905
,-inf
-19093.887168189984,28779.22775090555
-4414.249319247656,-inf
-60958.66110971762,26292.08244668554
-57378289.03437688,85734.49634911193
,
,-inf
33716.09995243282,-inf
-96461364.85311347,212677.8331373817
,-inf
inf,-inf
,-inf
-inf,123691.92336888287
-70533.0003646598,33560.151883746774
,-inf
inf,-inf
-inf,63299.99149852205
,-inf
-11426.249416018685,-inf
-257320.45388277498,-inf
,-inf
,-inf
-inf,21044.152003617517
-32441136.49474479,102574.23181175227
,-inf
,-inf
-1590370.0320070838,85507.9395429781
-514165688.1580405,-inf
29377.96850862639,-inf
-1130077.4206779439,94306.5842327227
-138825.41747601013,215094.847953285
,-inf
,-inf
,-inf
-76637.73930135087,33610.14531114054
,-inf
,-inf
-inf,110791.33483571226
,-inf
-400227.6017523479,82015.4828602639
,-inf
-26808819.53550419,120757.40770069565
17636.732973001202,-inf
43675.349784485465,-inf
,-inf
,-inf
-inf,50134.645095322514
,-inf
15031.420613859042,-inf
,-inf
,-inf
,-inf
878.7815885357403,-inf
,-inf
,-inf
,-inf
-inf,25033.751907535243
,-inf
,-inf
-92106.60253016403,68573.70409593768
6551.120852465823,-inf
,-inf
,-inf
,-inf
,-inf
-464831.05239133356,123811.76968796055
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
-728728.8628776263,-inf
-inf,160638.38656493402
,-inf
,22066.238030569195
,-inf
-1061715.2644543357,168618.02521123315
34365.52545906346,-inf
,-inf
,-inf
,-inf
-68433191.7832834,-inf
,-inf
-509106.94353365025,217865.4121500081
,-inf
,-inf
-inf,48158.98466380338
,-inf
,-inf
,-inf
-575408930.7971939,274944.85790566663
,-inf
-110854369.94095096,66168.78033435739
,
-inf,103114.19381292987
,-inf
42777.83478034001,-inf
10035.973404390923,-inf
-434443.594683323,19502.194286517326
-104731673.06397554,125585.71567679469
,-inf
,-inf
-153330432.962241,127889.17215669618
10231.615254700318,-inf
,-inf
,-inf
23551.694265600076,161229.49240468018
,-inf
,-inf
-240293652.92466778,263727.66644005524
,-inf
-3504707.6154461876,-inf
,-inf
-4316944.506415114,27653.694146895843
-10699889.696722936,96109.28194801614
-inf,47968.306661621806
,-inf
-3143346.5276393862,151592.24784932935
-inf,86339.15082454582
