member_0,member_1
-inf,
,
,
,-inf
,-inf
,-inf
-inf,4.0
,-inf
,-inf
,
,-38.0
,
,-inf
15.0,-inf
,
,-88.0
,-inf
-inf,-inf
,-inf
,
,-inf
-inf,
-inf,
-inf,
,-inf
-inf,
-inf,
-inf,
-inf,
,
,
,
-inf,
,-inf
-inf,39.0
,
-inf,
,-inf
-inf,29.0
,
,-88.0
-inf,
15.0,-inf
,-inf
,-59.0
-inf,
,-inf
,-inf
,-inf
,
,-inf
-inf,
,-inf
,
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
-inf,
,-inf
,
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,
,
,-inf
-inf,
,-inf
,
,-inf
-inf,
-inf,
,
-inf,
,-inf
,
,-inf
,
,-inf
,-inf
,
,-inf
,-inf
-inf,
,-inf
-inf,
-inf,
,
,-inf
-49.6,
,-inf
,-59.0
,
,
,-59.0
,-inf
,-inf
,
,
-inf,
,-inf
,-inf
,-inf
,-inf
,-inf
-inf,46.0
,-inf
,-88.0
,-inf
-inf,29.0
,
-inf,
,-inf
-inf,
,-inf
-inf,
,-inf
,-63.0
,-91.0
,-inf
,
,-inf
,
-inf,
,-36.0
,-inf
,-inf
-inf,
,-88.0
,-inf
,-inf
,-inf
,-59.0
-inf,
,-inf
,-inf
,-inf
-inf,
,-88.0
,
-inf,
,-inf
,-inf
,
,-inf
,
,
-inf,20.0
,
-inf,5.0
,
,
,-inf
,-inf
,-71.0
,-inf
-inf,
,
-inf,
,-inf
,-inf
-inf,
,-inf
,
,-inf
,-inf
,-inf
,-inf
,
,
,-inf
,
,
-inf,
,
-inf,
