member_0,member_1
,
inf,
,
,-inf
-inf,
-inf,
0.0,-inf
,
-inf,
,
-1.0,inf
-inf,
,-inf
,-inf
-1.3333333333333333,
,
,
,-inf
-inf,inf
,-inf
,-inf
,-inf
-inf,
-inf,
,
,-inf
-inf,34.5
-inf,0.0
,-inf
,-inf
,
-0.5,-inf
,-inf
,-inf
,
,-inf
,
-0.5,
,-inf
,-inf
,-inf
,-inf
,-inf
-inf,
,
,-inf
,-inf
,-inf
,
-inf,inf
,-inf
,-inf
,-inf
,-inf
,
,
,
-inf,inf
,
-inf,
-inf,inf
,
,-inf
-inf,
,-inf
,-inf
-inf,inf
,-inf
-inf,
,-inf
-inf,34.5
,-inf
,
,-inf
,
,-inf
-inf,
,-inf
,-inf
,-69.0
,-inf
,-inf
,-inf
,-inf
-inf,inf
,-inf
,-inf
,-inf
-0.6666666666666666,
,-inf
-inf,
,-inf
,-inf
-inf,
,-inf
-inf,
,-inf
,-inf
,
-inf,
,-inf
,-inf
-inf,
-inf,
,
,
-inf,
,
,
,
,-inf
,-inf
,
,-inf
-inf,0.0
,
-inf,
,-inf
,-inf
,
,
-inf,
-inf,
-inf,inf
,-inf
,-inf
-inf,
,-inf
-0.75,34.5
-inf,
,-inf
,-inf
,-inf
,-inf
-inf,
,
-inf,
,
,-inf
-inf,inf
,-inf
-inf,inf
-0.5,
-inf,inf
-inf,
,-inf
,
,
,
-inf,-inf
-inf,
,
-inf,inf
,
-inf,0.0
-inf,
inf,
-inf,
,
-inf,
-inf,0.0
-0.75,
-0.5,
inf,
,-inf
-inf,
,
0.0,-34.5
,-inf
,
-inf,
,-inf
,-inf
,-inf
,-inf
-inf,inf
-inf,
-inf,
0.0,-inf
-0.75,-inf
0.0,
1.0,-69.0
,
-inf,
,-inf
,
