member_0,member_1,member_2,member_3,member_4
7,0,7,0,9
7,0,7,0,7
7,9,7,0,0
7,9,7,0,0
7,9,7,0,0
7,9,7,0,0
7,0,7,0,7
7,9,7,0,0
7,0,7,0,7
7,8,7,1,0
7,9,7,0,0
7,0,7,0,7
7,0,7,0,8
7,0,7,0,7
7,9,7,0,0
7,0,7,0,8
7,0,7,0,8
7,0,7,0,7
7,9,7,0,0
8,0,7,2,9
8,0,7,1,9
7,6,6,2,0
7,0,7,0,7
7,6,6,2,0
7,0,7,0,8
7,0,7,0,8
7,0,7,0,8
8,0,7,1,9
6,5,6,3,0
7,8,7,0,0
7,9,7,0,0
7,9,7,0,0
7,0,7,0,8
6,4,6,3,0
7,0,7,0,7
7,0,7,0,7
7,0,7,1,9
7,0,7,0,7
8,0,8,2,9
7,0,7,0,8
7,9,7,0,0
6,4,6,3,0
7,0,7,0,7
7,9,7,0,0
8,0,7,2,9
6,5,6,3,0
8,0,7,2,9
7,0,7,0,9
7,9,7,0,0
8,0,7,2,9
7,7,7,1,0
8,0,7,1,9
7,0,7,0,7
8,0,7,1,9
7,9,7,0,0
7,0,7,0,7
8,0,7,2,9
7,0,7,0,8
7,6,6,2,0
6,4,6,3,0
7,9,7,0,0
7,8,7,1,0
7,9,7,0,0
7,9,7,0,0
7,8,7,1,0
7,0,7,1,9
7,0,7,0,8
7,0,7,0,8
7,9,7,0,0
7,9,7,0,0
7,0,7,0,7
7,9,7,0,0
7,0,7,0,8
6,3,5,3,0
7,0,7,0,7
7,0,7,0,7
7,0,7,0,7
6,5,6,3,0
7,9,7,0,0
7,0,7,0,7
7,0,7,0,8
7,9,7,0,0
7,9,7,0,0
7,0,7,0,7
7,0,7,0,7
7,9,7,0,0
7,0,7,0,8
7,6,6,2,0
7,0,7,0,8
7,9,7,0,0
8,0,7,2,9
6,5,6,3,0
7,0,7,0,8
7,0,7,0,7
7,7,7,1,0
6,4,5,3,0
7,9,7,0,0
7,9,7,0,0
6,5,6,3,0
7,0,7,0,7
7,9,7,0,0
7,9,7,0,0
6,5,6,3,0
8,0,8,2,9
7,0,7,0,8
7,9,7,0,0
7,9,7,0,0
7,9,7,0,0
7,0,7,0,7
7,0,7,0,7
7,6,6,2,0
7,9,7,0,0
7,9,7,0,0
6,5,6,3,0
6,4,6,3,0
7,0,7,0,7
7,9,7,0,0
7,0,7,0,7
8,0,7,1,9
7,0,7,0,7
7,9,7,0,0
7,0,7,0,7
7,9,7,0,0
7,0,7,0,7
7,9,7,0,0
7,0,7,0,7
7,0,7,0,7
8,0,8,2,9
7,6,6,2,0
7,9,7,0,0
6,5,6,3,0
7,0,7,0,7
7,9,7,0,0
7,0,7,0,8
7,0,7,0,7
7,0,7,0,7
7,0,7,0,7
7,0,7,0,8
7,0,7,0,9
7,0,7,0,8
7,0,7,1,9
6,4,6,3,0
7,0,7,0,9
7,9,7,0,0
7,9,7,0,0
7,0,7,0,8
7,0,7,0,8
7,0,7,0,7
7,9,7,0,0
7,0,7,0,7
7,9,7,0,0
7,8,7,1,0
7,9,7,0,0
7,6,6,2,0
7,0,7,1,9
7,9,7,0,0
7,0,7,0,8
7,0,7,0,7
8,0,7,1,9
7,9,7,0,0
7,0,7,0,8
7,0,7,0,8
6,5,6,3,0
7,0,7,0,7
7,0,7,0,8
7,0,7,0,8
7,0,7,0,7
7,0,7,0,7
7,0,7,0,8
7,0,7,0,8
7,0,7,0,8
7,0,7,0,7
6,6,6,2,0
7,9,7,0,0
7,0,7,0,8
7,0,7,0,8
7,0,7,0,8
7,0,7,0,7
6,4,5,3,0
7,9,7,0,0
6,6,6,2,0
7,0,7,0,8
7,0,7,0,8
7,9,7,0,0
6,4,6,3,0
7,0,7,0,7
6,5,6,3,0
7,9,7,0,0
7,0,7,0,8
7,0,7,0,7
7,0,7,0,8
7,0,7,0,7
7,9,7,0,0
6,5,6,3,0
7,9,7,0,0
7,8,7,0,0
7,9,7,0,0
7,7,7,1,0
6,6,6,2,0
7,0,7,0,8
6,5,6,3,0
7,9,7,0,0
8,0,7,2,9
7,0,7,0,7
7,9,7,0,0
7,0,7,0,8
7,0,7,0,7
7,9,7,0,0
7,0,7,0,8
7,0,7,0,9
7,9,7,0,0
7,0,7,0,8
7,9,7,0,0
7,0,7,0,8
6,5,6,3,0
7,0,7,0,9
8,0,7,1,9
7,0,7,0,8
7,0,7,0,8
7,9,7,0,0
7,9,7,0,0
6,4,6,3,0
7,9,7,0,0
7,0,7,0,8
7,0,7,0,7
7,9,7,0,0
7,0,7,0,7
7,9,7,0,0
7,0,7,0,8
7,8,7,1,0
7,9,7,0,0
7,9,7,0,0
7,0,7,0,7
7,0,7,1,9
7,0,7,0,7
6,4,6,3,0
7,0,7,0,7
7,9,7,0,0
7,9,7,0,0
