member_0,member_1,member_2,member_3,member_4
6,0,3,6,5
4,3,3,5,5
0,9,1,7,4
6,0,7,7,5
6,0,6,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
6,0,6,7,5
4,3,3,6,5
4,3,3,6,5
6,0,4,7,5
0,9,0,7,5
4,3,3,6,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
6,0,7,7,5
6,1,3,6,5
0,9,0,7,5
4,3,3,5,5
4,4,2,4,5
4,3,3,6,5
4,2,3,6,5
4,4,3,5,5
0,9,0,7,5
6,0,9,7,5
0,9,0,7,5
4,2,3,6,5
6,0,5,7,5
6,0,4,7,5
0,9,0,7,5
6,0,8,7,5
6,0,6,7,5
0,9,0,7,5
6,0,5,7,5
0,9,0,7,5
6,0,5,7,5
0,9,0,7,5
4,2,3,6,5
0,9,0,7,5
6,0,9,7,5
4,3,3,5,5
0,9,0,7,5
6,0,4,7,5
4,3,3,6,5
0,9,0,7,5
6,0,9,7,5
0,9,0,7,5
0,9,0,7,5
6,0,3,6,5
0,9,0,7,5
6,0,5,7,5
0,9,0,7,5
0,9,0,7,5
0,9,1,7,4
0,9,0,7,4
6,0,7,7,5
6,0,9,7,5
0,9,0,7,4
4,4,3,5,5
0,9,0,7,5
6,0,3,6,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
6,1,3,6,5
0,9,0,7,5
4,3,3,6,5
0,9,0,7,5
0,9,0,7,5
6,0,9,7,5
0,9,0,7,5
6,0,5,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
6,2,3,6,5
0,9,0,7,5
6,0,6,7,5
0,9,0,7,5
6,0,5,7,5
6,0,9,7,5
0,9,0,7,4
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
6,0,4,7,5
6,0,4,7,5
6,0,4,7,5
6,1,3,6,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
6,0,9,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
6,1,3,6,5
0,9,0,7,5
4,3,3,6,5
4,2,3,6,5
0,9,0,7,5
6,0,4,7,5
0,9,0,7,5
0,9,0,7,5
6,0,3,6,5
0,9,0,7,4
0,9,0,7,5
0,9,0,7,5
4,2,3,6,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
6,1,3,6,5
0,9,0,7,5
0,9,0,7,5
6,0,6,7,5
4,2,3,6,5
0,9,0,7,5
6,0,6,7,5
4,3,3,6,5
4,2,3,6,5
4,4,3,5,5
0,9,0,7,5
6,1,3,6,5
6,0,3,6,5
4,3,3,5,5
0,9,0,7,4
6,0,4,7,5
0,9,0,7,4
6,0,3,6,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
6,0,4,7,5
0,9,0,7,5
6,0,9,7,5
6,0,3,6,5
0,9,0,7,4
0,9,0,7,5
0,9,0,7,5
6,0,4,7,5
0,9,0,7,5
6,0,6,7,5
6,0,4,7,5
0,9,0,7,5
6,0,3,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
6,0,3,7,5
4,3,3,6,5
6,0,5,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,5
6,0,4,7,5
0,9,0,7,5
6,0,9,7,5
0,9,0,7,5
0,9,0,7,5
6,0,8,7,5
0,9,0,7,5
6,0,4,7,5
6,0,3,6,5
0,9,0,7,5
6,0,3,7,5
6,0,9,7,5
0,9,0,7,5
6,0,7,7,5
0,9,0,7,5
0,9,0,7,5
0,9,0,7,4
0,9,0,7,5
0,9,0,7,5
6,0,4,7,5
0,9,0,7,5
0,9,0,7,5
