member_0,member_1,member_2,member_3,member_4
0,5,3,2,0
0,5,4,0,0
1,5,7,1,7
1,5,0,2,7
0,5,7,3,0
1,5,7,1,7
0,5,4,0,0
0,5,3,1,0
0,5,3,1,0
0,5,7,7,0
1,5,7,1,7
1,5,7,1,7
0,5,3,1,0
0,5,6,0,0
0,5,3,0,0
1,5,7,1,7
0,5,3,1,0
1,5,0,2,7
0,5,3,0,0
0,5,3,1,0
0,5,7,7,0
0,5,4,0,0
1,5,5,2,7
0,5,5,0,0
1,5,2,2,7
1,5,0,2,7
0,5,3,0,0
0,5,4,0,0
0,5,3,0,0
1,5,7,1,7
0,5,3,0,0
1,5,7,1,7
1,5,7,1,7
1,5,7,1,7
0,5,3,1,0
0,5,7,7,0
1,5,0,3,7
0,5,4,0,0
0,5,6,7,0
0,5,3,1,0
0,5,3,0,0
0,5,4,0,0
0,5,7,3,0
0,5,3,1,0
1,5,7,1,7
0,5,3,2,0
0,5,3,0,0
0,5,3,1,0
0,5,3,1,0
1,5,2,2,7
1,5,7,1,7
0,5,3,0,0
0,5,7,5,0
1,5,7,1,7
0,5,6,7,0
0,5,3,2,0
0,5,3,0,0
1,5,7,1,7
1,5,7,1,7
0,5,5,0,0
1,5,7,1,7
1,5,7,1,7
1,5,4,2,7
1,5,7,1,7
1,5,7,1,7
0,5,7,7,0
1,5,7,1,7
1,5,7,1,7
0,5,3,0,0
0,5,4,0,0
0,5,3,1,0
0,5,3,1,0
1,5,7,1,7
1,5,7,1,7
1,5,7,1,7
1,5,7,1,7
1,5,7,1,7
0,5,3,0,0
0,5,4,0,0
0,5,7,3,0
1,5,7,1,7
1,5,7,1,7
0,5,7,4,0
0,5,3,1,0
0,5,6,0,0
1,5,7,1,7
1,5,7,1,7
1,5,7,1,7
1,5,7,1,7
0,5,7,4,0
0,5,7,5,0
0,5,5,0,0
1,5,7,1,7
1,5,7,1,7
0,5,3,1,0
0,5,3,1,0
1,5,4,2,7
0,5,3,0,0
0,5,3,0,0
1,5,7,1,7
1,5,7,1,7
0,5,7,7,0
1,5,7,1,7
1,5,7,1,7
1,5,7,1,7
0,5,7,3,0
1,5,7,1,7
1,5,0,3,7
1,5,7,1,7
1,5,7,1,7
1,5,7,1,7
1,5,5,2,7
0,5,5,0,0
0,5,3,1,0
0,5,3,2,0
1,5,7,1,7
0,5,3,1,0
0,5,3,1,0
1,5,7,1,7
0,5,4,0,0
0,5,3,2,0
1,5,7,1,7
0,5,3,0,0
1,5,7,1,7
1,5,7,1,7
1,5,7,1,7
0,5,3,1,0
0,5,3,0,0
0,5,3,1,0
0,5,5,0,0
1,5,5,2,7
0,5,3,1,0
0,5,3,1,0
0,5,4,0,0
0,5,3,1,0
1,5,7,1,7
1,5,7,1,7
0,5,4,0,0
1,5,4,2,7
1,5,7,1,7
0,5,4,0,0
0,5,4,0,0
0,5,3,2,0
0,5,4,0,0
0,5,5,0,0
0,5,3,0,0
1,5,5,2,7
0,5,6,7,0
1,5,7,1,7
0,5,3,1,0
1,5,0,2,7
0,5,4,0,0
0,5,7,3,0
0,5,3,1,0
0,5,3,0,0
0,5,7,5,0
0,5,3,0,0
0,5,5,0,0
0,5,3,1,0
0,5,3,0,0
0,5,7,4,0
0,5,3,1,0
0,5,7,3,0
0,5,3,2,0
1,5,7,1,7
1,5,7,1,7
0,5,4,0,0
1,5,7,1,7
0,5,3,2,0
1,5,7,1,7
0,5,7,4,0
1,5,1,2,7
0,5,3,1,0
0,5,3,2,0
0,5,3,1,0
0,5,3,0,0
0,5,7,7,0
0,5,4,0,0
1,5,7,1,7
0,5,7,5,0
1,5,7,1,7
0,5,6,7,0
0,5,7,4,0
1,5,4,2,7
1,5,7,1,7
0,5,3,0,0
1,5,7,1,7
1,5,7,1,7
1,5,0,3,7
0,5,3,1,0
0,5,7,6,0
1,5,0,2,7
1,5,6,2,7
0,5,7,4,0
0,5,4,0,0
0,5,3,1,0
1,5,7,1,7
0,5,3,0,0
1,5,7,1,7
0,5,5,0,0
1,5,7,1,7
0,5,4,0,0
1,5,0,2,7
0,5,3,1,0
0,5,3,1,0
1,5,7,1,7
1,5,7,1,7
0,5,3,1,0
0,5,4,0,0
0,5,6,7,0
1,5,7,1,7
0,5,4,0,0
0,5,7,3,0
1,5,7,1,7
0,5,5,0,0
1,5,0,3,7
0,5,3,1,0
0,5,4,0,0
0,5,3,1,0
0,5,4,0,0
0,5,3,0,0
0,5,5,0,0
1,5,4,2,7
0,5,4,0,0
2,5,7,1,7
1,5,0,3,7
0,5,5,0,0
0,5,3,1,0
0,5,4,0,0
0,5,4,0,0
1,5,7,1,7
0,5,3,0,0
0,5,3,0,0
0,5,3,1,0
0,5,3,2,0
