member_0,member_1
inf,-inf
-6372.545,2823093.0597717045
inf,-inf
21.95,17.975112504018007
-inf,31436153.546549045
-19861.980000000003,4985287.160873845
inf,-inf
inf,-inf
inf,-inf
,-inf
inf,-inf
inf,-inf
-5395.655714285715,9436481.523988724
inf,-inf
inf,-inf
-6066.496666666667,2708071.5446389792
18.781388888888888,-67.4264574212091
12.28238095238095,52.325594542797035
inf,-inf
inf,-inf
27.55666666666667,18.498994437312803
,-inf
-156.37322274881515,194.52175553800404
,-inf
-5617.715454545455,5342486.903656926
1.3557142857142868,-5.0299587178241865
inf,-inf
-11811.99,19544559.90408829
inf,-inf
-375410.97634146345,979617823.1217736
-1114.3233333333333,1562.9949733857018
inf,-inf
inf,-inf
-27702.215,69306504.60154943
-9071.65,5089733.235614207
,-inf
-248.50111111111113,2605.219036708836
-10929.951052631579,172491247.5125357
-5677.846666666667,3090763.602179544
inf,-inf
-5532.631736526946,1289118.229239766
0.41791044776119435,193.63006535947716
inf,-inf
inf,-inf
-9199.928620689656,742425.5947737701
-191.40272727272725,2509.3002701569712
inf,-inf
inf,-inf
-10020.448888888888,23321352.997038744
inf,-inf
,-inf
inf,-inf
inf,-inf
-inf,650.9039007092197
1.285555555555554,48.476199388029684
inf,-inf
inf,-inf
-inf,3551906.1605366105
-3065.633846153846,538332.0517718963
-inf,98235.88541414631
-10681.810000000001,4293812.546627654
-inf,10005504.262121212
-73.35499999999999,90.4925007413998
-inf,151.05631885956703
-2046.9851629072682,872.8061548017569
inf,-inf
inf,-inf
-inf,215.15733015494638
inf,-inf
inf,-inf
-17.18,152.23757525083613
-203.97454545454548,324.74196508942913
30.117826086956523,42.31234152902205
-96.1,1277.1865563701208
,-inf
-1213.6244444444444,106452.15507573095
inf,-inf
19.930869565217392,270.6572343007979
inf,-inf
-172.19583333333333,397.03783498154166
-6539.943809523809,4882921.592919342
inf,-inf
inf,-inf
-inf,978596.1543822481
30.641428571428573,-71.83689404058174
-inf,331910072.9684578
-inf,536.6615384615385
inf,-inf
-37753.16602150538,465206434.547386
inf,-inf
inf,-inf
-inf,1414645.860024665
-82043.175,34500129.94563493
inf,-inf
inf,-inf
inf,-inf
-28.0075,94.05084971621416
inf,-inf
-49.5,83.94193063042512
inf,-inf
inf,-inf
,-inf
,-inf
7.208823529411765,59.110089376821165
inf,-inf
-3300.4015384615386,1626695.3077418725
1.4622641509433958,100.81200076804919
-49.62897959183673,243.2420389103584
-33452.9604040404,295023682.11833334
-inf,117.19672923777017
-2555.895,255009.71975916805
2.709999999999998,-16.79568324778119
inf,-inf
-105716.53,513198963.0318262
-inf,9232901718.901808
-1783.1553138075312,45805.04022739807
-117.33666666666667,190.08865579535185
-inf,36286353.71517631
,-inf
inf,-inf
-inf,154318923.64180803
,-inf
inf,-inf
inf,-inf
-inf,510.2815596153847
,-inf
inf,-inf
-inf,1214712440.7281752
inf,-inf
-676.62,11632.933165595485
-4509.83,6870443.014096049
inf,-inf
inf,-inf
inf,-inf
-inf,777097038.5906129
inf,-inf
inf,-inf
inf,-inf
-912.05,474524.87096774194
inf,-inf
inf,-inf
inf,-inf
inf,-inf
19.807055449330782,126.71747170243249
-inf,19298479.40699126
-inf,37591.11745244003
inf,-inf
-inf,543.7894065022912
-inf,311.2218693340693
-88.27428571428571,965.6137306610409
,-inf
inf,-inf
inf,-inf
-9620.929596912521,12944099.783585995
inf,-inf
38.31125,0.3619409919567307
inf,-inf
inf,-inf
-2356.6027427821523,400482.9441375453
37.58538461538462,-34.304365504212576
20.90111111111111,84.72232779848825
-inf,259.47063129937345
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
,-inf
-248.21142857142854,577.3256254621348
inf,-inf
30.808260869565217,212.60276444772575
inf,-inf
18.24,15.664468003540538
-21.290353535353532,98.76306442267172
inf,-inf
-inf,141568110.98291442
inf,-inf
-271.6933333333333,1510.6656090444935
inf,-inf
-17.938333333333333,180.13595849873656
-6407.681627906976,4181476.8881222527
inf,-inf
inf,-inf
inf,-inf
6.9,217.47763440860217
-2928.982068965517,1950021.9403259032
,-inf
-17817.864146341464,158335664.7131351
7.286666666666669,240.04596243745848
16.13957055214724,-32.6614746263469
-7592.432727272728,11850747.351722024
-837.025,594.8607461902261
-inf,125565602.94718358
inf,-inf
,-inf
20.29,91.66446842691836
-12.665,129.07252009803923
-224.2386274509804,352.5516309801971
inf,-inf
12.5534693877551,297.2094805559852
inf,-inf
inf,-inf
inf,-inf
-inf,863319183.0545422
,-inf
-inf,33547073.298861284
-559.711474654378,38466.90087400071
inf,-inf
inf,-inf
inf,-inf
-333.3208860759494,1624.2963854636591
-1600.7079146919432,45018.90258310986
inf,-inf
-inf,46477.22807017544
,-inf
-inf,9075250.94480404
10.072857142857142,241.6579415278321
-58823.3,288835742.43076146
inf,-inf
-64038.11703703704,192410676.0787728
inf,-inf
,-inf
,-inf
27.202727272727273,418.9713809663825
-3.5470588235294116,275.23351731847487
inf,-inf
,-inf
-3410.6924324324327,2254293.8519077697
-7748.22962962963,13419759.49072964
-inf,845.9177975959673
15.653508771929825,22.90559298165486
-93.10000000000001,114.15827692307697
-45.115,211.21682276930582
inf,-inf
inf,-inf
inf,-inf
-2003.161052631579,2313001.5843920903
inf,-inf
inf,-inf
-inf,273.7433776994846
-237.55,671.6472097969664
inf,-inf
-914.32,35055.65818311943
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,-62.016614125589086
-inf,120658243.41514522
inf,-inf
-3680.35,8242438.432078853
-182.2958452722063,418.2499348636938
-614.6833333333334,559.3475634866163
inf,-inf
-546.0316666666666,2167887.670754694
-inf,145.11004429115826
-8400.304901960784,375428.93174653116
-3178.5975609756097,171403.62415680476
-266.84,790.6242454250178
-1264.81,787816.7559116344
-56.510000000000005,97.2217726990481
inf,-inf
inf,-inf
-inf,10840.437645063383
inf,-inf
inf,-inf
-1317.9733333333334,482583.47170686116
-12322.610671936758,6721703.686577886
-inf,86.39265536723164
inf,-inf
,-inf
inf,-inf
inf,-inf
15.52,-57.90434967471553
-inf,3894695113.1928573
inf,-inf
inf,-inf
,-inf
34.159285714285716,-37.41704346983834
-inf,186.1187308626333
inf,-inf
-36118.88554263565,159828910.04185447
inf,-inf
inf,-inf
inf,-inf
,-inf
-105765.67884615385,1599302906.9056492
inf,-inf
,-inf
-inf,208006650.48532435
-inf,204.63143459915614
-10248.33,51657608.62156863
inf,-inf
-inf,391.5480730001509
,-inf
-1333.301282051282,172544.96944444443
-126.82140495867769,401.24887542263804
-4.82,-67.757415346908
-3.9000000000000004,120.60384331116035
inf,-inf
-2.614285714285714,111.95720284237726
inf,-inf
6.529999999999998,18.16144081840763
-2438.5271428571427,10671932.378047373
inf,-inf
-inf,57150.21956521739
-inf,582.2443797910487
inf,-inf
-inf,2470.5073593073594
inf,-inf
inf,-inf
-1594.1415384615384,45530.17116683445
,-inf
-3302.28,289677.74995850713
-650035.46,7502748120.398018
inf,-inf
-inf,739970758.9079616
inf,-inf
,-inf
29.055714285714288,12.285313506998254
inf,-inf
-4455.515,831240.603991814
-24236.145,207924652.8197229
-465.57053763440865,624.0265099842426
-inf,114.73035201271409
inf,-inf
38.35714285714286,234.7098333333334
-6527.44,1288326.5344138457
-100.81,857.4376632801159
-131.3847112462006,227.41031290117678
-891.995,29652.12909550446
26.517142857142858,150.9906272917518
inf,-inf
-407.6268085106383,401.9909779065646
-33074.308333333334,617351470.9272227
inf,-inf
-4119.28,2327284.1652672905
-11456.850162907267,13205695.098332714
inf,-inf
inf,-inf
,-inf
inf,-inf
,-inf
inf,-inf
-57093.91235294118,249424092.11262384
-inf,28217633.178300235
-0.6688888888888869,-64.82352354734086
,-inf
inf,-inf
-9861.066066066067,2433547.1383914026
-58.06999999999999,347.4920453423661
-4490.366960985626,280582.1239071375
inf,-inf
-26355.795454545456,12143948.988034187
inf,-inf
-inf,-inf
-inf,1386.8611700247438
inf,-inf
-2749.305,289523.89408888895
-12953.846153846154,2132896.83404078
25.558723404255318,354.4113033693551
inf,-inf
,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-90.65499999999999,392.42750907333345
inf,-inf
-inf,380738.31504796166
7.0950000000000015,-41.5850470084736
-inf,141266636.15900058
inf,-inf
-inf,273.90996198923034
inf,-inf
inf,-inf
,-inf
3.921428571428571,0.22699530516431565
-46247.272409240926,184760148.80203545
,-inf
-inf,4921418.388888889
-1165.195,255532.34253565187
-6.979999999999999,39.444466027342855
-511497.63333333336,33955713392.47353
-41.093620689655175,34680.01291768357
inf,-inf
,-inf
-inf,13189365.719358534
-inf,262.375
-188.56,8578.559719737628
inf,-inf
inf,-inf
inf,-inf
-9576.069230769232,1164670.403282828
inf,-inf
-229.93,290.3481467926635
inf,-inf
inf,-inf
-4403.036666666667,181562.57765131924
inf,-inf
-1243.5749999999998,75886.45381315892
inf,-inf
inf,-inf
-4240.623601286174,663534.263070249
inf,-inf
-inf,20.458027084252308
-599.05,46276.66259337068
-617.5421428571428,693.7682120065114
,-inf
-inf,578.0589755422243
inf,-inf
inf,-inf
inf,-inf
-60.57692307692307,349.2689598509052
-836.3133333333334,11869.50572179897
inf,-inf
inf,-inf
-20.75910891089109,20.977885652642946
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-249.15500000000003,4110.35740917832
-inf,16152289.07825255
inf,-inf
-inf,20885501.992757417
-1646.489090909091,988.5843430209435
-inf,102149.9503173561
inf,-inf
inf,-inf
-inf,426.1833681644026
-17553.405000000002,1898432.6945392883
inf,-inf
7.15,-1.817448680351915
-inf,75066390.39076519
-246.09076923076924,506.4251130434782
-117.26545454545455,24342.32876779003
15.190000000000001,-52.056564017808945
-10648.636752136752,48844259.45025334
-inf,1820584.5919540229
-287.57,23552.061677595084
inf,-inf
7.606170212765959,47.73730485651215
12.760909090909093,172.89797519373252
,-inf
-72.88128205128206,186.82234443488593
-28.48172413793103,186.9559685953206
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,60.718513050930454
36.90461538461538,-286.57796656033366
inf,-inf
inf,-inf
-inf,47537.41441335506
inf,-inf
inf,-inf
inf,-inf
inf,-inf
12.4,169.36666666666676
-inf,175424971.32820514
inf,-inf
-inf,140.0103111111111
8.95625,-61.854817498658086
-1625.3015789473684,766759.4039766997
inf,-inf
-14309.838397790056,52491246.76786732
-949.13,181288.54176321637
inf,-inf
-18927.344999999998,143527967.44056815
-68.555,240.65243902439028
inf,-inf
