member_0,member_1
-2431.630008084771,146.185
,-17.0
,-inf
-55311.02582178748,10679270653.889774
-18871.85418058472,916.0
,-17.0
0.0,-inf
-1773.6612208192514,37.835
,-inf
,-inf
,-inf
-25324.058114579555,3364.0
,-inf
-21528.587125454225,13228620.666951828
0.0,-inf
-7384.91700138353,1620.0
,-inf
913.6177882432088,-565979.25
-252867.06135740518,195179455.00874817
,-inf
-5753.954609489269,20.0
-26704.38636799666,-39113459.49564677
-2900.592551252752,-168436.85
-59209.502132141875,9620.0
,-17.0
-37205.0823348364,4820.0
-11185.753522824105,29396.0
,-inf
0.0,-inf
0.0,-inf
3799.632299113694,-59963.625
-23874.80434768547,4946071.535848305
,-inf
,-inf
,-inf
-5557.67954187386,63.985
556.0385583134431,-238318.33000000002
-141933.45964707038,32020.0
-185935.60796207734,25300.0
0.0,-inf
,-inf
-25943.763149879975,160020.0
19999.147818064594,-199069.0325
0.0,-17.0
0.0,-inf
-7532.434162553077,-137613.165
-36561.09381887556,9620.0
-4416.696410360305,17652.0
0.0,-inf
0.0,-inf
-13657.241998353176,1861.0836046511631
,
,-17.0
0.0,-inf
-4898.054920674965,4.0
-41329.929760408886,20.0
,-inf
-441782.4656813572,241428.0
,-inf
-22344.573452631226,104244.0
4140.072753942287,-85267.98
-100242.3615078749,444721492.89376175
,-inf
0.0,-inf
13728.329307107124,-67968.765
-78461.26224936671,32004.0
9052.142130870157,-4665339.835
,-inf
0.0,-inf
-631.2381357664748,-1735898.96
-196364.215812868,94548.0
25228.914704903735,-427809.21
126.95130738097657,-1251251.085
,-inf
-88732.67661824124,53566408.53629783
1269.5522806202177,-116762.025
-133060.2413058059,855252.0
-1659.476559411335,1620.0
0.0,-inf
-196.60234768838475,-1323238.7625
,-inf
-185407.02336806754,52980.0
3660.7062227103384,-1631301.6875
,-17.0
,-inf
-369420.0564226643,160020.0
0.0,-17.0
-5721.262672973162,16020.0
,-inf
,-inf
-28331.5541144889,-310.87624378109444
0.0,-inf
-2748.489846267889,-102978.67
-8742.572450777132,16020.0
,-inf
,-17.0
0.0,-17.0
-14215.184275187641,-149178.85499999998
0.0,-inf
46.275854528882654,-18988.085
-16595.812527213908,14612.0
-31698.79853780242,96020.0
-349319.9639700545,147444.0
-120435.35056296276,4678533899.001472
,-inf
,-inf
-19714.830806727874,20.0
-1968.4967632103003,20.0
-44161.68979009766,8004.0
-5195.9440193754735,20.0
,-inf
,-inf
-19963.297622213213,16020.0
-41829.47882997267,19780.0
0.0,-inf
-26592.174282296648,500.0
,-inf
-96521.94481450845,25908.0
-89406.76710295622,70170668.95892186
-20046.750512099166,660.0
-10326.124365765321,23380.0
-63565.42485033174,5076.0
127.74228586505342,-80409.8875
-50994.83706031392,10484.0
0.0,-inf
,-inf
-4845.446978032978,324.0
-620713.2935845905,288436.0
-587152.2901373628,320020.0
0.0,-inf
-1087.2694152601407,-164662.25
,-inf
-57954.216901965156,20.0
836.0768585549085,-1244348.74875
-214719.91776950407,20.0
,-inf
-26249.677915100234,212.0
0.0,-inf
,-17.0
-287648.9895021698,1104017698.976817
5851.876795104265,-451834.97
-11591.58542019827,172.625
0.0,-inf
-313938.4584880379,163988.0
,-inf
,-inf
-436856.9493234237,225908.0
-88610.79978208627,180.0
-3983642.106554172,319352414608.7581
,
,-inf
0.0,-inf
,-inf
-106234.57000538363,7092.0
79525.38297631242,20.0
-18336.622425916386,20.0
0.0,-17.0
,-inf
,-inf
-43761.002257290675,116.0
,-inf
-49942.42163487547,20.0
-28537.78771499267,20.0
23250.583888080087,-1093857.54
0.0,-17.0
0.0,-inf
-1058.4185141929934,129.125
,-inf
,-inf
-691536.2535023231,29235.503927627855
,-inf
,-inf
,-inf
,-inf
0.0,-inf
,-inf
,-inf
,
-55394.164528211826,5556.0
-26961.97116821602,14585442.025269842
-391970.53392725246,29586.131226257912
-37176.516417343315,8964.0
0.0,-17.0
0.0,-inf
-7310.066154020865,-5580302.541666666
-27470.322935436943,244.0
,-inf
,-inf
-17764.608901013205,18164.0
-57739.05612971106,116.0
,-inf
-192457.95803352084,73076.0
0.0,-17.0
0.0,-inf
-225361.70405658745,96020.0
0.0,-17.0
0.0,-17.0
-187479.0234940188,22836.0
3812.3148387096753,-418051.83035714284
-4134.6699274824705,20.0
-14085.677982751477,273419922.9375315
,-inf
0.0,-17.0
,-inf
,-inf
-17537.65618430872,4820.0
-10215.836921727858,3188.0
-13847.700786195572,4.0
-45693.64526980838,16004.0
-2664.980941365636,20.0
6507.230731707317,-42820.125
0.0,-inf
,-inf
,-inf
,-inf
,-17.0
-188899.2540586243,32020.0
-14027.335851190137,31700.0
-2712.755748800653,7508.0
-84701.13314304546,20.0
-99074.98648400762,35124.0
-84413.89164164905,9108.0
,-inf
-8447.533760110447,19220.0
,-17.0
0.0,-17.0
0.0,-inf
,-inf
495.76236906749364,-889620.2849999999
-312578.9679389099,160020.0
1102.467497193722,-355188.82999999996
-14360.376390410342,17940.0
-17961.241525996888,2356.0
-87303.321907893,44532.0
0.0,-inf
,-17.0
-9227.43002323931,-247324.59500000003
0.0,-inf
,-inf
-4223.905086029406,-120326.33499999999
6149.181400172861,180.0
-71263.65880144422,22100.0
-5967.29538858204,17300.0
-138218.9153040024,42644.0
,-inf
-223313.21389273,98100.0
-54347.149723704555,20.0
,-17.0
,-inf
,-inf
,-17.0
-26386.803355144722,22739756.541708775
-74191.77986408744,19220.0
,-inf
0.0,-inf
,-inf
-8001.020339894199,28564.0
-18576.799669291864,76308.0
,-inf
-40227.87484855,210900.0
-13179.825058779024,46900.0
-17691.94706873464,40340.0
-7464.540435903943,20.0
-302.5759207402671,-110741.875
-57731.27848459914,-3980.87866568915
,-inf
0.0,-inf
,-inf
,-inf
,-inf
-854.6658385093169,-136625.40625
-3273.990104905773,-4.0
-28894.723195257608,20.0
-146686.01632251721,20.0
,-inf
1348.1352094624299,-336936.04999999993
0.0,-17.0
-15048.58045729976,20.0
,-inf
,-inf
0.0,-inf
,-17.0
-569.2853479598186,153.29
,-inf
0.0,-17.0
,-inf
,-inf
,-17.0
,-inf
,-17.0
,-17.0
-27405.012398247723,98100.0
-1409.1383471831273,20.0
-5293.361867001447,8004.0
,-inf
-94300.8386786301,44820.0
0.0,-inf
-2473.597487584086,-188280.72999999998
,-inf
,-inf
-957135.6985638877,480020.0
,-17.0
,
0.0,-inf
,-inf
-10828.454039975963,20.0
-523.0626055470013,-42685.575
,-inf
,-inf
,-inf
-29889.57569123336,3220.0
0.0,-inf
-149156.06844093994,9108.0
-267204.9583325744,80340.0
,-inf
,-17.0
,-inf
-12805.169624354461,-4724443.158638613
-2560854.325708111,1600020.0
-118178.1329272355,30356.0
,-17.0
1513.0972999742592,-71065.57749999998
-101930.73127658115,6292.0
,-inf
-2044.073665500104,62.96
,-inf
,-inf
-111775.1514868225,39988.0
0.0,-17.0
,-17.0
17810.8477971755,-719452.965
-17993.825467866518,20.0
-211284.28804858937,38740.0
-1339.6837009144392,475.5025
,-inf
-899.8073676926913,-319576.375
,-inf
,-inf
-21834.509206049166,20.0
0.0,-inf
,-inf
6190.563390573621,-226094.25
1352.6027397260273,-155528.0
-32343.44427661406,468.0
0.0,-inf
,
-8148.206735469822,48.585
,-inf
-37364.25871016008,70420.0
,-inf
-1274.3236302743514,-1989272.3625
-22061.72779516594,8916.0
,-inf
-20219.321237777687,1236.0
-516202.5252900581,313620.0
-138587.69606037566,20.0
-783.5481987577639,-152922.25
,-inf
-104251.3802041524,40660.0
,-inf
-27081.509403780867,4.0
0.0,-inf
-2888.491022408031,-115288.1875
-109121.43787456471,27444.0
-38353.838706490016,30534696.852556113
-42903.99492010014,133108.0
0.0,-17.0
,-inf
0.0,-inf
221.32132582003794,-60075.685
17477.750120575896,-240241.96000000002
-15504.80086390227,20.0
-8352.60293865618,16020.0
,-17.0
