member_0,member_1
-9510.289456666667,inf
-inf,inf
-97.08828571428569,inf
inf,-inf
-36794.66733333333,inf
-404.58000000000004,inf
inf,-inf
inf,-inf
-600.8104186413901,inf
inf,-inf
inf,-inf
,-inf
inf,-inf
,-inf
-inf,inf
inf,-inf
inf,-inf
,-inf
-8191.919,inf
-1095.4053000000001,inf
-inf,inf
-30422.15607060185,inf
-inf,inf
inf,-inf
-inf,inf
inf,-inf
-104.05833333333334,inf
inf,-inf
inf,-inf
,-inf
inf,-inf
inf,-inf
-inf,12316275.700000001
inf,-inf
-8847.9276,inf
-797.5137916666667,inf
inf,-inf
-13.083587,inf
-1191.9471754385966,inf
-134.9592695652174,inf
,-inf
-11.28061224489796,inf
inf,-inf
-230.50255102040813,inf
-4130.013719512195,inf
-75.5791369047619,inf
4.581107219827587,-28410.806250000023
-9.07864285714286,inf
-23779.06470619048,inf
-29.951758925750404,inf
,-inf
inf,-inf
-34.29500958333333,inf
-4139.995473333333,403961.3126500002
inf,-inf
-922.8287700000001,inf
-136.36094545454546,inf
-inf,inf
inf,-inf
-inf,inf
,-inf
-inf,inf
inf,-inf
-3481.9605000000006,inf
-66.34955357142857,inf
-48.445314285714275,inf
,-inf
inf,-inf
,-inf
-35747.836083333335,inf
-653.7323717948718,inf
-2936.6046875,inf
-7279.39207154047,inf
-34.476666666666674,inf
-138.06867895545315,inf
-1069.7691770833335,inf
-1891.2081900000003,inf
-3965.0885833333327,inf
-inf,inf
-7.871501272264632,inf
,-inf
inf,-inf
-119.2916,inf
-2297.9331601286176,inf
-90211.08195833334,inf
-inf,inf
-11.476974264705882,inf
-8.297759433962263,inf
-148.59450000000004,inf
inf,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
-2717.940670383076,inf
inf,-inf
inf,-inf
,-inf
-60219.944245833336,inf
inf,-inf
,-inf
-inf,inf
inf,-inf
-7188.343091575092,inf
,-inf
inf,-inf
-90.2775,inf
-11162.645833333332,inf
inf,-inf
-inf,2849419.4199999976
-inf,inf
-81.2791774891775,inf
-6.896323181818181,inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,inf
inf,-inf
inf,-inf
,-inf
,-inf
inf,-inf
-68469.93827586206,inf
inf,-inf
-8.092857142857143,inf
inf,-inf
-9.13757192982456,inf
-1.6199735714285715,inf
-663.2828162500002,inf
-73.303555,inf
inf,-inf
inf,-inf
inf,-inf
-241.34099999999995,10759.161600000005
inf,-inf
-332.67423714285707,inf
-3966.7108333333326,inf
-inf,inf
-734.1461333333332,inf
-1620.6428086666665,926401.8295999994
inf,-inf
