member_0,member_1
,
,-inf
,-inf
-745152.2771756978,6650.26113671275
,-inf
-inf,inf
,-inf
,-inf
,-inf
,-inf
-3255375.8977011493,inf
-inf,
,
-inf,inf
-557863.3195258889,inf
-399056.89624060155,inf
,-inf
,-inf
-inf,-inf
,-inf
inf,-inf
-inf,2038.4596273291927
-inf,inf
-inf,inf
,
,
,
-6657306.478718921,-inf
-952284.3617486338,inf
-inf,inf
-inf,inf
-inf,inf
-161826.4937751004,inf
,inf
,-inf
,-inf
,-inf
-inf,inf
-385311.3333333333,inf
inf,-inf
-inf,inf
,-inf
,-inf
-inf,inf
-446018.4191552327,inf
-910049.7776850886,-4471.396428571428
-inf,inf
-inf,inf
,-inf
-55918877.513208814,inf
-417077.13042438735,inf
,-inf
-inf,inf
-645170.3912867275,inf
-1592854.346278317,inf
inf,-inf
,-inf
,-inf
-inf,-4346.294530593136
-308257.18810641626,inf
,-inf
-inf,inf
,-inf
,-27957.34622871046
-inf,inf
-inf,inf
,
-483339.3761904762,-3922.4545454545496
,-inf
,-inf
,-inf
-340273.1530201342,inf
,-inf
,-inf
-553044.549796973,inf
,-inf
,
-inf,inf
-425251.37391304347,inf
-531777.3231174824,2728.0279503105594
-inf,inf
-inf,inf
,-inf
inf,2526.555555555556
,-inf
-inf,2536.36645962733
,-inf
-inf,inf
,-inf
-97757.60545454545,inf
,-inf
-inf,inf
-inf,inf
,-inf
,-inf
-453877.4516594516,2124.8139644181642
-inf,inf
-inf,
-492718.557319224,inf
,-inf
-515520.71354600094,inf
inf,-inf
-397946.684303351,4328.077055318866
,
,
,-inf
-inf,inf
-inf,inf
-inf,inf
,
-inf,inf
,
,-inf
-86.0,-inf
,-inf
,-inf
-4282958.382402707,inf
-inf,1792.274725274725
-138154.89933065596,2084.8778842740503
-371049.5973766752,inf
-863427.2214285715,inf
,-inf
-inf,inf
,-inf
,
,-inf
,-inf
-inf,inf
,-inf
,
,-inf
,-inf
,-inf
-689075.9900621118,inf
,-inf
-inf,inf
,-inf
-12205680.157894736,inf
-inf,10958.4243690792
,inf
-598085.2327236776,inf
,-inf
,-inf
-536875.4502287747,inf
-667377.9857397504,inf
,-inf
inf,
,-inf
,-inf
,-inf
-523695.8478490913,inf
,-27720.646480924424
,-inf
,-inf
,-inf
-inf,
-inf,3859.3215461280843
,-inf
,-inf
inf,-inf
-253587.38915989158,inf
,-inf
,-inf
,
-10296902.93678161,inf
-715244.4465408805,inf
,-inf
-520945.64551931,inf
-129.6,-3113.1129229514863
,-inf
-393646.93144876324,7542.400143363917
-559551.5408805031,inf
,-inf
,-16015.913869463879
,-inf
-402147.9090909091,inf
,-inf
-474555.62095238094,inf
-inf,inf
-235.0,inf
-353387.68354037264,inf
,
,-inf
-inf,8877.97573466324
,
-inf,inf
-180153.45830546264,inf
inf,
-inf,inf
,-inf
-inf,2223.702731092437
-529527.9034749034,inf
,-inf
,-inf
,-inf
,
,-inf
,-inf
-inf,
,-inf
-inf,inf
,-inf
-inf,
,-inf
-inf,inf
-255954.68857808856,inf
,
