member_0,member_1
,2903701.1228991677
,71634.55533596837
,-57287.28996706087
,-59866.652433675685
,-50291.366470759785
,-61287.26374527482
,-55040.30823022065
-inf,372095.70183629997
,-48284.155982905984
-inf,273822.3061728395
,-74626.33712121211
-inf,45309.62593300845
-inf,126818.28896575158
,-51467.88494980745
,-54162.65055640013
,-inf
,-50670.07193108399
-inf,174804.4252852297
,-inf
,-66010.9600982953
,-50794.43145021645
,-60498.800201955266
,-51874.9438470452
,
-inf,166458.8
-inf,163621.5684411819
,189309.75061409178
-inf,151844.64206407435
,-61170.733624470005
,23974.578670697756
,-69275.61002267228
-inf,
,-43396.421635320716
-inf,150836.49197089675
,-inf
,-51072.70680470673
,1424078.7840862824
,
-inf,641706.9130801688
,
-inf,-inf
,-inf
,-59908.42331471285
,-inf
,
,-60008.04381705251
,-75055.4133602174
,144288.59177718833
,81504.13484848484
,-inf
-inf,
,-inf
,-inf
-inf,280397.1985865724
,-64067.410317460315
-inf,69346.65771812081
,-46537.479662546066
,-47284.177664850366
,-68887.4896700586
,-58548.83106903863
,328.0171216743253
-inf,131327.12558139535
,
,-inf
,-47687.30820232519
,-69725.57424827023
,-39292.906792489135
,-inf
-inf,
,-inf
-inf,62991.38980934065
,-60647.61087377008
,-69066.3051397828
,-60942.88391608392
,-56137.01648326015
,9571.593950449096
,
,121221.90230179028
,
,-59791.76662456924
,-63227.1710096872
,-70532.09599920776
,-75850.9213759027
-inf,144336.24487246142
,-51887.49270619295
,301712.0669456067
,-inf
,-66953.88423264715
-inf,174201.36645962734
-inf,
,125462.923014384
,-inf
,-68366.239418052
,-51660.009218290805
,92878.40686498856
,-60545.05694082284
,92190.5679144385
,-inf
,
,
,-67405.74016563148
,
,44499.39862068965
,
,-51701.280205987525
,-59668.30840083829
,-56578.55100732602
,-60149.74860282575
-inf,214211.17455830387
,
,-1889.4724637681156
,
,85840.34685314687
-inf,-inf
,-65955.1366451185
,
-inf,214666.13333333333
,-74777.72908099525
-inf,129177.97958809952
-inf,103665.09383753501
,-55840.56414965618
-inf,104498.16142697884
,-inf
,-inf
,-inf
,-inf
-inf,
,-inf
,-63352.17870745076
-inf,120693.39318339531
,138550.84867544126
,-inf
-inf,182653.97902097902
,-48461.96980183758
,
-inf,195766.5578313253
-inf,70836.5106870229
,-inf
,67580.18855835241
,-58125.084388155374
,-45314.966260856374
,-52637.331294315816
,-51213.25614461003
,-65712.46314714717
-inf,257759.0115830116
,-59741.5176937479
,52626.6
,-inf
,-inf
,2562324.8742079423
,-64051.28618982448
,
,-60312.34556946437
-inf,
,-inf
-inf,
-inf,71405.21136545065
,240298.90170185603
,-51907.86395473084
-inf,112625.2094890511
,-inf
-inf,164085.28387096775
-inf,279635.24824902724
-inf,238463.5633217993
,-45933.38728076664
-inf,256328.45505226476
,-63689.93741177657
,-51384.61638243849
-inf,278565.3168823864
,72259.55862977603
,-56072.258142300176
-inf,218287.5
,-54048.145404467665
,-72444.22255414828
-inf,56374.80267102585
,-50261.80527495858
,-45088.831612468646
-inf,-inf
,-56690.96062633019
-inf,147726.27637153084
-inf,91220.4229473909
,-47945.8938036493
,58783.700401899885
,-54879.67441088615
,-58103.315286270146
-inf,174390.4
-inf,370323.82727272727
,
,-inf
,
-inf,
,-45057.412607775725
,-inf
,-55267.82096806115
-inf,-inf
,-62990.56819221969
,-55761.13012116611
,-54560.63597248279
,-48787.043820374
,-68453.13536597705
,
,-46157.5760290746
,-35514.79128658766
,
,120670.32778455205
-inf,312778.7885057471
,58127.02379960945
