member_0,member_1
-inf,50550.87878755886
,-inf
,571.0368586211275
,4231.991546140318
-inf,76120.2099852481
,-inf
,31990.9263096779
,-inf
,-inf
-inf,79761.83023775625
,-inf
,-inf
,-3533.4639070655057
,-inf
-inf,78961.67154312045
,-inf
,-inf
,10386.98463957038
,9664.98065357623
,-inf
,-3343.376981041385
,206938.85965153348
,-423.14110884954357
,45025.92842948172
,-3817.956899849996
-inf,19430.133791782162
,-inf
,-inf
,-inf
,8892.422704874745
,-12313.59856465164
,-inf
-inf,201919.41595324545
,20467.574080152168
,-inf
,99175.01256429373
,-inf
-inf,86349.114529204
,314.517299675515
,-inf
,47923.77425357594
,-inf
,-inf
,1511.8547629025175
,108740.49080487812
,-13221.35177686856
,-inf
,-inf
,-inf
,-inf
,-10373.809763566962
,-inf
,5673.106177382528
-inf,215069.30757860525
-inf,47631.41775409845
-inf,16372.705071630468
,-inf
-inf,48362.10986457084
,-inf
,1229.3346838677933
,223400.39204782152
,-inf
-inf,293050.5756841826
,49022.13234053392
,203.38588862371788
,349.5362767844057
,-inf
,-inf
,161744.60394998192
,-87.76889692407455
,-inf
,96895.64975630447
,-inf
,-inf
,39132.31891374921
,-inf
,-inf
,-inf
,-inf
,513.1976482898787
-inf,69674.80634338039
-inf,191700.70294298162
,-inf
,-inf
-inf,238478.83230625992
,148324.25985855437
,-inf
,-inf
,66875.23912424437
,-inf
-inf,60285.21856479247
,527.1562347963788
,-inf
,-inf
,814.7152875780791
,65427.256719334364
,-inf
,-inf
,-inf
,-inf
,-inf
,224902.85025958682
,409.91863658947113
,-inf
,-inf
,49724.37015663108
-inf,45042.74345829235
-inf,118155.67968893146
,-inf
-inf,63498.721872613685
,829.5349229984552
,-213.8813274748818
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,158925.15714578587
,-inf
-inf,77433.44450532782
,1589.5926263790059
,-inf
-inf,178254.13860421587
,-inf
-inf,120966.38460924299
,-inf
,-11009.175196563368
-inf,26554.018087304496
,196049.66532091307
,-inf
,-12922.280171904424
-inf,48695.44180573919
,26420.415750060696
,-inf
-inf,133798.30965166856
,-inf
-inf,17978.483346252895
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
-inf,314421.30230024934
,-inf
,-inf
,-inf
,-20581.38619101081
,-inf
,-16618.778860762977
-inf,82835.02517774225
,-inf
,-inf
,56910.10893747725
,352428.1236711346
,-inf
,-inf
,-inf
-inf,10087.223449523866
,142887.60367675495
,-inf
,60266.06875679784
,-inf
,-20234.766133271478
-inf,128428.22617677388
,43645.12801186442
,411.5755642739414
,-inf
,-inf
,-inf
,-2979.3579942474507
,92.84649996038087
,-inf
,-inf
,-inf
,7482.258058844605
,167548.41552040345
,157670.6210364116
,33898.0478125061
-inf,77863.36923656994
,33141.37400260843
,1098.0450735769782
,17000.51168637853
,315634.0258990697
,-inf
,-inf
,-inf
,577.7553170517798
,7533.893137906433
,16128.723283277184
,-inf
,-inf
,250393.0315172138
,-inf
,-inf
,-inf
,194034.370464784
,13669.354466129542
,-inf
,-inf
,-14182.352790835492
,4894.49503261376
,-inf
,37409.238766113966
,80482.14405044487
,-inf
