member_0,member_1
-3153797.7958732406,122786.50296908326
,
,
,-inf
,-inf
,-inf
,-inf
,
,-inf
,-106173.44807950707
,
,-inf
,
,
,
,-inf
,58820.23792991314
,
,
,
,-75946.0616441347
,-132304.04604262154
,
,
-inf,155670.57424971706
-inf,88312.93768477892
,
,-108888.55462544605
,-109327.31583785173
,-inf
,inf
,
,-3093593.0684933844
,-inf
,
,
-inf,64223.463054655535
,
,-inf
,inf
,
,-inf
-inf,196455.45041359248
,
-inf,102623.9069027847
,inf
,
,-127720.48604211007
,-68253.61234272472
,-138081.96845236965
-inf,70578.54275630935
-inf,741646.335426468
,-inf
-inf,22845.544959317016
,
,
,-inf
,-inf
,
-inf,152679.60212865958
,
,inf
,-141190.39201897214
,
,-inf
,
,
,-inf
,
,inf
,-inf
,-57967.64725130833
,
,
-inf,-inf
,inf
-inf,156398.20483445568
,-57965.77985126072
,-101811.95628878557
-inf,
,-68101.6772605209
-inf,111061.63111687124
,
,-inf
-inf,290545.3862096753
,inf
,-112007.65203458478
,
,inf
,inf
,-inf
-inf,
,-inf
,
,
,inf
,
,
-inf,-17649.584615990185
,-52098.125859702224
,
,-208701.11684544105
,
,
,-116275.74876328387
,-inf
,
,
-inf,685.2933141148162
-inf,64787.25378923044
-inf,-27203.483072832885
,-inf
,-inf
,17033.10853764017
,inf
,
,
,
,-inf
,-inf
,-inf
,-inf
,-inf
-inf,507361.1818206317
,
,-inf
,
,
,
-inf,498770.3445586491
,
,
,-inf
,-94806.08933968014
,
,-55833.6783387461
,-inf
,
,-40787.044334180246
,-inf
-inf,287022.0748326073
,
,inf
-inf,53114.29509710788
,-inf
,
,-46887.40318469333
,-inf
,-785.7288320779446
,
,-inf
,-inf
,
,-51753.552071482976
,-inf
,
,317170.45169435174
,
,-inf
,-inf
,-174769.86009952644
,-inf
,
,-170552.29372886996
,
,-inf
-inf,334293.266641034
,-inf
,-171473.95684861575
,-49693.12436833228
-2922523.9879054367,351421.9034737601
,-inf
-inf,201754.36752912946
,
,215639.1064807782
,
,
-inf,70654.0349812045
-inf,-inf
,-inf
,-54943.48834520542
-inf,-17599.249467319274
-inf,458903.5281695286
,
,-inf
,-inf
,-inf
,inf
,-36125.58265999684
,
,
,
,
,-inf
,-205407.4506285203
,
,-inf
,-79387.24423653283
,-inf
,-inf
,
,
,-inf
-inf,50928.49568096686
,-153932.03290656887
,
,-inf
