member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7
-208.33559585919497,-23.355275231602622,-3.029854545454545,-2.075282485875706,-301.8394243806586,-8.92577061323486,-2.725643666576162,-4.781107636363636
132.79326030202648,-44.697457353455185,-9.247185714285715,-2.5209150326797385,-164.23757268939886,-2.547566320542286,-2.2887676229934972,-9.484961680672267
-201.99851729245012,-2.8018991081119893,-1.394469565217391,-3.442730247779336,-250.17171666666653,-8.109141399135455,-2.7725425045333334,-1.5984453333333328
-185.35714446183084,-138.26369530166934,-4.206145454545455,-8.723502304147464,-179.5209656015147,-121.78476190476162,-0.053333333333333344,-6.158735863377608
-166.85022826834887,-9.019928864240724,-1.5253032967032967,-1.4822327044025159,227.96618774868747,-6.681620477024362,-2.65771691930114,-6.461213553028346
107.26840013261263,-48.10740924700192,-7.51100909090909,-2.43921568627451,-138.54453012339565,-3.693800826960878,-2.3101405634776992,-6.645013208176888
-186.44675923274653,-15.649609001633157,-2.308268421052631,-1.8087719298245613,675.9556226492093,-7.6506470758617535,-2.6336084589875197,-6.166565162471396
-234.88070664320455,-22.045153814279317,-2.2582684210526307,-1.883606557377049,448.5854297595653,-5.421100711028377,-3.006544677926167,-5.122966738270209
280.2696595251898,-68.1214303835348,-12.603314285714285,-9.217592592592592,-117.54290538152611,-1.3798462617281317,-2.29229591408,-4.823199333333333
521.6681520476192,-75.84591877219736,-14.073373684210527,-9.770161290322582,-136.274037884,-1.8410943036790615,-2.29397614204449,-6.319101161290322
-177.55926751011162,-11.01281427491085,-1.9748037037037043,-3.8031570727353863,-1874.6840311111093,-8.000639514580062,-2.646985472008,-4.965654444444445
-109.76661926991169,-33.95302221469427,-4.9408391304347825,-2.224149659863946,-134.08397391304345,-14.196772753905755,-2.4288461437333333,-4.690550857142856
169.33974919868953,-72.50531457539898,-12.578314285714287,-9.066239316239315,-99.04903674311943,-23.968784266171117,-2.284899810791485,-2.837594634146342
-221.1306510424877,25.321677101986115,-1.9719909090909087,-1.6692090395480226,-244.56182153683673,-8.930773713904758,-2.163548109910582,-9.127192115942028
-256.39646241579095,-25.20218488815097,-3.0792846153846156,-2.139267676767677,-268.18714815743317,-7.359954834896893,-3.014912839872368,-3.6338051891891894
-0.3550899333439954,-45.688475801442515,-7.8819,-2.481891025641026,-122.46110965698365,-1.9161396484616664,-2.3112880533742675,-6.138491282051283
136.55702672515145,-63.95663829461385,-10.9725,-2.8125,-102.36218047460923,-0.9357896703091437,-2.2615174065526014,-5.190926829268293
-178.0218795813462,-16.238722756491686,-2.421989041095892,-4.152412280701754,-959.5509813733344,-7.7850491931254755,-2.665665559510874,-4.955433333333332
-240.73886721793917,-13.964161081734135,-2.561989041095891,-1.8987288135593219,-251.1575124496624,-4.137826757704806,-2.7574093597354667,-4.542661598675238
-196.98912111875399,-11.973334753686286,-2.2013683544303793,-1.7912356321839078,5929.430656748981,-8.981945239540869,-2.6096235337214577,-6.214168726733407
-130.1020075229949,-29.30020200990864,-4.970139130434783,-2.2083333333333335,-122.45137795319462,-2.302786614547863,-2.42547010065408,-4.326890909090909
-142.36512373506437,-1.998559568751384,-2.417003896103896,-1.7039215686274507,-228.97189100589463,-10.08763833858982,-2.192378389958249,-9.065326152505447
-172.5358964120365,-35.36723446454806,-4.7645489795918365,-2.8353395061728395,-91.69245271484577,-20.711067483196143,-2.819984559220723,-1.5781516716417905
9.075003249650322,-48.80549883600296,-6.912828571428571,-2.4154761904761908,-168.61397737445535,-11.542919015843243,-2.3394748134103187,-5.291120965986394
-174.3391360329278,-33.80165514546677,-4.314330769230768,-2.460267857142857,-139.82181540816327,-10.804366548615773,-2.6867388455466665,-3.40765580952381
-177.93447477750016,-5.446112339250126,-2.151153846153846,-4.1313131313131315,-162.55139556824906,-4.599495102534456,-2.3504123490756714,-3.448754545454545
-202.160095057195,-43.71648751519993,-6.590336842105262,-2.6969907407407403,-101.93849183053256,-0.5326392711801025,-2.482031352323997,-2.8515319999999993
-109.73248043448856,-17.408956110644215,-2.3466000000000005,-1.8270467836257307,241.59528966058178,-7.750366749814603,-2.457255178085303,-7.222803456380677
-261.39378690645697,-12.762651200608511,-2.020869565217391,-2.291666666666667,-7.467204292063393e+17,-7.316578483245149,-3.352509539852021,-5.456257142857142
-231.5875569624996,-33.54065166930121,-4.453055555555555,-3.0555555555555554,-97.46642400488507,0.22537046448822584,-3.032809984623198,-3.1377162162162158
-119.76671799143556,-25.92668471367895,-4.618848979591837,-2.181410256410256,-136.0060784,-3.210969972037752,-2.37221442072381,-5.795116615384616
31.425123266903597,-45.77842719230002,-6.088136842105262,-6.9103260869565215,-192.83623028319403,-8.646269520313384,-2.372532678516891,-4.152263582089552
162.75899323460675,-37.93970814092182,-6.967828571428571,-6.968218773096822,-128.17454369306574,-4.002652595432618,-2.292355446590153,-7.165127505499759
97.31597351770449,-37.76664796543118,-7.52950909090909,-7.23548199767712,-142.0716125,-2.6391384381277523,-2.286487313466667,-7.16582068292683
-142.59428022736117,-35.601013612049286,-4.812378723404255,-8.645173453996982,-91.10563075593231,-12.958745762879424,-2.7468147655597073,-0.07851869841269847
-180.06100982988002,-19.849184253573107,-3.112211940298507,-2.275925925925926,-164.91158612269706,-12.022552992427567,-2.6535687768692604,-4.418199817850638
222.91251658742445,-66.77584010072202,-10.932500000000001,-2.609077380952381,-124.68822330072841,-2.6135838217693297,-2.27538745028411,-6.522667346938776
-233.94037431683378,-22.072163166799676,-2.492852112676057,-1.7708333333333335,-349.2061604254849,-5.870892018779341,-3.166909865467743,-2.5028763157894742
-174.4828064897116,-31.86156087199387,-4.187252941176469,-6.599489795918368,-94.8905752556894,-8.855542892481669,-2.9031478088610556,1.2926125396825399
-65.62774971398626,-30.69824219546079,-5.926973170731706,-2.3754237288135593,-143.38371367816094,-3.391851743129884,-2.2962407866400003,-8.203850508474577
-199.65971335762762,-13.805330613199054,-2.7924521126760578,-2.0576923076923075,-414.62904217426853,-7.80861953475954,-2.450196384820671,-7.135098974358974
175.61046344938853,-61.936369611477296,-10.41,-12.984126984126984,-95.67379320194954,-36.6004804516885,-2.246318749461333,-4.447596467532468
-53.93138996872087,-30.11397720995552,-6.6715081081081085,-2.3729591836734696,-199.3851120697593,-1.9290546221266063,-2.2744987666688,-7.7594937695078015
-116.35086207666438,-47.436670338479864,-6.683333333333334,-7.358695652173913,-95.70376196470238,-11.509581733748622,-2.4864498168257416,-0.8012627096774196
-107.74328445907385,-41.82950924544413,-5.607473170731707,-8.516339869281046,-91.02093498914337,-10.618529420331464,-2.6290787233521504,0.30262278787878816
-192.84254356522874,-24.13910663710313,-2.582752112676057,-1.9689890710382514,346.3469134907569,-6.282690158512943,-2.695553230005984,-6.077327431167292
-242.54989261788631,1.8226616532387898,-2.222936585365854,-1.8814102564102564,-254.87960538461536,-7.433660896013905,-2.406890663009524,-7.0901492307692315
313.59838057761414,-82.6616354303916,-16.047958823529413,-9.577422936259143,-135.24331289893618,-1.0105062557084579,-2.294060954346666,-5.751410666666667
70.41702348098096,-29.45147272432651,-6.101407692307692,-6.832700101317123,-157.2341030740446,-3.271472297721211,-2.270396943626814,-7.255414415584416
-199.66253080699835,5.276707325766502,-2.440053846153846,-1.772222222222222,-230.44593066666664,-7.188080580523295,-2.171524151829334,-9.751557263157892
-32.87631990037187,-38.43457004568212,-7.0778285714285705,-2.421794871794872,-123.10661181176471,-2.0949573492450226,-2.321572262255252,-5.998125665158371
-104.28619945926476,-37.04409926603019,-7.488629411764705,-2.5174603174603174,-152.72035921955552,-1.4119653639053849,-2.3032487287705594,-6.971893714285716
272.36276025921575,-57.28632492316833,-9.45421111111111,-7.93156819610308,-118.24016045133106,-20.929478852629536,-2.2878287129646933,-6.301745619450315
1893.2791443446843,-274.48652467019554,-58.605399999999996,-3.0521689497716897,-120.94328036155449,-0.648314913314674,-2.2438164826630023,-9.100007147444394
405.05182298071605,-101.79985587729112,-18.447099999999995,-2.761063218390805,-106.88567672455164,-1.2854950876205877,-2.249515569632225,-6.335967484400657
144.13572322051039,-62.43258322077424,-9.843861538461537,-8.070707070707071,-114.37599834323323,-15.52686404425954,-2.2847687967957335,-4.929694394511149
123.48393499115016,-37.814333350541254,-6.937828571428572,-7.080542264752792,-123.31683280810313,-3.271138345397645,-2.3004712287193474,-6.322672357069143
-219.74858865836347,-9.595068698568735,-3.3542846153846146,-2.22981220657277,-179.40208633588054,-5.089271005465047,-2.2870785475831563,-8.78109200194269
88.66159220779228,-45.9034105689482,-7.494509090909089,-7.104497354497354,-119.64876754716978,-2.814270324619362,-2.310459658666667,-6.11494
-100.93671319398047,-28.35347492533136,-4.771378723404256,-5.818044788975021,-123.07252310263847,-15.87938024431175,-2.412531957602133,-4.171662016913319
-163.84680078157734,-19.941458556106756,-2.2220038961038964,-1.8087719298245613,274.55543095514787,-6.700165207174025,-2.616796628164221,-6.491096161943321
48.97732551368243,-42.55961567059957,-7.218629411764705,-7.099333522404992,-119.32077112618794,-2.3350420547302266,-2.31319974841977,-5.501088679100908
-191.621740102159,0.6224614451863795,-2.9492666666666665,-2.0247126436781606,-338.3428407125967,-4.392733902654573,-2.102552468876685,-13.533568802507839
6.476764540389363,-44.356276767905136,-7.04282857142857,-2.42562893081761,-125.64657132541257,-2.800609377617473,-2.3250687637535035,-6.285004009945883
-16.853670638288612,-40.3471565350818,-6.2847368421052625,-7.602564102564102,-106.8205272088493,-18.745989838973564,-2.3483472339618134,-3.9128417529137534
-238.6252882130037,-2.467519699170116,-1.8414720930232558,-3.580968630268199,-228.79863519120713,-5.184207493317352,-2.6100242121097876,-4.057209130434782
-254.69057815625484,-11.467246275212851,-2.2663683544303797,-1.9294871794871793,-657.6731766106109,-5.88211363782774,-2.79834610315743,-5.489246898656899
-233.9804562903762,-82.01873466290621,-2.2661038961038957,-3.685185185185185,-713.5593111111114,-47.818333333333406,-0.6000000000000001,-8.054222222222224
