member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7,member_8,member_9
-inf,-0.8301694915254236,-1.3495,-18.10999305240052,-9.783120485656918,-inf,-252.11489230769232,-1416.2555654062908,-1.8908365437534398,-inf
-inf,-1.1366666666666667,-1.7112000000000003,-inf,-29.075723100474452,-inf,-175.74348077803205,-975.06045922088,-2.2898907103825135,-inf
-inf,-0.9770093457943927,-1.638,-34.03122786936182,-14.33743640485599,-inf,-278.8185807017544,-1148.9505288119615,-2.021687925170068,-inf
-inf,-1.2296153846153846,-1.6204,-inf,-39.17813601772828,-inf,inf,-1156.6926014699534,-2.506795162509448,-inf
-inf,-1.582857142857143,-1.8923999999999999,-inf,-40.555028253929805,-inf,-inf,34.98415212111571,-2.6663322368421056,-inf
-inf,-1.4458064516129034,-1.496,-inf,-45.553598463492605,-inf,-201.5745354598618,-967.2083670785119,-2.3205851063829788,-inf
-inf,-1.408888888888889,-1.4265999999999999,-50.277563623675945,-36.207057170313206,-inf,-220.08357968915047,-1093.483831209439,-2.260509655873385,-inf
-inf,-1.4045161290322583,-1.6012,-52.33989531762224,-27.899122825641392,-inf,-240.99233032581458,-238.7746997260817,-2.414683794466403,-inf
-inf,-2.5290909090909093,-1.8270000000000004,-63.42420520986508,-68.69498919440846,327.7022209675659,-329.09897193347194,-591.1297180252473,-2.357233612923268,-inf
inf,-1.5748387096774195,-1.8944,-inf,-68.73336681695427,-inf,-inf,-199.6423144952683,-2.439194139194139,-inf
-inf,-0.9116666666666665,-1.6277,-inf,-16.66173227874487,-inf,-172.54497593150464,-1053.674155922562,-2.1720164457123676,-inf
-inf,-1.188256880733945,-1.6456,-inf,-28.806260407789367,-inf,-181.43827836990596,-289.6515751006408,-2.2916988416988415,-inf
-inf,-1.4580952380952379,-1.2090000000000003,-33.57084704245014,-36.38303605506463,-inf,-171.30237521262174,-1508.7544791809942,-2.383216480078405,-inf
-inf,-1.1388888888888888,-1.5879999999999996,-inf,-25.981988987047806,-inf,-194.32648547008546,-954.6293287237569,-2.200779736018921,-inf
-inf,-1.6122222222222224,-1.6884000000000001,-inf,-38.51184165743182,-inf,-252.05100139860136,-132.43118728060927,-2.4045872340425536,-inf
-inf,-1.374639175257732,-1.612,-inf,-43.89636016657015,-inf,-inf,-391.406910446448,-2.4145962059620594,-inf
-inf,-1.1057142857142859,-1.8259999999999996,-54.55472831155548,-22.93856696189908,-inf,-210.26239999999999,-469.95111848298893,-2.2618773946360156,-inf
-inf,-1.0973584905660378,-1.4788000000000001,-37.39686592208163,-29.75129359486006,-inf,inf,-1332.8833895714909,-2.8728647712102706,-inf
-inf,-1.4406185567010308,-1.859,-58.64553954831787,-27.737626831337973,-inf,-269.29688964803313,-93.34938554818767,-2.48109243697479,-inf
-inf,-1.6955555555555553,-1.9503000000000004,-inf,-41.98981064252822,-inf,-247.37385441265974,13.78382269200013,-2.6781958148624816,-inf
-inf,-1.7056521739130435,-1.7219999999999998,-inf,-39.39596263921817,-inf,-234.5010592760181,96.55770328013409,-2.745665024630542,-inf
-inf,-1.6989473684210528,-1.6984000000000004,-inf,-42.15601316075076,-inf,-225.20883704716334,72.57440461277604,-2.60835480970932,-inf
-inf,-1.3305882352941176,-1.6284,-inf,-30.396602898995855,-inf,-138.52665154061623,-269.1558241888289,-2.5510274612366897,-inf
-inf,-0.7471317829457365,-1.3534,-22.459779901166478,-8.342468997371494,-inf,-224.65418696386357,-1894.4753470744167,-1.8853805309734515,-inf
-inf,-1.7933707865168536,-2.0774999999999997,-inf,-47.43981216964962,-inf,-inf,34.12545363470451,-3.035547533092659,-inf
-inf,-1.4813636363636362,-1.7165000000000004,-70.82499510796929,-39.8582267702547,-inf,-244.23573213856972,-409.14281468028594,-2.3389470588235293,-inf
