member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7,member_8,member_9
-178.4236885957681,-1.119710891709098,-1.39,-31.5410586743504,-inf,-26.523603386598936,-26.157306279987687,,-inf,-48.528248344535726
-136.4704742702877,-0.9364336569331222,-1.26,-23.294973961194383,-inf,-16.53702758040715,-32.84288571421117,-inf,-inf,-47.868982680091094
-303.11968744917493,-1.3137068692624245,-2.119999999999999,-54.286754918155665,-inf,-19.352905553382215,-24.021931863124315,,-inf,-43.54500555555556
-279.1966874707661,-1.1344829128645555,-1.6999999999999997,-34.28083759668468,-inf,-19.781675228738184,-26.878224813347003,-inf,-inf,-47.50039753086419
-220.22218824049708,-1.0710823857506755,-1.4599999999999997,-29.371691775867095,-inf,-18.83284334002346,-30.371099019508865,,-inf,-49.4653771123872
-320.7369471351898,-1.0142148760330578,-1.1400000000000001,-23.461960294452357,-inf,-16.573072501444937,-25.262173266830807,-inf,-inf,-47.02833636363637
-304.0836896250935,-0.9949313906876351,-1.2100000000000004,-19.554016277661493,-inf,-25.613195554916803,-33.32449277175034,-inf,-inf,-51.61884110580402
-238.73644272956528,-1.1578305911029858,-1.53,-34.19800706251565,-inf,-52.53557962090007,-27.953914452076656,-inf,-inf,-50.63858937432578
-219.31441228404006,-1.0549809068327587,-1.3599999999999999,-28.35471252650601,-inf,-18.25478531130594,-26.31782039094352,-inf,-inf,-48.62979317738791
-40.662814068724025,-1.0784415584415585,-1.2900000000000005,-29.997571588141053,-inf,-18.301802546379555,-30.30208780290866,-inf,-inf,-47.18882857142857
-446.3629080387416,-1.4998293224099675,-2.0299999999999994,-50.368885852787145,-inf,-90.15261790185818,-30.586616232968726,,-inf,-49.46378623188406
-306.9019954378116,-0.974354905646559,-1.33,-19.46514490418647,-inf,-27.45906827231974,-33.992442270685096,-inf,-inf,-51.71161901108269
-1007.7698006292629,-1.6315151515151514,-1.5100000000000002,-14.099367102077476,-inf,21.73350721470007,-26.182633347927183,,-inf,-60.06032222222221
-446.54039068284226,-0.9606061962082905,-0.5900000000000003,-14.347313663237179,-inf,-15.99330177803814,-24.03550861915259,-inf,-inf,-52.81265054945055
-230.05432879867422,-1.1272742496330663,-1.35,-31.545269607021332,-inf,-17.812514954484584,-26.12082830917786,-inf,-inf,-45.669455933952534
-579.4157339086813,-1.3844614297875424,-1.2699999999999998,-32.991063399214994,-inf,-14.534021058008282,-20.320251335007313,,-inf,-38.896974509803925
-378.93907452284714,-0.8322399654435096,-0.8,-13.02822486209739,-inf,-15.362092538030774,-19.816132339209243,-inf,-inf,-49.019525499719784
