member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7,member_8,member_9
-543.3757733116462,-11.981214565826331,-inf,-221.83268606110812,-41.51345611899933,-8.18,-35.378591518980734,-32.55140354433655,-3.4124778942073943,-1.0
-344.7103767854255,-12.187995169082125,-inf,-30.035011277852643,-30.81144088949399,-7.9399999999999995,-37.197889193283515,-19.191719179260364,-2.240170406639318,-1.0
-238.877719927635,-12.466768627450982,-inf,-247.04687979818175,-36.816383119155354,-8.03,-31.727640768875546,-42.931487691776795,-2.8857833333333334,-1.0
-249.5295347451369,-12.983833024976875,-inf,-97.65832862275067,-39.98111339458413,-7.91,-41.92915273766185,-47.54092801865761,-2.638304761904762,-1.0
-521.0408709019314,-13.77494231678487,-inf,-71.25048393917974,-50.6638808204333,-0.8799999999999999,-58.41723501083468,49.25289916972084,-1.6694609369496303,-1.0
-350.7807944465827,-11.643997877984084,-inf,-46.30348856959141,-35.36934330673716,-1.3199999999999998,-11.152902267432255,-37.001949596180495,-3.4191118853202687,-1.0
-252.19218790966374,-13.820141666666668,-inf,-111.19301608689763,-54.06515499794746,-0.9199999999999999,-56.12367214004279,-33.2049238258852,-2.615873878020713,-1.0
-269.6978331314329,-13.679698830409357,-inf,-91.00972134381877,-59.138878336661605,-0.7999999999999998,-52.79703829580332,1.0248987344617082,-2.1747914224705824,-1.0
-332.4016655231311,-13.352311646136618,-inf,-78.20074185732611,-76.80018191428765,-0.8799999999999999,-67.71807212265593,23.556213923776554,-2.1563935382627153,-1.0
-339.945952234183,-14.78591851851852,-inf,-35.14704876689299,-27.409262090007637,-7.459999999999999,-40.155860432153254,-82.77916534372712,-1.479843331271903,-1.0
-222.18348435345425,-12.401664197530863,-inf,-237.99782179720705,-29.26597132682132,-1.1600000000000001,-23.270458226662953,-38.95746831906861,-3.057601582069875,-1.0
-259.10756831096,-12.229186504723346,-inf,-249.96478979353975,-33.7869115263074,-1.08,-19.661444996152955,-44.23228680925784,-2.9804425664129255,-1.0
-201.06228658587278,-12.113841025641026,-inf,-50.71620600640128,-28.34179492767294,-1.08,-27.474138355006545,-49.10407266704202,-2.729288714733543,-1.0
-274.8848795086354,-12.178622501747029,-inf,-48.106027584929414,-31.06770272208984,-8.09,-32.888367113016216,-43.59536481421054,-2.9703774181654308,-1.0
-280.1427327721725,-12.817895454545456,-inf,-286.217035806175,-22.639751448175183,-7.82,-21.44485148993096,-65.43988106572294,-2.46820326200808,-1.0
-370.76812303171823,-13.896058139534883,-inf,-58.63167057130137,-34.01610084234453,-0.7200000000000002,-55.25208351901172,6.132979602528692,-1.8670441881100266,-1.0
-250.64638239761746,-14.024744099378882,-inf,-287.2629721931009,-17.89002721007402,-0.6799999999999997,-7.2273797481637345,-64.30553538849925,-2.2741160503602815,-1.0
-262.5103867740571,-14.459373262032086,-inf,-37.97133007881815,-17.28684848484848,-7.52,-32.92525715831474,-93.7827914409045,-1.5225741935483872,-1.0
-274.6462788822845,-13.117751515151516,-inf,-49.56563960719608,-67.15911397306397,-7.82,-51.62160808734326,-32.06300723218127,-2.2834872586872588,-1.0
-236.66731233858104,-13.122625073007926,-inf,-245.43019784151957,-12.848365072890969,-8.03,-0.17388949548799526,-35.64504978862935,-2.823034121523963,-1.0
-333.1965959754067,-14.196005405405405,-inf,-301.4989541328524,-35.959739274034014,-0.48,-27.627917112295105,-74.52661880471572,-2.0530707566462163,-1.0
-280.6506777855124,-14.605852631578946,-inf,-81.90288469378783,-35.76772974311238,-0.52,-45.55896605109638,-67.4168749613458,-1.981997124887691,-1.0
-219.654262261443,-13.018829521829524,-inf,-63.66528427426453,-37.32222998583869,-8.06,-53.287124170444635,-20.495066810757635,-2.7853394971613956,-1.0
-148.98809660929507,-12.042,-inf,-212.72070900243037,-65.12841483516482,-1.4,-47.9436975960098,-16.819524685869848,-3.4633003663003668,-1.0
-inf,-12.58042089268756,-inf,-228.60384209744518,-70.93189645348266,-1.1600000000000001,-47.75187531022167,-5.793489193248984,-3.0011939896184323,-1.0
-159.97321532205746,-11.922633333333334,-inf,-229.19125183364625,-93.52019934318554,-1.2400000000000002,-36.74702989641392,-10.471911503260959,-3.2379900102634283,-1.0
-284.5412914041391,-12.525812232866617,-inf,-94.31484891718708,-50.03476653174228,-7.879999999999999,-34.5263960661795,-54.250421371218884,-2.583212136556353,-1.0
-235.76040079734085,-13.584249322493225,-inf,-257.55059794672593,-34.44178698264865,-0.7999999999999998,-35.95047999696285,-50.12242511196427,-2.492350789363898,-1.0
-284.01545655481954,-12.935475268817203,-inf,-73.15466432739551,-36.53585912346353,-1.48,-18.811536303790394,26.91384660529736,-3.2747107423189052,-1.0
-154.43678607244732,-11.698361941251598,-inf,-231.57225789867277,-54.55723000965643,-1.3199999999999998,-27.029225600245944,-29.953012875100956,-3.4005902597402597,-1.0
-272.48914864800923,-13.237405561735264,-inf,-205.90910199377782,-20.490922469706625,-8.24,-26.79381843252369,10.851500590145871,-3.0503916863698795,-1.0
-178.12200565012625,-13.842739477503628,-inf,-76.82830133101442,-100.19255950771695,-1.12,-63.29791824936211,-7.462270046252936,-3.1270650242852134,-1.0
