member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7,member_8,member_9
-50.12980784604978,-16.615966666666665,-1.2200000000000002,-3689.7492139370834,-1.736298,-1.9642999999999997,-inf,-inf,-inf,-3.084
-216.45075913577108,-24.035895276653168,-1.2588000000000004,-2219.5284295185916,-1.402752,-0.5776000000000002,-inf,inf,-inf,-3.1012
-34.78499103533607,-19.702619699409553,-0.8199999999999998,-1526.2553023924925,-1.1523360000000002,-1.3068000000000002,-inf,-inf,-inf,-3.066
-34.6377170265537,-17.993404633378315,-1.0700000000000003,-3032.00633291419,-1.2009260000000002,-1.4135999999999997,-inf,-inf,-inf,-3.1003
-71.03519878943392,-19.297327891156467,-1.1163999999999998,-1630.4051905111519,-1.7550640000000004,-0.9459,-inf,-inf,-inf,-3.1536
-88.58942582256515,-0.8384062415926825,-0.9716000000000005,-3179.310496948254,-2.013217,-1.6890999999999998,-inf,-inf,-inf,-3.2184
-164.13792414191266,-22.094545833333335,-1.3770999999999998,-2628.4320894729494,-1.244516,-0.45760000000000006,-inf,-inf,-inf,-3.1029
-88.64219988936053,-18.11674074074074,-1.66,-1350.8670006914188,-2.894296,-1.0188,,-inf,-inf,-3.2880000000000003
-71.73494243744744,-1.160792907801418,-1.2027999999999999,-3657.3431906094625,-1.333764,-1.045,-inf,-inf,-inf,-3.1272
-66.88130587779955,-19.237042171303873,-0.9124000000000001,-943.3572145285158,-1.4423909999999998,-0.9823,-inf,-inf,-inf,-3.1176
-59.68166129926807,-17.49955147302218,-1.3499999999999999,-1889.8538342039767,-1.8665840000000005,-1.1082,-inf,-inf,-inf,-3.144
-22.719369879218686,-17.19417610062893,-1.54,-3023.20004295725,-1.973776,-1.6336,-inf,-inf,-inf,-3.198
-62.66310098174371,-20.62505151515151,-1.33,-3088.019285623108,-1.5652479999999998,-0.9400000000000001,-inf,-inf,-inf,-3.0722
-127.31224578684453,-19.93566710088291,-1.2099999999999997,-2511.780887486519,-1.5346450000000003,-0.9653,-inf,-inf,-inf,-3.15
-23.64756732850575,-20.75360529100529,-1.06,-2520.3350499937847,-1.2748770000000005,-1.9215000000000004,-inf,-inf,-inf,-3.2736
-47.6137537913088,-19.63134401390959,-1.27,-2748.277797852479,-1.837245,-1.4483000000000001,-inf,-inf,-inf,-3.116
-32.54881350432211,-17.63637037037037,-1.27,-3844.491368738168,-1.3822400000000004,-1.2468000000000001,-inf,-inf,-inf,-3.063
-53.28683846179345,-7.671066666666666,-1.19,-3311.403388506282,-1.3040000000000003,-1.2376000000000003,-inf,-inf,-2.68,-2.5017
-86.8752275142182,-18.94728974358975,-1.19,-2194.4141376991806,-1.6728,-0.9312,-inf,-inf,-inf,-3.17
-74.32730564918594,-18.896617862723886,-1.5499999999999998,-4728.690602734008,-1.4573810000000003,-1.3677000000000001,-inf,-inf,-inf,-3.126
-153.96554134203885,-20.33340308346624,-1.3895999999999997,-3826.568935106882,-1.417677,-0.3530999999999999,-inf,-inf,-inf,-3.0504
-52.025138198200885,-18.746402515723272,-0.8779999999999999,-990.0481793429896,-1.064388,-1.2298999999999998,-inf,-inf,-inf,-3.102
-98.99126722742594,-19.456202614379087,-1.01,-3267.2683341733664,-1.0318859999999999,-1.1883,-inf,-inf,-inf,-3.06
-83.49379847026435,-18.822391836734695,-1.4900000000000002,-1063.977181149132,-3.144952000000001,-1.1848,,-inf,-inf,-3.33
-47.95026923830229,-17.957231865828096,-1.3499999999999999,-3305.9150378966583,-1.5764449999999999,-1.0728,-inf,-inf,-inf,-3.0702
-63.29859617860639,-17.769986097318768,-1.4900000000000002,-2911.5353778127965,-1.8774179999999998,-1.2586999999999997,-inf,-inf,-inf,-3.14
