member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7,member_8,member_9
-488.94009578271266,-1.4703681885125186,-2.222755905511811,-59.06744514285717,-2.523015608370275,-90.45120000000011,-0.738324628222431,-inf,-3.0000000000000004,-1.52
-inf,-1.8383395856178217,-1.9137662337662338,16.829145588235296,-0.6206047470491747,-305.2900000000001,-20.60050632314637,-inf,-3.35,-1.45
-753.0537491648694,-2.0422425369545003,-2.112619047619048,-63.523186036363654,-4.600691358024692,-62.1852000000002,-132.37240406737982,inf,-2.89,-1.52
-689.9356083802957,-1.1229859338324737,-2.5400884955752216,-30.04792131135531,-1.0602289037812973,-305.5600000000007,-16.517224700713072,-inf,-2.78,-1.57
-1253.5852409002314,-4.111363695778591,-2.583720930232558,-64.88762416783217,-2.847541374375351,-96.08559999999991,-99.33597663787533,inf,-3.8499999999999996,-1.49
-269.27266117848507,-1.2760332947657451,-2.9610091743119265,-43.547150343137275,-2.2745825507704467,-217.56700000000032,-22.444913714637728,-inf,-2.6100000000000003,-1.54
-504.651505063365,-1.553597699669542,-2.1032142857142855,1.5443126368243245,-1.5685945555429486,-299.13999999999976,-22.244580926957838,-inf,-3.06,-1.46
-595.2122202482994,-2.049258072783188,-2.677142857142857,-57.712647020000006,-2.492140199511284,-90.56000000000003,-20.77091805568586,inf,-3.0,-1.46
-579.8325050555487,-1.1658554647599593,-2.3729508196721314,-30.907967567567574,-1.1957080137870875,-289.7400000000005,-5.90181636881637,-inf,-2.93,-1.48
-196.01999008333866,-1.4919940029985006,-2.8797235023041474,-58.3969928914286,-1.8530438642827636,-213.25000000000003,-28.3026963207886,-inf,-2.6899999999999995,-1.49
-528.2088122110794,-1.4959722475807924,-2.5226679841897233,-53.079035200000014,-1.6419555555555558,-194.7604000000003,-2.133194265571705,-inf,-3.0300000000000002,-1.48
-526.4757443802876,-1.4511064237095859,-2.2996296296296297,-52.55066243434344,-2.802291905047836,-68.84160000000008,-30.51932518444904,-inf,-2.74,-1.48
-280.6958626712209,-1.6349375886227584,-2.6621559633027525,-64.01575746520989,-2.4628216371354386,-90.28699999999976,-75.94294155699048,inf,-2.71,-1.55
