member_0,member_1
-inf,0.0
,-1.0
,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,6.0
,-1.0
,-1.0
-inf,1.0
inf,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
-inf,1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
inf,-1.0
-inf,0.0
,-1.0
,-1.0
,-1.0
-inf,0.0
inf,-1.0
-inf,0.0
inf,-3.0
,-1.0
,-1.0
-inf,0.0
,-1.0
inf,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
,-1.0
-inf,0.0
,-1.0
-inf,0.0
-inf,0.0
inf,-1.0
,-1.0
-inf,0.0
-inf,0.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
,-1.0
inf,-1.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
,-1.0
,-1.0
inf,0.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
,-1.0
-inf,0.0
-inf,0.0
inf,-2.0
-inf,0.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
,-1.0
inf,-1.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
,-1.0
-inf,0.0
,-5.0
,-1.0
-inf,0.0
,-1.0
,-1.0
inf,-3.0
-inf,0.0
,-1.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
,-1.0
,-1.0
inf,-3.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
-inf,0.0
,-1.0
-inf,0.0
-inf,0.0
-inf,0.0
inf,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
,-1.0
-inf,0.0
,-1.0
inf,-1.0
inf,-1.0
-inf,0.0
,-1.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
,-1.0
-inf,0.0
,-1.0
-inf,0.0
,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
,-1.0
inf,-1.0
,-1.0
,-1.0
inf,-1.0
-inf,0.0
-inf,0.0
inf,-2.0
-inf,1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
,-1.0
,-1.0
inf,-1.0
-inf,0.0
-inf,0.0
,-1.0
-inf,0.0
inf,-1.0
,-1.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
,-2.0
,-1.0
,-1.0
-inf,1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
,-1.0
-inf,0.0
,-1.0
inf,-2.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
,-5.0
-inf,0.0
-inf,0.0
-inf,0.0
,-1.0
-inf,0.0
,-1.0
,-1.0
inf,-2.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
,-1.0
inf,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
-inf,0.0
,-1.0
-inf,0.0
,-1.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
inf,-3.0
-inf,0.0
-inf,0.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
-inf,0.0
,-5.0
-inf,0.0
-inf,0.0
,-1.0
,-1.0
,-1.0
,-1.0
,-1.0
inf,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
,-1.0
,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
,-1.0
-inf,0.0
,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
,-1.0
-inf,0.0
inf,-2.0
,-1.0
,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
,-1.0
-inf,0.0
,-1.0
,-1.0
-inf,0.0
,-1.0
-inf,0.0
-inf,0.0
-inf,0.0
inf,0.0
-inf,0.0
-inf,0.0
inf,-1.0
,-1.0
,-1.0
,-1.0
-inf,0.0
-inf,0.0
,-1.0
-inf,0.0
-inf,1.0
-inf,0.0
,-1.0
