member_0,member_1
-94476970929.70415,inf
-inf,2960.057528836003
,-279.02279703088186
,-inf
,-inf
,
-inf,7180.884407037204
,-inf
-inf,
,
,inf
-inf,inf
-inf,4164.4634803748195
,-inf
,
,
-inf,428.63524987624163
-24304331877.83697,1230.1109427851025
-inf,4197.027805928788
,inf
,-inf
,-inf
,-inf
,-inf
-inf,
,
,
,-inf
-inf,5582.6576247942885
-inf,inf
,
-inf,7268.158523196906
,
-inf,4328.998259147171
-56363965365.51253,-inf
-inf,inf
,inf
,-87.38912096436388
,-inf
-inf,2855.8439411621034
-inf,inf
-inf,inf
,-inf
-inf,1528.774961332415
,-inf
-inf,inf
,-inf
,-inf
,
,-inf
,-inf
-inf,1673.1368833732038
,
-inf,inf
,-inf
-44087054263.82243,inf
-inf,839.30748252425
-inf,
-inf,inf
,
-inf,3869.108002592007
,-inf
-inf,2768.718253806906
,192.66966499924868
-inf,1956.6087277345205
,-inf
,-inf
-inf,inf
,inf
-inf,
,-inf
,-inf
,-530.4127857959347
-inf,538.9637915580283
-inf,inf
-inf,5412.077521909339
,inf
-inf,inf
,-inf
-inf,3438.44377288668
,
inf,-inf
,-inf
,inf
,-inf
,inf
-inf,6591.890159912271
,
,-inf
-inf,539.3440212570748
,-inf
,-inf
-inf,5444.974777911312
,
,-inf
,-inf
,
-inf,942.3984350107197
-inf,1411.6257638196505
-34547624236.1163,907.0775594776001
-inf,
-inf,5353.387677904623
,-inf
,-inf
,-inf
,inf
-inf,inf
-inf,
-inf,inf
,-inf
-52283084703.22302,inf
,-194.61040146223593
,-inf
-inf,inf
,
,-inf
,-inf
-inf,
-inf,1761.964110943351
,-inf
,-inf
-29267789422.148945,inf
,-inf
,-inf
-inf,inf
-inf,inf
-inf,-193.84902815437806
,
,-inf
,-inf
,-inf
,
,-inf
-40690094917.0539,inf
,-inf
,inf
-inf,1431.0076462864818
-inf,6587.845898012526
,-inf
,-inf
,-inf
-inf,inf
-inf,
,-inf
,-inf
,-inf
,-inf
,-inf
,inf
-inf,3722.9788021381614
,
,-inf
-inf,inf
,-inf
,-inf
,-inf
-inf,
-inf,inf
-inf,6077.778853972752
-inf,
,
,-inf
,inf
-inf,420.5529391367456
,-inf
-62696280167.33878,6245.089178456561
,-inf
-inf,inf
,-771.9971624101884
-inf,inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
-inf,2648.0185009694183
-inf,
,-inf
-inf,inf
,
-inf,inf
,-inf
,-inf
-inf,889.9572074531625
-inf,
,-inf
,-inf
,-inf
,
,-inf
-inf,2747.3407779312156
,-inf
-inf,1637.6868915556988
-inf,inf
,-inf
,
,
-inf,2990.5155113408737
,-inf
,-inf
,-inf
,-inf
-inf,
,-426.09238214788206
-inf,895.3169302942204
