member_0,member_1
,-30.5
,
,
-inf,7.000000000000001
,-33.0
-inf,7.000000000000001
,
,-37.0
,-26.000000000000004
-inf,1.5
,
,-32.0
inf,-25.0
,-9.5
,
,-16.5
-inf,20.0
,-26.000000000000004
,-43.5
,-43.5
,-32.5
,-12.500000000000002
,-25.500000000000004
,-26.000000000000004
-inf,1.0
,-43.5
,
,-20.500000000000004
,-26.000000000000004
,-5.500000000000001
-inf,-3.500000000000001
,
,-26.000000000000004
,-26.000000000000004
,-inf
,
,-inf
,-inf
,-inf
-inf,-9.0
-inf,11.5
,6.5
,-26.0
,-3.5
-inf,12.5
,-17.0
,
,-16.0
,-inf
-inf,-5.0
,-3.500000000000001
-inf,1.0
,-14.0
,-26.000000000000004
,-32.0
-54.7638888888889,6.0
,-3.500000000000001
-inf,-2.0000000000000004
,-42.5
,-26.000000000000004
-inf,11.5
,-13.0
-inf,2.5
,-9.5
,-inf
,-33.0
,
,-14.0
,3.5
,-9.5
,-38.5
,-20.5
,-42.0
,-5.000000000000001
,6.5
,-19.000000000000004
,-36.0
,-9.0
,6.5
,
,-30.0
,-24.5
-inf,-3.000000000000001
,-13.0
,
,
,-25.000000000000004
,-3.500000000000001
,-4.000000000000001
,
,-33.0
,-26.000000000000004
,-43.5
,-inf
,-26.000000000000004
,
,-26.000000000000004
,-30.5
,-30.5
-inf,-8.0
,-42.5
,-37.0
,-15.0
,-4.5
,-36.0
,-7.0
,-16.5
,-25.000000000000004
,-inf
-inf,-8.0
,-inf
,-30.0
,-30.5
,-26.000000000000004
,-43.5
,-25.500000000000004
-inf,11.5
,-36.5
,-inf
,-inf
,-30.5
,5.5
,
,-37.5
,11.5
-74.30555555555557,20.0
,-26.000000000000004
,-inf
-inf,17.5
,-9.5
-inf,3.5
,-12.5
-inf,11.5
,
,3.5
-inf,20.0
-41.333333333333336,1.0
,-26.000000000000004
,-41.5
inf,-23.5
,-13.0
,-26.000000000000004
,-8.5
,-30.5
-42.097222222222236,1.5
,-inf
,-3.500000000000001
,-43.5
,-39.5
,1.4999999999999991
,-26.000000000000004
-inf,2.0
,-29.0
,2.0
,
,
,-43.5
,
,
,-25.500000000000004
,-36.0
,-26.000000000000004
,-43.5
,-3.500000000000001
-inf,4.5
,-28.5
,-30.0
,
,
,-25.500000000000004
,11.5
,-19.500000000000004
,-27.0
-inf,-7.0
,-28.5
,-39.0
,-25.500000000000004
,-8.500000000000004
,-10.5
-inf,2.5
inf,-20.5
,-9.5
,-26.000000000000004
-inf,-4.5
,-3.500000000000001
-inf,2.5
