member_0,member_1
,
,-inf
,-inf
-inf,
,-inf
,
,
,inf
,
,
,
,-inf
-inf,169.0
,-inf
,
,-inf
,
,
,
,-inf
,
,-inf
,
,
,-inf
,-inf
,-inf
,inf
,
-inf,161.0
,-202.0
,
-inf,
,
,
-inf,
,-inf
,
,
,-inf
,
,
-inf,
-inf,15.5
-inf,-inf
,
,
,
,-inf
,-inf
,
,
,
,
,-inf
,
,-inf
,
,
,
,
,
-inf,144.5
,
-inf,
,
,
,-inf
,
,199.0
-inf,189.5
,
,
,-inf
,-inf
,
,
-inf,
,
,-inf
,
,-inf
,
-inf,171.5
,
,-inf
,
,
,-inf
,-inf
,
,
-inf,115.0
,
,
-inf,56.0
,-inf
-inf,
,
,-inf
,-inf
,
,
,-inf
-inf,310.0
-inf,124.5
,
,-inf
,
,
,
,
,
,226.5
,
,-inf
,-inf
,
-inf,-inf
,
,-inf
,-inf
-inf,inf
,-inf
,
,
-inf,inf
-inf,4.75
-inf,
,-inf
,
,
,
,80.0
,inf
-inf,
,-inf
,-inf
,
,-inf
,
,-inf
,
,-inf
-inf,-inf
,
,-inf
-inf,
,-inf
,-inf
,
,
,-inf
,
,-inf
,
,
,-180.0
,
,
,
-inf,176.5
-inf,107.75
,
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,112.5
,
-inf,
,
,-inf
,
,-inf
,
,
,
,-inf
,
,-inf
-inf,166.5
,
,-inf
