member_0,member_1
-inf,64.0
,9.0
,20.0
,-100.0
,-115.0
,-100.0
inf,30.0
,-120.0
,-95.0
,-7.0
,-97.0
,-24.0
-321.0,-inf
,-95.0
,-5.0
,-95.0
,-100.0
,
inf,-inf
inf,4.0
,-95.0
,
-inf,89.0
,25.0
,-95.0
-inf,37.0
-inf,42.0
-inf,0.0
-inf,73.0
,
,-27.0
-inf,20.0
-inf,37.0
,-95.0
-inf,42.0
,-11.0
,1.0
,-100.0
-554.0,40.0
,-51.0
,-115.0
inf,9.0
,-75.0
,-120.0
,-115.0
-inf,60.0
,-95.0
,-95.0
,-29.0
,-48.0
,-100.0
,59.0
,-95.0
,7.0
,-100.0
,-100.0
,-73.0
,-100.0
,-95.0
,-100.0
,-100.0
,-120.0
-inf,46.0
,-95.0
,41.0
,-100.0
inf,-inf
,-140.0
,-100.0
,-95.0
,-95.0
,-95.0
,-95.0
,-6.0
,-74.0
,-115.0
-inf,
,-45.0
,-15.0
,-120.0
-inf,47.0
,60.0
,47.0
-613.0,28.0
inf,
,18.0
,-80.0
,-68.0
,-118.0
,-75.0
,18.0
,-100.0
,-95.0
,63.0
,-120.0
-inf,59.0
-inf,63.0
,-29.0
,-12.0
inf,-inf
,-100.0
,-95.0
,-31.0
,-7.0
,-115.0
,12.0
,-57.0
,-29.0
,-32.0
,90.0
,-100.0
,-95.0
,-95.0
,-inf
,-73.0
-763.0,59.0
,-100.0
,-95.0
,-95.0
-1177.0,
,-74.0
,69.0
,-49.0
inf,-inf
,-100.0
-inf,42.0
,-93.0
,-8.0
,-95.0
,-100.0
,20.0
,-100.0
,11.0
,
,-97.0
,-100.0
,-100.0
,23.0
,-95.0
,-100.0
,-95.0
,-95.0
,-115.0
-inf,20.0
,-25.0
,-75.0
,-95.0
-inf,74.0
,-75.0
,32.0
-inf,
,-75.0
,-95.0
,-32.0
,-75.0
inf,1.0
,-32.0
-inf,59.0
,-13.0
,40.0
,6.0
,-30.0
,-51.0
,-95.0
,-95.0
,-29.0
,25.0
,22.0
-inf,67.0
,-100.0
,-93.0
-inf,64.0
,-100.0
,-7.0
,-118.0
,-73.0
,-113.0
,-95.0
,
,-29.0
,-115.0
,
,-31.0
,
,5.0
-inf,43.0
