member_0,member_1
,-inf
,
,
,
,
,
-inf,194.3333333333331
,-inf
,
,-inf
,
,
-inf,-inf
,-inf
-inf,267.0
,183.66666666666654
,
,-inf
,-inf
-inf,248.99999999999991
-inf,-inf
,
,
,
,
,
-inf,-inf
,
,-inf
,
,-inf
,-inf
-inf,277.33333333333326
,
,
,
,
,-inf
-inf,
-inf,260.6666666666667
-inf,
,
,-inf
,-inf
-inf,
,
,-inf
,
,
,
,-inf
,
,-inf
,
-inf,-inf
,
,
,
,
,
,
-inf,264.66666666666674
,
,
-inf,-inf
,
,-inf
-inf,-inf
-inf,291.0
,-inf
,-inf
,-inf
,
,-inf
,
,-inf
-inf,267.0000000000001
,
,
,
,
,
,-inf
,-inf
,
,-inf
,
,-inf
,
,-inf
,-inf
,
-inf,202.99999999999991
,-inf
-inf,210.99999999999997
,-inf
,
,-inf
,
-inf,328.3333333333332
,-inf
-inf,262.0
,
,
,-inf
,-inf
-inf,254.33333333333363
,
,-inf
,-inf
,
-inf,-inf
,-inf
,-inf
,-inf
,
-inf,232.3333333333333
,-inf
,
,-inf
,
,
,
,-inf
,
-inf,229.33333333333312
,
,-inf
,
,-inf
,
-inf,-inf
,
,-inf
,
,
,
-inf,323.00000000000006
,
,-inf
,
,-inf
,
,
,
,-inf
,-inf
,
,-inf
,230.66666666666677
,
,-inf
,-inf
-inf,215.33333333333326
-inf,222.33333333333334
,
,
-inf,
,-inf
-inf,-inf
,
,
,-inf
,-inf
-inf,234.33333333333334
-inf,292.6666666666668
,
,-inf
,
,
-inf,223.00000000000003
,-inf
-inf,211.3333333333336
,224.33333333333346
-inf,-inf
,
-inf,-inf
,
,
,
,
-inf,221.99999999999991
,
,
,-inf
-inf,304.0
