member_0,member_1
,-24.0
,-inf
,-inf
,-inf
,
,
-inf,
,-inf
-inf,99.5
,-inf
,-inf
,
,-inf
-inf,456.91666666666663
,-inf
,
,
,-inf
-inf,485.75
,
,-inf
,-inf
,-inf
,-inf
,
-inf,
,17.0
,
,
,-inf
,
,inf
-inf,inf
,
,-inf
,inf
,-inf
,
,-100.0
,
,-inf
,
,-inf
,-inf
-inf,464.41666666666663
,
,-inf
,-inf
,-inf
-inf,102.75
,-inf
,
,
,-inf
,-inf
,-inf
,-inf
,
,-inf
,
,
,
,
,-inf
-249.5,
,-inf
,-119.0
,
,76.5
,-25.0
,
-inf,116.75
,-inf
,
,-inf
,-inf
,-inf
,
-inf,436.0
,-inf
,
,
,
,
,-inf
,-inf
,-inf
,
,-inf
,219.16666666666666
,-inf
,99.0
-inf,458.75
,
,
,-inf
,
,-inf
,
,
,376.25
,-inf
,
,-inf
,
,-inf
,-inf
,-inf
,87.75
,-inf
,-inf
,-inf
,
,
,58.33333333333333
,inf
,-inf
,-inf
,-inf
,
,-inf
,241.5
-inf,172.0
-inf,inf
,-inf
,
,inf
-inf,247.5
-inf,inf
,-inf
,-inf
,-inf
,-inf
,201.5
,-inf
,
,-inf
-inf,inf
,
,-inf
,inf
,
,-inf
,-inf
,-inf
,inf
,
,-inf
,-inf
,-inf
-inf,inf
,
,
,
,-inf
,
,
,-21.833333333333332
,405.5
,
,-inf
,-inf
,-107.0
,-inf
-inf,
,212.0
,89.16666666666667
,-inf
,-22.0
,-inf
,-inf
,
,-inf
,-inf
,
,
,-inf
,
,-102.0
,inf
,234.5
,
,-inf
,285.0
-inf,
,369.16666666666663
