member_0,member_1
,-inf
,-47.5
,257.5
,-inf
-inf,261.5
,-inf
,
,-inf
,-inf
,-inf
-inf,-30.5
,-inf
,-73.5
-inf,314.5
,-inf
,286.5
,-inf
,74.5
,-inf
,122.5
,-9.5
,-inf
-inf,91.5
,99.5
,-inf
,-63.5
,77.5
,-inf
,-inf
,-40.5
,95.5
,-inf
,-inf
,215.5
-inf,138.5
,57.5
,-inf
-inf,226.5
-inf,50.5
,-inf
,324.5
,-inf
,-inf
,221.5
,-inf
,112.5
,-inf
,99.5
,-8.5
,-160.25
,-inf
,-inf
,-inf
,-inf
,-inf
,-139.25
,-inf
,-inf
,58.5
,-50.5
,-inf
,-inf
,258.5
,-152.0
,-inf
,-inf
,-inf
,-41.5
,
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-40.5
,-inf
,-inf
-inf,91.5
,-195.0
-inf,351.5
,-inf
,-inf
,-244.0
,-inf
,-inf
,112.5
,-inf
,-inf
,-40.5
,-inf
,95.5
-inf,286.5
,-inf
,51.5
-inf,138.5
,-inf
,-inf
,-inf
,-inf
,
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-145.25
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-47.5
-inf,-76.5
,358.5
,-inf
,-inf
,-inf
,-inf
-inf,46.5
,-inf
,-inf
,-125.25
,-inf
,
,-inf
,-inf
,-inf
,-inf
,-inf
,54.5
,112.5
-inf,91.5
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
-inf,321.5
,-inf
,-inf
,-inf
,
,-inf
,-inf
,-inf
,-40.5
,-inf
,-inf
,-50.5
,122.5
,-inf
,-inf
-inf,91.5
-inf,-39.5
,-40.5
,-inf
,-inf
,-inf
,100.5
,88.5
,-inf
,-inf
,
,-inf
,-inf
,77.5
,-inf
,-inf
,-inf
,-inf
-inf,316.5
,-inf
,-inf
,-inf
,-inf
,98.5
,-inf
,112.5
