member_0,member_1,member_2,member_3,member_4
0,5,0,0,7
0,5,0,0,7
1,6,0,0,7
3,4,0,0,7
2,7,0,1,7
0,5,0,0,7
1,4,1,1,7
1,4,1,1,7
7,6,0,1,7
0,5,0,0,7
3,4,1,1,7
1,4,1,2,7
1,6,0,0,7
5,6,0,0,7
1,7,1,1,7
0,4,0,0,7
7,6,0,0,7
1,6,0,0,7
7,5,0,0,7
7,6,0,1,7
7,6,0,0,7
0,5,0,0,7
1,4,1,1,7
1,6,0,0,7
7,6,0,0,7
3,4,1,1,7
0,5,0,0,7
1,4,1,1,7
7,7,0,1,7
7,7,0,1,7
7,7,0,1,7
1,6,0,0,7
7,4,1,2,7
7,5,0,0,7
2,7,0,1,7
1,6,0,0,7
4,4,1,2,7
0,6,0,0,7
0,4,0,0,7
1,6,0,0,7
1,4,1,1,7
7,7,0,1,7
0,5,0,0,7
2,7,0,1,7
4,4,1,1,7
3,4,1,2,7
0,5,0,0,7
6,6,0,0,7
7,6,0,0,7
7,6,1,0,6
4,4,1,1,7
0,5,0,0,7
1,6,0,0,7
6,7,0,0,7
7,6,1,0,6
7,6,0,0,7
0,5,0,0,7
7,7,0,1,7
6,6,0,0,7
7,7,0,1,7
0,5,0,0,7
1,4,1,2,7
7,6,0,0,7
0,4,0,0,7
3,4,1,1,7
0,4,0,0,7
2,7,0,1,7
6,4,1,1,7
1,4,1,1,7
4,4,1,1,7
0,5,0,0,7
1,4,1,1,7
0,4,0,0,7
1,4,1,1,7
7,7,0,0,7
3,4,1,1,7
1,4,0,1,7
0,5,0,0,7
5,4,1,1,7
0,5,0,0,7
7,7,1,1,7
0,6,0,0,7
3,6,0,0,7
1,7,0,0,7
7,6,0,1,7
7,7,0,1,7
7,4,1,1,7
1,4,1,1,7
3,4,1,2,7
0,6,0,0,7
4,4,1,1,7
3,4,1,1,7
1,6,0,0,7
1,4,1,1,7
4,4,1,1,7
0,6,0,0,7
7,4,1,2,7
7,7,0,1,7
0,6,0,0,7
7,6,0,0,7
1,4,1,1,7
0,6,0,0,7
3,4,1,1,7
4,4,1,1,7
2,7,0,1,7
1,6,0,0,7
7,7,0,1,7
1,6,0,0,7
1,4,0,1,7
3,4,1,2,7
1,4,1,1,7
7,7,0,1,7
1,7,1,0,6
1,4,1,1,7
0,5,0,0,7
7,7,0,1,7
1,4,1,1,7
5,4,1,1,7
0,4,0,0,7
0,4,0,0,7
1,6,0,0,7
0,5,0,0,7
7,6,1,0,6
1,4,1,1,7
7,4,0,1,7
7,7,0,1,7
7,5,0,0,7
0,5,0,0,7
0,5,0,0,7
1,4,1,1,7
7,5,0,0,7
4,4,0,1,7
4,4,1,1,7
0,5,0,0,7
0,6,0,0,7
7,7,0,1,7
4,4,1,2,7
4,4,1,1,7
1,6,0,0,7
3,4,1,2,7
1,4,0,1,7
7,4,0,1,7
2,6,2,0,6
3,4,1,2,7
7,7,0,0,7
1,7,0,0,7
0,4,0,0,7
0,5,0,0,7
7,7,0,1,7
1,4,0,0,7
4,4,1,2,7
0,4,0,0,7
7,7,0,1,7
0,5,0,0,7
7,7,0,0,7
0,4,0,1,7
1,4,1,1,7
7,7,0,0,7
7,7,0,0,7
1,4,1,1,7
3,4,0,0,7
0,6,0,0,7
6,5,0,0,7
7,7,0,1,7
7,6,1,0,6
1,4,1,1,7
7,7,0,1,7
7,7,0,1,7
7,7,0,1,7
4,4,1,2,7
1,4,1,1,7
1,4,1,1,7
5,4,1,1,7
2,7,0,1,7
1,4,1,1,7
3,4,1,1,7
1,6,0,0,7
1,5,0,0,7
0,5,0,0,7
1,4,1,1,7
0,6,0,0,7
1,4,1,1,7
6,6,0,0,7
0,5,0,0,7
0,5,0,0,7
4,4,1,2,7
0,4,0,0,7
1,4,1,1,7
0,5,0,0,7
1,7,0,0,7
4,4,0,0,7
0,5,0,0,7
7,6,0,0,7
0,6,0,0,7
1,4,0,1,7
3,7,0,2,7
0,5,0,0,7
5,4,1,1,7
5,6,0,0,7
3,4,1,1,7
3,4,1,1,7
4,4,1,2,7
0,5,0,0,7
1,7,0,1,7
0,5,0,0,7
0,5,0,0,7
0,4,0,0,7
1,4,1,1,7
0,5,0,0,7
0,5,0,0,7
7,6,0,0,7
3,4,1,1,7
7,7,0,1,7
4,4,1,2,7
4,5,0,0,7
1,6,0,0,7
1,7,0,1,7
0,5,0,0,7
1,4,1,1,7
3,4,1,1,7
3,4,1,1,7
7,7,0,1,7
1,4,1,1,7
1,7,0,0,7
0,5,0,0,7
1,4,1,1,7
0,6,0,0,7
4,4,1,1,7
7,7,0,0,7
1,4,1,1,7
1,6,0,0,7
7,6,0,0,7
7,6,0,0,7
4,4,1,2,7
6,6,0,0,7
