member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7,member_8,member_9
-inf,-1.0855555555555556,-7.576020324324327,-2.6616378702235086,-1.4002000000000003,-5.182416738661831,-12.941043891875998,-227.87761083717857,-inf,-1.4300000000000002
,-1.2828813559322034,-5.396319622641509,-5.587972127511526,-2.1752000000000002,-11.44652224942946,-26.943521616802055,-92.11572326442891,-inf,-1.52
-inf,-1.65,-7.937341999999999,-7.005284366858205,-3.025,-9.07675875,-5.330339130434782,-57.53660962841638,-0.5750000000000001,-1.5
-inf,-1.6869811320754717,-6.7441001481481475,-6.9752114082618775,-2.8885333333333323,-14.55481907098384,-4.333012311680992,-26.898093198001575,-inf,-1.51
-inf,-1.2993103448275862,-4.395061962962963,-6.447007800755417,-2.2087999999999997,-14.755402164778667,0.12223172302737462,-142.94923968694303,-inf,-1.46
-inf,-2.291212121212121,-10.387950666666665,-7.9058143814452215,-3.6613999999999995,-4.126347175627777,-23.656127352005743,-8.65168314184007,-inf,-1.46
-inf,-1.3443749999999999,-6.101615999999999,-4.742957520478914,-2.04,-11.479524539414188,-14.898235401639713,-58.88067371313648,-inf,-1.49
,-1.538888888888889,-7.157092307692306,-7.638085350140408,-2.921,-7.238106784111934,-23.326601755734973,-69.31042320313,-inf,-1.46
-inf,-1.4794339622641508,-6.778082509803921,-5.921937668943933,-2.692733333333333,-9.081789494616002,-22.202218443020772,-54.82938302483641,-inf,-1.49
-inf,-1.674102564102564,-7.492256603773583,-10.39914433581439,-3.231,-10.83292718770812,-1.165616497655129,-82.35259638112778,-inf,-1.53
-inf,-1.538888888888889,-5.208119444444442,-8.047848340687246,-3.0460000000000003,-12.859579255595746,-1.1502605793709098,-104.41851970390279,-inf,-1.53
,-2.044814814814815,-8.804990727272724,-12.94445119976583,-3.6792,-5.260350201944446,-28.69128901098901,-28.71681164330071,-inf,-1.5
-inf,-1.403076923076923,-6.088577185185186,-7.428121388722644,-2.5926666666666662,-10.208960072874667,-12.522077004477001,-88.98791329100641,-inf,-1.46
-inf,-1.9678378378378376,-9.38777060869565,-7.034045775224804,-3.4674666666666667,-4.788090739498798,-28.178542700446528,-23.26214553401875,-inf,-1.49
-inf,-1.5202040816326532,-6.581654153846154,-6.452724836798032,-2.8516666666666666,-8.640523202318121,-21.623656623309394,-59.35412323540929,-inf,-1.49
-inf,-1.0713698630136985,-2.455014534883723,-2.2920744025411306,-1.6434000000000004,-7.7449589442216515,-11.82432942326491,-234.60825888480045,-inf,-1.45
-inf,-1.6426530612244898,-7.0127981132075465,-6.341033195781928,-2.9450666666666665,-9.697424150237115,-25.127095354175793,-28.316113504611234,-inf,-1.51
-inf,-1.3159649122807018,-3.721997636363637,-6.417042772244255,-2.3722000000000003,-17.062267299027162,-0.7915867093105898,-136.8380066999973,-inf,-1.52
-inf,-1.8895238095238098,-9.907380244897958,-11.784189136797233,-3.1286000000000005,-6.45493192078179,-19.688918903318903,-17.105308555211412,-inf,-1.45
,-1.6677777777777778,-7.79874917647059,-9.395208569036427,-3.2362,-4.704593323648,-24.492364003459166,-78.3705401877343,-inf,-1.4
-inf,-1.6752380952380954,-5.034579537313433,-9.679649732725052,-3.1434000000000006,-25.186703062165872,-1.3161318256622605,-48.158663073089485,-inf,-1.58
,-1.3674074074074074,-6.334376326530611,-5.077946536840631,-2.4301999999999997,-7.029767623772444,-30.465064771706274,-95.60937858409648,-inf,-1.44
,-1.4213725490196079,-6.012222222222223,-5.613348735379868,-2.5086,-7.711891659360003,-41.13376139012502,-73.97002790067545,-inf,-1.4
-inf,-1.5737735849056604,-8.030352093023254,-2.423482099186142,-2.724,-4.902606529249253,-49.86729793461646,-39.956120427779744,-inf,-1.4300000000000002
,-1.52025641025641,-7.180362090909091,-12.444727201547483,-3.2196,-13.72341630898389,-5.478392622102966,-126.86111690822884,-inf,-1.63
-inf,-1.538888888888889,-9.016040521739129,-9.34478798093017,-3.017,-7.685178737902647,-11.899885435853502,-83.87987479503164,-inf,-1.58
-inf,-2.3785714285714286,-10.110486666666665,-10.253535017870956,-3.6863333333333337,-7.249626269842457,-7.713238292529015,-4.258445034895699,-inf,-1.53
-inf,-1.8023076923076922,-18.790649142857138,-4.303436103856074,-3.4752,-1.5543614411019133,-35.32075388331475,-72.26679379767494,-inf,-1.54
-inf,-1.875,-8.471980818181818,-5.057802065325381,-3.44,-4.370042946088266,-24.113357016427237,-36.58261076798803,-inf,-1.46
-inf,-1.6033333333333335,-7.986015941176471,-7.990676945189091,-2.8562000000000003,-8.300532781842872,-18.96136270427948,-42.3204732418777,-inf,-1.48
,-1.1884615384615385,-5.0241037037037035,-4.841339176314945,-1.7289999999999996,-12.019216363987926,-31.40083846760845,-100.92678563513498,-inf,-1.47
-inf,-1.2037499999999999,-2.4757979607843112,-4.321933463950754,-2.161799999999999,-11.889975935644443,-20.082725624591447,-134.3955186799733,-inf,-1.54
,-1.6038095238095238,-6.844759714285713,-8.100022823780211,-3.078,-8.571219564477632,-37.512869918281766,-48.424106706705224,-inf,-1.51
-inf,-1.1542857142857144,-4.263416746031748,-5.63775549415954,-3.615266666666667,-11.082363419342103,-11.868254337514484,-80.9511917726795,-inf,-1.4100000000000001
,-1.8070588235294116,-6.6987933333333345,-8.52523089058129,-3.402466666666667,-6.182663758704565,-45.117935510871966,-37.57871249687515,-inf,-1.45
,-1.8675,-8.02050030769231,-10.195842093251144,-3.438933333333333,-4.751688139577944,-16.249591443850267,-53.196125048935016,-inf,-1.4
-inf,-1.7446938775510206,-11.322380952380954,-5.2302551593565125,-3.0653999999999995,-6.385427197632,-7.111430738119314,-45.848196550866156,-inf,-1.5
