member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7,member_8,member_9
-168.46512647419559,-4.4375,-0.9384640599999999,-23.38966744511545,-68.14861830726397,-7.465854210832517,-277.9399019625013,-367.6008338286307,-6.5600000000000005,-4.135
-93.74882465684728,-3.1073113207547167,-0.99860288,-10.428430484867253,-34.492039873929095,-7.400997308430551,-280.18486064200175,-35.620014268927896,-6.49,-4.11
-inf,-1.6570121951219514,-0.8464692736,-6.2239896870473554,-29.079915976302047,-19.15992703763786,-792.1294805697697,-55.54432874627146,-6.54,-3.9500000000000006
-inf,-1.5896739130434785,-0.949061952,-5.866178582369721,-28.537523973506055,-18.308043927996906,-143.81579439551922,-39.88750310427542,-6.51,-4.055000000000001
-151.47964320503485,-1.9121835443037976,-0.9819748096,-6.653091524039748,-21.45806228721177,-18.29243697526409,-146.78147153802433,-30.1908034732233,-6.47,-4.1000000000000005
-inf,-1.9234154929577467,-0.9501047384,-4.511048910328121,-33.02599035010732,-6.340433495861331,-2184.6038683672264,-55.679608459366726,-6.5,-3.8600000000000008
-inf,-1.3601804123711339,-0.9921191010000001,-2.923203033646025,-13.051065608234437,-21.77333116617215,-184.89104882683088,-35.49439291217995,-6.4,-4.055
-164.8842679902862,-2.534274193548387,-0.99846264,-14.067390079971183,-49.849570945521606,-8.65723202689422,-260.92816913639757,-1.570094552727388,-6.48,-4.12
-132.23645121749206,-3.206730769230769,-0.97501751,-25.899977952059146,-82.71168617195916,-8.157619499788535,-250.6741514488246,24.731850050754037,-6.52,-4.085000000000001
-inf,-1.5504032258064517,-0.96166975,-5.593440418380974,-30.90749020000892,-6.777252581553354,-133.19042164598696,-27.397693105164088,-6.5,-4.105
-178.81259571101577,-2.314311594202899,-0.859607376,-22.52687486556927,-75.52779507404347,-8.498637914800158,-136.78887675841355,29.222092871449348,-6.63,-4.085
-103.10189172856302,-2.799568965517241,-0.9269759259999999,-14.860665875883008,-49.770752749320884,-8.314500427616338,-354.27768010598237,-43.0844850766402,-6.5600000000000005,-4.025
-3011.894909271945,-2.867324561403508,-0.9888263552,-7.411262800126444,-15.55465431506038,-17.71279133960959,-353.9113675017886,24.688165499065313,-6.49,-4.4
-164.5296793109938,-2.4620901639344264,-0.929796529,-6.291641242646751,-26.573696115697444,-18.224391068805478,-1389.360722951641,-37.209221797537445,-6.53,-4.035
-inf,-1.4268617021276595,-0.9552826,-2.811824230430677,-28.21891787144979,-5.2095980394301895,-220.35141879982567,-46.973301632767765,-6.5,-4.075
-194.55050588262523,-6.0375,-1.0083386546,-15.321307000349357,-36.91037447393642,-7.34987235254932,-1351.5083128552449,99.84489797564385,-6.49,-4.745
-101.12633255022472,-2.2913461538461544,-0.7913648888000001,-9.38075470591313,-35.83838113136595,-18.34573344614031,-1457.3772967307095,-61.114414277444,-6.66,-3.9
-129.7992950938718,-2.11660447761194,-0.941465866,-6.296470579867441,-25.671765092648435,-18.86010718620606,-1106.9257529420488,-36.8175208816896,-6.47,-4.005
-152.22889293823965,-1.5181451612903225,-0.9128410235,-7.1833703660378125,-33.11274762663537,-18.691415766560418,-210.10404143539057,-38.849328310837436,-6.52,-3.9650000000000003
156.30308983533837,-3.648611111111111,-0.9996245525,-11.725738958837312,-42.83491853683353,-7.39453623370251,-1105.0177327809092,59.83137732382166,-6.49,-4.3950000000000005
-inf,-1.8841666666666665,-1.00480388,-11.094290139676657,-52.00831307942874,-7.7291395584247375,-297.5249060579144,-149.15757257540844,-6.46,-3.94
-117.09895539997775,-2.530720338983051,-0.995506608,-14.821378581710388,-59.104007467838606,-8.175024559247023,-751.6755501443749,-75.83286547562854,-6.48,-3.9100000000000006
-195.71705062571908,-2.1840753424657535,-0.84470208,-12.913263344997523,-41.19365057701071,-17.866415531345893,-170.4068105536736,14.656124931977745,-6.63,-4.22
-108.09659840383887,-3.1574999999999998,-0.9257702845,-27.11262895581754,-87.26740892534148,-9.163390715960299,-1270.0849948194666,-87.62201279603971,-6.5600000000000005,-3.965
-95.57709318933145,-2.090277777777778,-0.93219785,-7.869622021772344,-27.88272265537889,-18.29964651635143,-684.9381958065226,-57.30273289024803,-6.52,-3.9499999999999997
-182.51724570795332,-1.9508333333333332,-0.8487757904000001,-7.388626498262317,-34.72680688249159,-7.653151096166511,-385.7894490831549,-42.48936923839282,-6.609999999999999,-4.02
-inf,-0.9288793103448276,-0.8150971875000002,0.2783940021774365,-13.347145263358112,-23.670472978800706,-302.8685084685052,-34.41737421261163,-6.45,-3.9949999999999997
-inf,-1.7532894736842104,-0.9684744736,-9.484345131588308,-49.609368993911964,-8.170435448028625,-689.519537257369,-71.42015294195006,-6.47,-3.7899999999999996
-191.79087131115574,-2.2904411764705883,-0.953276,-7.908414049032913,-29.452055032473584,-17.953670685235874,-316.0612310317292,-16.89892372049123,-6.52,-4.125
-147.41245533941847,-1.4643817204301075,-0.8938000284000001,-7.5707090814275535,-35.43954812681641,-19.018846093139487,-300.8381337405968,-42.13844417319707,-6.51,-3.9250000000000003
-32.05316330342322,-2.4375,-0.927636,-7.639471854916064,-33.7460828546062,-18.45864297889676,-3152.3691830253324,-38.42712663525903,-6.52,-3.98
-136.67259235626506,-2.974537037037037,-0.9653650496,-13.795372617047725,-48.64804266700222,-8.13195075601698,-564.7956602747449,-37.8589209961745,-6.52,-4.085000000000001
-inf,-1.1493644067796611,-0.9443130176000001,-7.482563307760646,-38.69501912812922,-8.210853882703937,-25.78223658580093,-54.54529568217607,-6.49,-3.8900000000000006
-inf,-1.5679347826086958,-0.918576375,-5.410617902076368,-19.816848895238483,-18.654570168919484,-222.96618677197498,-44.438158624057046,-6.51,-4.0649999999999995
-inf,-1.0636261261261262,-0.6884895,-2.1250269815319376,-9.944919604186076,-22.95877585652655,-502.5233957157652,-69.76807392581067,-6.57,-3.9099999999999997
-inf,-1.6198529411764708,-0.9858314695,-4.805421729283057,-33.47034325687381,-6.30370886990772,-200.50391789248306,-54.30413957311218,-6.47,-3.965
-172.77131395736737,-1.5663659793814435,-0.8878112335999999,-9.643688948287364,-37.350803880181815,-8.36166937727278,-63.162647842695165,-33.92176873744414,-6.58,-4.075
-139.28904800412062,-2.881944444444444,-0.94423912895,-75.88028893425833,-208.9711506219313,-9.159515204905569,-477.9869246547664,25.62439427081289,-6.55,-3.9349999999999996
-152.54623166424207,-2.3978174603174605,-0.8793291912499999,-7.9225021075211375,-31.201362312915894,-18.23129035423546,-919.7445847499092,-34.058344845793414,-6.58,-4.035
-inf,-1.2994047619047624,-0.9194260025000001,-5.161779928236541,-26.44724184666768,-18.984933506498887,-83.4721291807758,-47.02143289398515,-6.49,-3.965
-177.81766026040253,-1.6847527472527475,-0.8955918799999999,-6.6099181300494605,-27.939966891728943,-17.923815098872012,-106.65094997292557,-35.58380556119388,-6.58,-4.06
-inf,-2.2102272727272725,-0.984928125,-6.413803168584014,-34.30329039874201,-6.8657204466967725,-565.2566003380853,-49.134266686344276,-6.48,-4.005
-140.3556429897222,-1.474342105263158,-0.9690620152,-10.408831076016662,-45.382205076191454,-8.944313165910453,-90.91513942471242,-47.9232095547993,-6.47,-3.9000000000000004
-inf,-1.088443396226415,-0.5516597378000001,-2.9288142786384532,-22.799737949049334,-22.906198068506583,-880.9911559476377,-113.8899934315795,-6.67,-3.8249999999999997
-141.93134793415885,-2.240530303030303,-0.9736035456000001,-7.174827319285486,-31.263975329310277,-18.364127576434566,-493.8678385926779,-34.69546980555477,-6.48,-4.055000000000001
-140.96958800930625,-1.7893518518518516,-0.941708,-9.421559932534294,-38.41142247194225,-18.527968442090604,-323.5283330902022,-39.63543837406203,-6.5,-3.98
-207.2362710265944,-3.310049019607843,-0.8846755424,-7.00802752556693,-22.591538185538493,-5.168045608226613,-352.5810973052333,-31.399281676306543,-6.609999999999999,-4.1899999999999995
-136.77114166361918,-1.833603896103896,-1.132063953,-6.95904076602632,-23.803077450473026,-18.944112425688303,-370.5636551118427,-37.01680444220957,-6.27,-4.0249999999999995
-177.442686771874,-3.715277777777778,-1.02627706,-13.33516470842505,-49.760634580281746,-5.666797285591041,-395.537598803487,-517.5335946590011,-6.47,-4.08
-inf,-2.3819444444444446,-0.9838005344,-7.54022334423399,-37.83745565100698,-6.905988488253399,-542.0901487240595,36.38916076532007,-6.49,-4.17
-inf,-2.372983870967742,-0.9713403736,-5.9481358093505365,-26.924162302054725,-18.38257218465166,-955.6234232187157,-44.59600604831751,-6.48,-4.01
-inf,-2.919318181818182,-1.0426677504000001,-9.149702079236194,-39.895145911010104,-5.358572405509062,-296.5699106728431,-93.36534070113116,-6.45,-4.0600000000000005
-inf,-1.6041666666666667,-0.90075083,-6.662622924970681,-41.45921352464248,-7.938070354989765,-1066.578479586824,-68.18521633140178,-6.52,-3.880000000000001
-131.49039152026253,-2.534274193548387,-1.0742427776,-10.317612915680698,-35.958819713046644,-8.278215544217613,-266.99377037019104,-36.03233194110577,-6.4,-4.07
-132.22771096929654,-1.706730769230769,-0.85091411175,-12.41629427953453,-46.124364261374744,-8.095439673742789,-72.14583973985496,-43.62422083658471,-6.63,-3.9650000000000003
-inf,-1.2175,-0.7809292800000001,-3.2946811040338897,-23.02232611199189,-22.388439735554744,-616.4022590274743,-48.62388652939214,-6.51,-3.9200000000000004
-inf,-2.1089285714285717,-0.8614055168,-5.5024735473656,-30.782022762638462,-6.167829643306657,-455.07564004252924,-91.72206459156223,-6.609999999999999,-4.2
-inf,-2.260576923076923,-0.959089196,-6.045767236392114,-26.68737797575581,-18.41158154116694,-641.5049626896725,-45.03118010148368,-6.49,-4.015
-160.15569331595597,-3.3775,-1.0420939872000001,-10.514076295340262,-31.35781492714266,-7.21529409206919,-299.960017748067,4.585139862207086,-6.45,-4.27
-146.993260956733,-1.9634740259740262,-1.0131072936,-7.570486487678072,-29.964140866233244,-18.1739148214306,-144.76820497735653,-34.449956767791186,-6.45,-4.045000000000001
-148.65845615198714,-2.3660714285714284,-0.9897559962,-8.10795396708128,-35.05632001185914,-7.989883660073056,-595.1554582372777,-38.576791421034265,-6.47,-4.055000000000001
-inf,-1.4266304347826089,-0.86282948,-3.7275812689877,-14.89470612152983,-21.859870852270085,-274.22492985050684,-52.48873646085507,-6.49,-3.9900000000000007
-inf,-1.5164473684210527,-0.932831375,-6.799430363868122,-32.56050426513236,-18.43605270493555,-149.04535877312858,-50.758923819824794,-6.52,-3.975
-inf,-2.4456967213114753,-0.9942142,-6.3359005589242265,-30.210362748859406,-18.205788499811177,-802.4003956027468,-23.671343778063843,-6.47,-4.1000000000000005
-inf,-1.2430555555555556,-0.95067875835,-4.550006394564923,-26.81407851414758,-19.020734926911903,-79.65168953211132,-50.50874896860141,-6.46,-3.935
-145.43918250934448,-1.9125,-0.925993608,-9.31371905591493,-34.39620492345295,-18.10921124164392,-192.3067785507335,-33.94909077708127,-6.54,-4.055
-inf,-1.2375,-0.9718749026500001,-8.884919256694587,-44.047763702609814,-8.269281868465304,-34.68489354028188,-58.040007598072116,-6.47,-3.895
-inf,-2.1315298507462686,-0.9317525759999999,-5.881639588159082,-30.392610743671433,-18.596283827703793,-1432.4297806856712,-24.081332960988277,-6.51,-4.069999999999999
-113.21915405306409,-2.053442028985507,-1.0166678487999998,-16.83894743487609,-61.36015400350456,-10.21853918668777,-652.4326225671344,-51.83829791447686,-6.41,-3.9100000000000006
-inf,-1.8643292682926829,-0.9739223748,-7.325031947844261,-36.697580142805734,-6.029342641531535,-124.05907117298453,48.09033580596775,-6.51,-4.245
-190.59553159148373,-1.9238013698630136,-0.93045283,-8.078875774761553,-38.37524409939227,-18.761642299888685,-809.5873801319927,7.605327767181535,-6.5,-4.085
-172.50788167460883,-1.3688725490196079,-0.972643738,-8.444499944168887,-40.38494943270012,-8.37290409495168,-70.14323040900253,-44.33147745634774,-6.47,-3.954999999999999
