member_0,member_1,member_2,member_3,member_4,member_5,member_6,member_7,member_8,member_9
inf,-2.981514609421586,-3.6275695284159615,-71949.87688818543,-28.53175074706584,-21.401878277554285,-109.59600618304027,-inf,-inf,-2.75
inf,-2.4289531212047604,-3.743916136278547,-94116.24334414641,-22.46247658480586,-40.92489190621469,-710.821029656709,-inf,-inf,-2.84
inf,-2.7685492801771874,-3.461005999077065,-60651.30636119457,-24.98368569497792,-22.04910603221218,-50.47954465656475,-inf,-inf,-2.69
-inf,-2.2172949002217295,-3.9735099337748343,-20607.658169298626,-31.08580864999049,-126.21773126359405,-684.9274969551166,inf,-inf,-2.77
-inf,-2.092487968194183,-2.892402622445044,-45008.71535259096,-17.220336736937373,-17.01323480960034,-29.923801231951327,-inf,-inf,-2.6
inf,-3.404834865509023,-4.630344188918042,-104259.08823820394,-36.88183405961221,-43.18862989587248,-974.4083613268964,-inf,-inf,-2.91
-inf,-2.6367831245880025,-4.5592705167173255,-73926.68962280387,-25.666731828696182,37.190785061884064,-872.1719573592904,-inf,-inf,-2.89
-inf,-2.1710811984368217,-3.3288948069241013,-26808.07571106852,-22.76048282680406,-20.547606956059983,-274.61283990194164,-inf,-inf,-2.7199999999999998
,-4.00962309542903,-4.299842339114232,-57186.07284709946,-46.03423999911177,-44.892596965048625,-59.38112475375508,-inf,-inf,-2.73
-inf,-2.1249468763280914,-3.723932472691162,-97612.72453453227,-17.75973169896649,-54.812553349910154,-734.6434036281661,-inf,-inf,-2.88
inf,-2.2361359570661894,-3.220957698088899,-86964.2030549743,-17.596229737180476,-17.03147593994363,-322.1087419840483,-inf,-inf,-2.79
inf,-2.3730422401518747,-4.1620421753607095,-182978.07636277794,-19.452067690491145,76.8999164347145,-823.7667084727916,-inf,-inf,-2.87
-inf,-2.5278058645096055,-3.674219228413962,-77473.81924873167,-20.981202071517288,513.8059898818648,-189.19852197594903,-inf,-inf,-2.7199999999999998
,-2.712967986977754,-4.054054054054054,-91260.56624017887,-33.47859590726921,-26.134411366828655,-1712.7071451620486,inf,-inf,-2.9
-inf,-2.228163992869875,-3.7707390648567127,-56193.31822292798,-20.611614074515387,-65.35990561013608,-696.7040701124433,-inf,-inf,-2.83
inf,-2.2361359570661894,-3.2894736842105257,-97962.6330530291,-17.75687276622352,-19.129705335238455,-350.43087773133846,-inf,-inf,-2.8
-inf,-2.6427061310782243,-3.775959723096287,-73698.83568046139,-23.552805178998682,-23.094247922199834,-453.4053583671005,-inf,-inf,-2.85
-inf,-1.7618040873854828,-3.2851511169513796,-108791.80661644848,-11.664642211620698,40.98087555663023,-439.2122098549762,-inf,-inf,-2.8
-inf,-4.2087542087542085,-5.163511187607574,-43980.10639279071,-49.91942688759245,54.28481920901394,-104.76952817951359,-inf,-inf,-2.74
-inf,-2.5278058645096055,-4.225352112676056,-116458.80235208837,-19.8472976285933,124.30938464972206,-448.7220982794618,-inf,-inf,-2.88
inf,-3.26797385620915,-3.6363636363636367,-48599.15094935149,-38.66943379491506,-30.03774520478894,-159.5071156482934,-inf,-inf,-2.63
-inf,-4.306632213608958,-6.117455138662317,-70754.39042691547,-47.293572605929924,16.61972146779689,-510.21316537677245,-inf,-inf,-2.8
-inf,-1.6750418760469012,-2.9268292682926833,-31928.661186202855,-15.693902268544202,-13.557518291972958,-515.9535488166823,-inf,-inf,-2.78
-inf,-2.1857923497267757,-2.884338044418806,-37139.37952265206,-20.60492070148689,-13.039680518154778,-132.13955084120403,-inf,-inf,-2.63
-inf,-1.4932059130954158,-2.7522935779816518,-33880.8244596525,-9.284717816469154,-14.265208917608547,-180.02861270375067,-inf,-inf,-2.76
-inf,-2.1939447125932423,-2.9702970297029707,-59308.59403451821,-17.1983670975769,-16.712751109342285,-112.827814891661,-inf,-inf,-2.64
-inf,-1.9481784531463082,-2.742481031172868,-43806.04178645597,-15.298338920831362,-18.127587966460936,3.6450796753403782,-inf,-inf,-2.54
inf,-2.6427061310782243,-3.566333808844508,-71248.29917587916,-22.772985949687023,-24.91791663760838,-190.1737234461781,-inf,-inf,-2.76
-inf,-4.092490280335584,-3.8955979742890534,-32695.249879321855,-56.647697052668576,-18.106714240335897,-132.060620276484,-inf,-inf,-2.67
