member_0,member_1
,-inf
-inf,-2.0
-inf,-inf
,-3.0
,-inf
,-1.6666666666666667
,-2.3333333333333335
inf,-2.0
inf,-2.0
,-1.5
,-1.0
,-2.3333333333333335
,-inf
inf,-1.5
inf,-1.5
-inf,-0.5
,-2.5
,
,-1.5
,-inf
,-1.5
,-2.3333333333333335
,-inf
,-inf
,-inf
,-3.0
,
inf,-2.0
,-inf
-31.333333333333332,-0.5
,
-inf,-0.5
,-1.5
,
-50.0,-1.0
inf,-2.0
,-inf
,-1.5
,-0.5
,-1.5
,
,-1.6666666666666667
,-1.5
8.0,-2.0
8.0,-2.0
,-inf
,-inf
,-3.0
,-inf
,-inf
,-1.5
inf,-1.0
,-1.0
,-1.5
,-1.0
8.0,-2.0
inf,-1.0
,-1.5
,-0.5
,-2.0
inf,-1.0
