member_0,member_1
,-inf
,-inf
,-inf
,-inf
,
,-inf
,-inf
-inf,-393.43928571428614
,-inf
,-196.68333333333325
,-inf
,-265.1358660130718
,-inf
,-inf
-inf,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
-inf,-321.4392857142862
,-inf
145751.7111111098,-360.63571428571464
,-inf
,-308.5523809523801
-inf,-304.3872549019603
,-275.0656746031743
,-inf
,-275.0656746031743
,-201.48333333333338
,-inf
249.90269151138958,-314.63571428571464
-inf,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
,-inf
145751.7111111098,-360.63571428571464
,-inf
,-inf
,-inf
,-inf
,-275.0656746031743
,-inf
,-inf
,-253.39761904761914
,-inf
,-37.77261904761905
,inf
,-199.1983660130718
,-161.31428571428575
,-inf
,-inf
,
,
,-538.8609126984121
,-inf
,-inf
