member_0,member_1
,-3.3999999999999995
-inf,0.7142857142857144
10.5,-1.0
,-2.0588235294117645
,-3.25
,-3.4
,-3.4
0.0,-2.0588235294117645
,-3.3999999999999995
,-10.000000000000002
,-2.5000000000000004
,-2.5000000000000004
0.0,-1.0
inf,-1.0
0.0,-1.0
-26.742857142857144,0.4999999999999998
0.0,-1.0
,-1.0
-inf,11.000000000000004
-74.0,-1.8571428571428572
,-1.0
inf,-7.000000000000002
443.99999999999983,-1.0
inf,-7.000000000000002
0.0,-1.0
,-2.090909090909091
inf,-7.000000000000002
,-1.0
,1.5714285714285716
,-1.0
,3.499999999999999
,17.000000000000004
,-1.0
,-4.6
0.0,-1.0
-inf,-1.0
,-1.0
0.0,-2.2
,-1.0
,17.000000000000004
,-1.0
,11.000000000000004
,17.000000000000004
-inf,-1.0
,-1.8571428571428572
-inf,-1.0
,-2.090909090909091
1.1428571428571428,-1.0
,-3.25
,-1.9000000000000001
144.0,-7.000000000000002
-444.0,5.000000000000002
,-10.000000000000002
32.57142857142857,-1.0
443.99999999999983,-1.0
,17.000000000000004
,-4.6
,-1.0
-inf,5.000000000000002
,-2.5
,-7.000000000000002
