member_0,member_1
,-2.0
,-1.0
-inf,2.0
12.444444444444443,-2.0
6.666666666666667,-1.0
,-2.0
inf,-2.0
-inf,2.0
0.0,-4.0
,-1.0
19.6,0.0
inf,-3.0
inf,-2.0
-inf,2.0
inf,-2.0
,-2.0
,-2.0
-inf,-2.5
7.085714285714286,-4.0
-inf,-2.5
,2.0
,-1.5
,-2.0
5.6,-2.0
,-2.0
,-2.0
inf,-0.6666666666666667
,-3.0
inf,-3.0
9.0,-2.0
,-2.0
,-0.6666666666666667
,-2.0
,-2.0
,-2.0
inf,-2.0
-6.5,-2.0
-19.333333333333336,-0.375
,-2.0
inf,-3.0
inf,-2.0
inf,-0.6666666666666667
-inf,-2.0
,-2.0
,-2.0
,-2.0
,-2.0
inf,-2.0
,-2.0
,-2.0
-7.75,1.0
,-2.0
,-2.0
,-1.0
,-2.0
,-3.0
inf,-2.5
inf,-2.0
,0.0
,-2.0
-inf,-2.0
