member_0,member_1
-38.22123532576024,2174330.464240508
,-1744033.436885496
,-6284944.651873418
-38.74476004665338,4490796.859627803
,-19764366.696041144
,-inf
-136.84777969707727,13686769.499019844
-136.98538766077226,67419603.9849452
-38.98638684091175,6784902.649978459
,-12572093.925867485
,-26379897.712482423
-175.99884552125494,113158708.7500043
-175.99004727564096,108972408.81041226
-175.59169266571217,29223236.99910227
-136.79613885083373,46746356.758828245
-61.26301222167111,7231882.484459091
-96.49658333333329,44970793.51475583
17.172706155632987,-9409451.92065597
,-54332231.27808531
-96.49658333333329,44970793.51475583
,-39487441.10058003
-175.88717548076943,72614459.1519878
-136.8481822735668,51450900.37642997
,-12572093.925867485
-137.1659210649898,100780886.17772777
,-8020344.74909267
-175.69429086538486,38756455.25267859
-175.7124875272132,40880088.94895466
-137.005866076773,70363906.03794391
-136.82260160815568,49061350.108447015
-136.98538766077226,67419603.9849452
,-40271573.744475186
-15.974323790244854,577820.3117189695
-136.96427913966392,64558072.18910009
,-17485029.537883997
,-14934532.434031956
,-54348918.90374981
-96.85937676056342,72729627.82315557
-38.91351526804016,5951053.210840972
,-7719364.947156362
-96.77207352941177,64275770.23843202
-176.0318389423076,130969893.33094181
-96.85937676056342,72729627.82315557
-175.7300102386038,43079089.10879387
-39.0738327283576,8011059.380124309
-175.69429086538486,38756455.25267859
-175.99004727564096,108972408.81041226
,-7497952.344317207
,-8020344.74909267
,-16481967.004056107
,-18669115.38736296
-136.8481822735668,51450900.37642997
-96.28370454545453,35116171.6911465
-253.15047050461968,107903801.40189432
-175.91020647962134,79116546.58877914
-14.085599964551573,-16192112.736475887
-137.005866076773,70363906.03794391
,-16414601.585135922
-11.088859859256875,2169060.4482701644
-137.22549708838181,116705793.03328477
,-4344053.550561889
,-34180277.74083528
,-23244713.31738258
-39.0092271846476,7078965.2450399585
,-26315316.93744936
-61.30324590773812,8002214.533725367
-175.46466632326025,21378980.041612234
51.92599250936339,-54923202.217019
-175.94228537087918,89574819.6592943
-175.36149172008533,9479333.311147168
-136.94251097727062,61778137.316427656
,-3932540.055157225
-55.459631711572015,52817954.42272661
-137.22549708838181,116705793.03328477
-38.93856487121475,6221058.633178849
-137.22549708838181,116705793.03328477
-136.68048680031586,38208485.85651559
-16.33488428238429,907144.2284028227
,-13761818.831355046
-64.87747796269866,-28176374.50423689
-189.6673270081942,13225956.339553367
,-27779348.250792164
-136.79613885083373,46746356.758828245
-176.06169013278378,150549117.6444255
,-49796877.151720025
,-17485029.537883997
-61.439034598214285,11619928.061462948
,-90683874.96230121
,-57742286.26332867
-38.61102949385625,3661247.0536557627
,-64205924.487869784
-37.64322696534237,100354403.28336683
,-6233715.601400739
-137.14620122274857,24876098.775422983
-136.98538766077226,67419603.9849452
,-17259174.528327845
-137.005866076773,70363906.03794391
-8.080735653235656,-6577041.790358949
,-8798529.695936054
,-16414601.585135922
,-26997228.825550877
-137.2723720883817,33634456.559781164
-95.32575000000011,14293400.80609544
-61.196744974031326,6170196.641944886
,-5206231.476010363
,-2586548.2568119243
-8.203376150876148,-7103509.1728322655
-137.2111686776925,112578704.25850816
-51.11746753246756,1060331.5480958226
,-17485029.537883997
-136.96427913966392,64558072.18910009
-136.4708674587521,27438920.18402302
,-26379897.712482423
,-45521684.73737159
,-24620616.545838043
-82.17123248764165,90350655.3014736
-136.98538766077226,67419603.9849452
,-26379897.712482423
-175.8365827947665,60691663.318558335
,-22234745.53022896
,-33773726.808319755
,16646.369972460925
,-30928915.04380468
-96.88686111111103,75703154.09064254
-137.06379073917535,79705167.07914874
-95.78390217391302,21180824.348446775
-175.88717548076943,72614459.1519878
,inf
,-45521684.73737159
,-45521684.73737159
-38.804825464435126,4947862.087332256
-53.7813564213564,16879000.116333116
-136.89686805612362,56458365.004480585
,-61638423.514838606
-136.79613885083373,46746356.758828245
