member_0,member_1
,-inf
inf,-inf
inf,-inf
-inf,
,-inf
inf,-inf
-inf,
inf,-inf
,
inf,-inf
-inf,
,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
inf,-inf
inf,-inf
inf,-inf
,-inf
inf,-inf
,
-inf,
inf,-inf
inf,-inf
,-inf
,-inf
,-inf
inf,
inf,-inf
inf,-inf
inf,-inf
inf,-inf
,-inf
-inf,
,-inf
,-inf
inf,-inf
inf,-inf
-inf,
-inf,
-11826.913169286887,
inf,-inf
inf,-inf
inf,
inf,-inf
inf,
-inf,
inf,-inf
,-inf
,-inf
inf,-inf
-inf,
-inf,
inf,-inf
,
,-inf
inf,
-inf,
inf,
-inf,
-inf,
inf,
-10915.47629107983,
inf,-inf
-inf,
,-inf
inf,-inf
inf,-inf
inf,-inf
,
,-inf
,-inf
-inf,
-inf,
-inf,
inf,-inf
inf,-inf
-inf,
inf,-inf
-inf,
,-inf
inf,-inf
,-inf
-inf,
,
-inf,
inf,-inf
-inf,
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
inf,-inf
-inf,
inf,-inf
inf,-inf
inf,-inf
,-inf
-inf,
inf,
,-inf
-inf,
-inf,
-inf,
inf,
-inf,
inf,-inf
,-inf
inf,-inf
,-inf
-inf,
,-inf
inf,
,-inf
,-inf
,-inf
-inf,
-inf,
,-inf
-inf,
,-inf
-inf,
-inf,
inf,-inf
,-inf
inf,-inf
inf,-inf
-inf,
-inf,
-inf,
-inf,
inf,-inf
inf,-inf
inf,-inf
-inf,
inf,-inf
-inf,
,-inf
,-inf
,-inf
inf,-inf
-inf,
-10699.518479588098,
,
,-inf
inf,-inf
,-inf
,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
-inf,
inf,-inf
-inf,
inf,-inf
inf,-inf
inf,-inf
,-inf
-8877.092534164778,
,
inf,-inf
-inf,
-12878.305401704667,
-inf,
-inf,
-inf,
inf,-inf
-inf,
inf,-inf
-inf,
-inf,
inf,
inf,
-inf,
-inf,
,-inf
inf,-inf
inf,-inf
inf,-inf
,-inf
inf,-inf
,
,-inf
,-inf
-10307.908646163145,
,
-inf,
inf,-inf
inf,-inf
-inf,
-inf,
-inf,
-inf,
-inf,
-inf,
-inf,
,-inf
inf,-inf
,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
inf,-inf
inf,-inf
inf,-inf
-inf,
inf,-inf
inf,-inf
inf,-inf
-inf,
-inf,
,-inf
inf,-inf
-inf,
inf,-inf
inf,-inf
-inf,
,-inf
-inf,
,
,-inf
inf,-inf
-inf,
inf,-inf
inf,-inf
inf,-inf
-inf,
-inf,
,
,-inf
,-inf
inf,-inf
-inf,
-inf,
inf,-inf
inf,-inf
,-inf
-9000.634613833443,
-inf,
-inf,
inf,-inf
,
-inf,
-inf,
-inf,
-inf,
-inf,
inf,-inf
inf,-inf
-inf,
inf,-inf
-inf,
inf,
-14857.282065848582,
-14469.269987798358,
-inf,
-11003.307890935368,
-inf,
inf,-inf
-8637.0203804967,
inf,-inf
inf,-inf
-inf,
inf,
inf,-inf
,-inf
,-inf
-inf,
inf,-inf
-inf,
,
inf,
inf,
-inf,
inf,-inf
,-inf
inf,
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
inf,-inf
,-inf
inf,
,
inf,-inf
inf,-inf
-inf,
inf,
inf,-inf
,-inf
inf,-inf
inf,-inf
-inf,
,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
-inf,
-inf,
inf,
inf,-inf
inf,-inf
-inf,
-11821.082803599953,
-6815.958174770985,
inf,-inf
-inf,
inf,-inf
inf,-inf
-inf,
,-inf
-9304.339830508485,
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
inf,-inf
-9484.499000664448,
inf,-inf
inf,
,
,-inf
inf,-inf
inf,-inf
inf,-inf
inf,
-inf,
-inf,
inf,-inf
-inf,
,-inf
inf,-inf
inf,
inf,-inf
inf,-inf
-inf,
inf,
inf,-inf
,-inf
inf,-inf
inf,-inf
inf,
inf,-inf
-inf,
-9152.48467757647,
-inf,
-inf,
,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
inf,-inf
,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
inf,-inf
-inf,
-inf,
,-inf
inf,-inf
-7055.506701350164,
inf,-inf
-inf,
-inf,
inf,-inf
inf,
-inf,
-inf,
-11155.206985911145,
,-inf
,
inf,
,
inf,
inf,
-inf,
inf,-inf
inf,
-inf,
,-inf
-inf,
,-inf
inf,-inf
-inf,
-inf,
,-inf
-inf,
,-inf
inf,-inf
-inf,
,-inf
inf,
-inf,
,inf
-inf,
-10395.7416469688,
-inf,
-5993.619703103918,
-inf,
inf,-inf
,-inf
inf,-inf
-inf,
-inf,
,-inf
-inf,
inf,-inf
inf,-inf
inf,-inf
-inf,
inf,-inf
inf,
inf,-inf
inf,-inf
,-inf
-inf,
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
-inf,
-inf,
,-inf
inf,-inf
inf,-inf
inf,-inf
-12282.663713080165,
inf,-inf
-inf,
inf,-inf
-inf,
,-inf
inf,-inf
inf,-inf
,-inf
inf,-inf
inf,
,
,-inf
-inf,
-inf,
-inf,
-inf,
inf,-inf
-inf,
-inf,
-inf,
inf,-inf
-inf,
-inf,
-inf,
inf,-inf
inf,-inf
-inf,
-inf,
,
inf,
,
inf,-inf
,-inf
,-inf
,-inf
inf,-inf
inf,-inf
,-inf
-inf,
-inf,
inf,-inf
-inf,
-inf,
,-inf
inf,
inf,
inf,-inf
inf,
-inf,
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
-inf,
,-inf
-inf,
,-inf
-inf,
,-inf
-6360.830284552831,
inf,-inf
inf,-inf
inf,
inf,-inf
inf,-inf
-5211.563206727888,
-inf,
,-inf
inf,-inf
,-inf
-inf,
inf,
inf,-inf
-inf,
inf,-inf
-inf,
inf,-inf
-inf,
-inf,
inf,-inf
inf,
-inf,
inf,-inf
,-inf
inf,-inf
-inf,
-inf,
inf,
inf,-inf
inf,
inf,-inf
inf,-inf
inf,-inf
-inf,
-inf,
inf,-inf
-inf,
-inf,
inf,-inf
-inf,
-inf,
inf,
-inf,
inf,
inf,-inf
-inf,
inf,-inf
inf,-inf
inf,-inf
inf,-inf
,-inf
,-inf
inf,-inf
,-inf
,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
-inf,
-inf,
inf,-inf
inf,-inf
,-inf
inf,-inf
,-inf
