member_0,member_1
inf,-5748.171296756684
-44925.06502272124,993.7601196542913
-inf,8204.881917886181
inf,-4084.855889026087
inf,-5644.195392534769
inf,-6399.743076725326
inf,-2570.2182317053744
inf,-6684.002293671122
-12784.44066279632,942.7759799499858
inf,-5810.931027863709
inf,-9506.434256628194
inf,-3572.3960523566884
inf,-2000.318322577877
-30895.701602564135,1039.80659422301
inf,-5672.121394839639
-25719.40018115943,806.3070156585501
-12003.287730587748,1143.4113110502672
inf,-inf
-20815.464234234267,1096.7816448703736
-24911.28143939397,955.8175102407416
inf,-8763.792246149771
inf,-5750.739347731502
inf,-7411.910786781373
inf,-6038.690455924361
-8069.858675096839,1024.3825029620407
inf,-7411.910786781373
-12054.302941176486,928.7752933582773
inf,-5462.796533655948
inf,-4311.17563635142
-23424.39424286407,755.8386073129624
14503.392060204354,-9728.681476871692
inf,-4023.344455111084
inf,-3433.7112966005266
inf,-4925.818981636907
inf,-3732.1271749341627
-20894.78154761905,727.8546258766463
inf,-5367.338961481852
inf,-2299.792161858564
inf,-inf
inf,-inf
inf,-3732.1271749341627
-24911.28143939397,955.8175102407416
-30380.649107142865,832.8044472050125
inf,-8946.476547741666
-27215.509027777804,827.2977431086717
inf,-4090.230803752781
-24412.57275641028,948.8185980678979
-35439.63067292646,888.785925418342
-19720.362010954635,1075.7810310548946
inf,-7411.910786781373
inf,-6995.95986962062
-1210.3563352826518,879.1244568138724
-27218.74226573154,797.8184652934087
-15704.899726775982,998.7783925775805
-20815.464234234267,1096.7816448703736
inf,-3258.8288701528095
inf,-6372.0506726085905
inf,-inf
inf,-4982.917171420968
inf,-6372.0506726085905
6226.212091503268,-10317.578403438925
-29115.89101886128,818.8097943308629
inf,-3493.3941418615086
inf,-2383.698018625538
inf,-8347.823454925006
inf,-inf
inf,-8659.799690900021
-32044.787191358053,975.5385083909827
-24911.28143939397,955.8175102407416
inf,-6806.588981251341
inf,-5894.477450552343
inf,-3390.828255296744
-43319.34929971992,894.5899062259036
-20921.57140804598,899.8272356370652
-20422.850219298256,892.8286378441713
inf,-2956.256275922635
inf,-inf
inf,-7411.910786781373
inf,-2542.2913698139723
inf,-6710.599845765432
-22791.995098039224,748.8423930687057
inf,-4508.023038242574
inf,-3048.225943638035
inf,-3112.220508066278
5984.170551378446,2416.3555730039657
inf,-7958.485922600297
10471.557650825755,-7360.716297844287
-18625.25076726344,1054.7803758653986
-26586.35592861464,790.821546063639
inf,-6902.5785433780475
5247.4363013698585,-9197.785563766121
inf,-6518.622965458545
-24412.57275641028,948.8185980678979
inf,-4119.2824844690085
inf,
-21545.52789929372,1110.7820329463848
-16069.948642693491,1005.778661482723
-27218.74226573154,797.8184652934087
-18926.674537037037,871.8331459880634
inf,-4328.968700835725
-34807.26185781359,881.7880203526395
inf,-inf
-34174.89202898552,874.7901730434471
inf,-6691.939118519821
-24830.77731418151,1173.7835971926668
inf,-6518.622965458545
inf,-7100.0542134263505
-18997.540144927552,706.8683579407957
inf,-4030.546575666814
inf,-3254.6639168247225
-24056.790950384355,762.834954757262
-22916.438575268832,927.8220670773367
inf,-4866.133658970118
6843.440412486063,-4149.6078767124245
inf,-2661.2369339267234
inf,-7307.922349784199
-18260.211472051524,1047.7801475637268
-22791.995098039224,748.8423930687057
inf,-5270.840400481406
inf,-6230.661605276242
-47696.199532491846,780.218950008362
inf,-2225.1056828728483
-444.944092039804,1249.9021820419405
inf,-4695.01116049317
inf,-5228.307346056007
inf,-5020.375019230673
2035.039311594204,-3920.1259915114742
inf,-3831.49093538497
3065.422303921569,-3453.9634408362026
-10976.559688755025,2066.5981225060514
-30365.39752109706,791.0169216181449
inf,-4119.2824844690085
inf,-3048.225943638035
inf,-5750.739347731502
inf,-5462.796533655948
2018.5427083333343,-4681.479692016841
inf,-3877.0349157217083
inf,-3176.215372465032
-4256.089750445635,849.7376380049194
inf,-7099.946862459086
